smiles,internal_energy_298K
OC1CCC1CCC#C,-387.034362
OC1CCC1CCC#N,-403.144075
OC1CCC1NCC#N,-419.17977
OC1CCC1OCC#C,-422.952199
OC1CCC1OCC#N,-439.058352
OC1COC1CCC#C,-422.95719
OC1COC1CCC#N,-439.066921
CC1CCC1CCC=O,-388.28623
CC1CCC1CNC=O,-404.358888
CC1CCC1COC=O,-424.230615
CC1CCC1OCC=O,-424.205907
CC1COC1CCC=O,-424.211106
CC1COC1CNC=O,-440.284639
CC1COC1COC=N,-440.250035
CC1COC1COC=O,-460.153913
CC1OCC1CCC=O,-424.209713
CC1OCC1CNC=O,-440.282329
CC1OCC1COC=N,-440.250129
CC1OCC1COC=O,-460.153625
CC1OCC1NCC=O,-440.248145
CC1OCC1OCC=O,-460.127183
OC1CCC1CCC=O,-424.212402
OC1CCC1CNC=O,-440.284931
OC1CCC1COC=N,-440.252796
OC1CCC1COC=O,-460.157497
OC1CCC1OCC=O,-460.131871
OC1COC1CCC=O,-460.135403
OC1COC1CNC=O,-476.208558
OC1COC1COC=N,-476.174465
OC1COC1COC=O,-496.078516
CC12CC1(C)C(O)CC2,-388.294927
CC12CC1(C)C(O)CO2,-424.21416
CC12CC1(O)C(O)CC2,-424.222849
CC12CC1(O)C(O)CO2,-460.139688
CC12CC1(O)CCC2O,-424.218505
CC12CCC(O)C1(C)N2,-404.341359
CC12CCC(O)C1(C)O2,-424.229253
CC1CCC2(C)CC12C,-352.369912
CC1CCC2(C)CC12O,-388.29517
CC1CCC2(C)OC12C,-388.305398
CC1CCC2(O)CC12C,-388.294777
CC1CCC2(O)CC12O,-424.218823
CC1COC2(C)CC12C,-388.288956
CC1COC2(C)CC12O,-424.212467
CC1OCC2(C)CC12C,-388.294624
CC1OCC2(C)CC12O,-424.217839
CC1OCC2(C)NC12C,-404.337398
CC1OCC2(C)OC12C,-424.225129
CC1OCC2(O)CC12C,-424.2174
CC1OCC2(O)CC12O,-460.139395
OC1CCC2(O)CC12O,-460.14308
CC12CC(C1)C(O)CC2,-388.289568
CC12CC(C1)C(O)CO2,-424.208823
CC12CC(O1)C(O)CC2,-424.222989
CC1CCC2(C)CC1C2,-352.363937
CC1CCC2(C)CC1O2,-388.293884
CC1CCC2(O)CC1C2,-388.292456
CC1COC2(C)CC1C2,-388.284559
CC1COC2(C)CN1C2,-404.312681
CC1OCC2(C)CC1C2,-388.28442
CC1OCC2(C)CC1O2,-424.214224
CC1OCC2(O)CC1C2,-424.213835
OC1CCC2(O)CC1C2,-424.217797
CC12CC1CC(O)CC2,-388.291604
CC12CC1CC(O)CO2,-424.207688
CC12CCC(O)CC1N2,-404.337272
CC12CCC(O)CC1O2,-424.226019
CC12CN1CC(O)CC2,-404.325643
CC1CC2CC2(C)CO1,-388.289943
CC1CC2CC2(O)CO1,-424.213283
CC1CC2NC2(C)CO1,-404.333194
CC1CC2OC2(C)CO1,-424.219917
CC1CCC2(C)CC2C1,-352.366552
CC1CCC2(C)CC2O1,-388.288025
CC1CCC2(C)OC2C1,-388.3014
CC1CCC2(O)CC2C1,-388.291667
CC1CCC2(O)CC2O1,-424.212391
CC1CN2CC2(C)CO1,-404.324556
CC1COC2(C)CC2C1,-388.284028
CC1COC2(C)CC2O1,-424.203849
CC1OCC2(C)CC2O1,-424.216459
CC1OCC2(O)CC2O1,-460.139098
OC1CCC2(O)CC2C1,-424.216532
CC12CCC(O)C1CO2,-424.220598
CC12CCC1C(O)CC2,-388.291817
CC12CCC1C(O)CO2,-424.215991
CC12COC1C(O)CC2,-424.220094
CC12COC1C(O)CO2,-460.135524
CC1CCC2(C)CCC12,-352.366992
CC1CCC2(C)COC12,-388.294171
CC1CCC2(C)OCC12,-388.296378
CC1CCC2(O)CCC12,-388.29423
CC1CCC2(O)COC12,-424.219362
CC1COC2(C)CCC12,-388.292948
CC1COC2(C)COC12,-424.218449
CC1OCC2(C)CCC12,-388.291213
CC1OCC2(C)COC12,-424.216169
CC1OCC2(C)OCC12,-424.218258
CC1OCC2(O)CCC12,-424.21704
CC1OCC2(O)COC12,-460.139036
OC1CCC2(O)CCC12,-424.218576
OC1CCC2(O)COC12,-460.138373
CC1CCC2(CC12)C#C,-349.92586
CC1CCC2(CC12)C#N,-366.035025
CC1CCC2(CN12)C#C,-365.962135
CC1CCC2(CN12)C#N,-382.069522
CC1CCC2(NC12)C#C,-365.969427
CC1CCC2(NC12)C#N,-382.076328
CC1CCC2(OC12)C#C,-385.851814
CC1CCC2(OC12)C#N,-401.957212
CC1CNC2(CC12)C#N,-382.06759
CC1COC2(CC12)C#C,-385.838257
CC1COC2(CC12)C#N,-401.944735
CC1NCC2(NC12)C#N,-398.111265
CC1NCC2(OC12)C#N,-417.991862
CC1OCC2(CC12)C#C,-385.849287
CC1OCC2(CC12)C#N,-401.956983
CC1OCC2(NC12)C#C,-401.888427
CC1OCC2(NC12)C#N,-417.993684
CC1OCC2(OC12)C#C,-421.769832
CC1OCC2(OC12)C#N,-437.873398
CN1CCC2(CC12)C#N,-382.062877
OC1CCC2(CC12)C#C,-385.84885
OC1CCC2(CC12)C#N,-401.957502
OC1CCC2(NC12)C#C,-401.894361
OC1CCC2(NC12)C#N,-418.000242
OC1CCC2(OC12)C#C,-421.775212
OC1CCC2(OC12)C#N,-437.879591
OC1CNC2(CC12)C#N,-417.989212
OC1COC2(CC12)C#C,-421.759888
OC1COC2(CC12)C#N,-437.865827
CC1CCC2(CC12)C=O,-387.108771
CC1CCC2(CN12)C=O,-403.144747
CC1CCC2(NC12)C=O,-403.151134
CC1CCC2(OC12)C=O,-423.033382
CC1COC2(CC12)C=O,-423.019532
CC1OCC2(CC12)C=O,-423.03075
CC1OCC2(NC12)C=O,-439.068841
CC1OCC2(OC12)C=O,-458.950189
OC1CCC2(CC12)C=O,-423.031577
OC1CCC2(NC12)C=O,-439.072728
OC1CCC2(OC12)C=O,-458.956456
OC1COC2(CC12)C=O,-458.940861
CC1CCC2(CC2)C1=O,-387.117967
CC1CCC2(CN2)C1=O,-403.151631
CC1CCC2(CO2)C1=O,-423.033544
CC1COC2(CC2)C1=O,-423.034431
CC1NCC2(CN2)C1=O,-419.186541
CC1NCC2(CO2)C1=O,-439.068088
CC1OCC2(CC2)C1=O,-423.033833
CC1OCC2(CN2)C1=O,-439.066867
CC1OCC2(CO2)C1=O,-458.947914
CN1CCC2(C1=O)CC2,-403.183054
CN1CCC2(CN2)C1=O,-419.217517
CN1CCC2(CO2)C1=O,-439.100861
OC1CCC2(CC2)C1=O,-423.042339
OC1CCC2(CN2)C1=O,-439.075568
OC1CCC2(CO2)C1=O,-458.956972
OC1CNC2(CC2)C1=O,-439.079024
OC1COC2(CC2)C1=O,-458.95626
CC1C(O)CCC11CC1,-388.283254
CC1C(O)CCC11CO1,-424.210324
CC1C(O)COC11CC1,-424.205141
CC1CCC2(CC2)C1C,-352.357941
CC1CCC2(CC2)C1O,-388.286381
CC1CCC2(CN2)C1O,-404.332885
CC1CCC2(CO2)C1C,-388.285102
CC1CCC2(CO2)C1O,-424.20885
CC1COC2(CC2)C1C,-388.280319
CC1COC2(CC2)C1O,-424.206761
CC1OCC2(CC2)C1C,-388.281841
CC1OCC2(CC2)C1O,-424.205671
CC1OCC2(CN2)C1C,-404.323608
CC1OCC2(CN2)C1O,-440.246148
CC1OCC2(CO2)C1C,-424.207343
CC1OCC2(CO2)C1O,-460.135568
OC1CCC2(CC2)C1O,-424.21557
OC1CCC2(CN2)C1O,-440.262101
OC1CCC2(CO2)C1O,-460.143406
OC1COC2(CC2)C1O,-460.136071
CC1CCC2(CC2)C=C1,-351.161993
CC1CCC2(CN2)C=C1,-367.202421
CC1CCC2(CO2)C=C1,-387.087432
CC1COC2(CC2)C=C1,-387.080372
CC1OCC2(CC2)C=C1,-387.080974
CC1OCC2(CN2)C=C1,-403.120797
CC1OCC2(CO2)C=C1,-423.004471
OC1CCC2(CC2)C=C1,-387.086704
OC1CCC2(CN2)C=C1,-403.126905
OC1CCC2(CO2)C=C1,-423.01161
OC1COC2(CC2)C=C1,-423.001898
CC1CCC2(CC1)CC2,-352.369104
CC1CCC2(CC2)CO1,-388.289696
CC1CCC2(CC2)OC1,-388.288563
CC1CCC2(CN2)CO1,-404.330443
CC1CCC2(CO2)CC1,-388.295458
CC1CCC2(CO2)CO1,-424.213847
CC1COC2(CC2)CO1,-424.207312
CC1OCC2(CC2)CO1,-424.215338
CC1OCC2(CN2)CO1,-440.255504
CC1OCC2(CO2)CO1,-460.137335
C1CC2(CCC1O)CC2,-388.294041
OC1CCC2(CC2)OC1,-424.212066
OC1CCC2(CO2)CC1,-424.219947
CC1CC2(CCC2)CO1,-388.285775
CC1CC2(CCO2)CO1,-424.211728
CC1CC2(COC2)CO1,-424.20386
CC1CCC2(CCC2)C1,-352.361365
CC1CCC2(CCC2)O1,-388.293859
CC1CCC2(CCO2)C1,-388.289839
CC1CCC2(COC2)C1,-388.280939
CC1CCC2(COC2)O1,-424.210827
CC1COC2(CCC2)C1,-388.290306
CC1COC2(COC2)C1,-424.207344
CC1OCC2(CCC2)O1,-424.219981
CC1OCC2(COC2)O1,-460.135841
OC1CCC2(CCC2)C1,-388.285356
OC1CCC2(CCO2)C1,-424.213226
OC1CCC2(COC2)C1,-424.205757
OC1COC2(CCC2)C1,-424.214424
OC1COC2(COC2)C1,-460.131407
CC1CCC23CC(C2)C13,-351.09232
CC1CCC23CC(O2)C13,-387.016656
CC1COC23CC(C2)C13,-387.009704
CC1COC23CN(C2)C13,-403.031438
CC1OCC23CC(C2)C13,-387.011733
CC1OCC23CC(O2)C13,-422.933164
CC1OCC23CN(C2)C13,-403.031163
OC1CCC23CC(C2)C13,-387.018538
OC1CCC23CC(O2)C13,-422.945841
OC1COC23CC(C2)C13,-422.935696
OC1COC23CN(C2)C13,-438.958476
CC1CCC23CC12CC3,-351.130746
CC1CCC23CC12CO3,-387.043721
CC1CCC23CC12OC3,-387.043914
CC1CCC23CCC12N3,-367.169999
CC1CCC23CCC12O3,-387.057471
CC1COC23CC12CC3,-387.04441
CC1COC23CC12OC3,-422.95445
CC1OCC23CC12CC3,-387.053973
CC1OCC23CC12CO3,-422.96479
CC1OCC23CC12OC3,-422.965078
CC1OCC23CCC12N3,-403.092479
CC1OCC23CCC12O3,-422.974276
OC1CCC23CC12CC3,-387.054134
OC1CCC23CC12CO3,-422.967032
OC1CCC23CC12OC3,-422.967575
OC1CCC23CCC12N3,-403.094825
OC1CCC23CCC12O3,-422.981943
OC1COC23CC12CC3,-422.966555
OC1COC23CC12OC3,-458.878196
CC1CCC2=C1CCC2,-351.187206
CC1CCC2=C1COC2,-387.10122
CC1OCC2=C1CCC2,-387.106279
CC1OCC2=C1COC2,-423.018781
OC1CCC2=C1CCC2,-387.111009
OC1CCC2=C1COC2,-423.02453
CC1CCC2=CCCC12,-351.179811
CC1CCC2=CCOC12,-387.099496
CC1COC2=NCCC12,-403.170289
CC1COC2=NCCN12,-419.223337
CC1OCC2=CCCC12,-387.100258
CC1OCC2=CCOC12,-423.017295
OC1CCC2=CCCC12,-387.108142
OC1CCC2=CCOC12,-423.021348
OC1COC2=NCCC12,-439.094487
CC1CCC2C(C#C)C12,-349.921512
CC1CCC2C(C#C)N12,-365.958587
CC1CCC2C(C#N)C12,-366.031231
CC1CCC2C(C#N)N12,-382.066362
CC1CCN2C(C#C)C12,-365.956851
CC1CCN2C(C#N)C12,-382.064394
CC1COC2C(C#C)C12,-385.836292
CC1COC2C(C#N)C12,-401.945187
CC1OCC2C(C#C)C12,-385.844007
CC1OCC2C(C#N)C12,-401.952882
CN1CCC2C(C#N)C12,-382.057516
OC1CCC2C(C#C)C12,-385.848154
OC1CCC2C(C#N)C12,-401.956512
OC1CCN2C(C#C)C12,-401.877403
OC1CCN2C(C#N)C12,-417.985025
OC1COC2C(C#C)C12,-421.762609
OC1COC2C(C#N)C12,-437.869846
CC1CCC2C(C=O)C12,-387.09731
CC1CCC2C(C=O)N12,-403.133327
CC1CCC2C1N2C=O,-403.156986
CC1CCN2C(C=O)C12,-403.132257
CC1COC2C(C=O)C12,-423.012959
CC1OCC2C(C=O)C12,-423.02324
CC1OCC2C1N2C=O,-439.07664
OC1CCC2C(C=O)C12,-423.021107
OC1CCC2C1N2C=O,-439.081991
OC1CCN2C(C=O)C12,-439.055142
OC1COC2C(C=O)C12,-458.938875
CC1(C)C2C(O)CCN12,-404.322507
CC1(C)C2CCC(O)C12,-388.284366
CC1(C)C2OCC(O)C12,-424.201667
CC1(O)C2CCC(O)C12,-424.209709
CC1(O)C2OCC(O)C12,-460.126607
CC1CCC2C1C2(C)C,-352.360368
CC1CCC2C1C2(C)O,-388.285853
CC1COC2C1C2(C)C,-388.280403
CC1COC2C1C2(C)O,-424.205004
CC1OCC2C1C2(C)C,-388.288518
CC1OCC2C1C2(C)O,-424.213261
CC1CCC2C1CC2=O,-387.112746
CC1CCC2C1NC2=O,-403.183656
CC1CCC2C1OC2=N,-403.162283
CC1CCC2C1OC2=O,-423.066916
CC1CCC2N1CC2=O,-403.150088
CC1CCN2C1CC2=O,-403.176775
CC1CNC2C1OC2=N,-419.205715
CC1CNC2C1OC2=O,-439.109605
CC1COC2C1CC2=O,-423.030562
CC1COC2C1NC2=O,-439.104021
CC1COC2C1OC2=N,-439.082415
CC1COC2C1OC2=O,-458.986001
CC1OCC2C1CC2=O,-423.037014
CC1OCC2C1NC2=O,-439.108635
CC1OCC2C1OC2=N,-439.086719
CC1OCC2C1OC2=O,-458.990956
OC1CCC2C1CC2=O,-423.03932
OC1CCC2C1NC2=O,-439.107185
OC1CCC2C1OC2=N,-439.091249
OC1CCC2C1OC2=O,-458.995912
OC1CCN2C1CC2=O,-439.10162
OC1CNC2C1OC2=N,-455.130801
OC1CNC2C1OC2=O,-475.03091
OC1COC2C1CC2=O,-458.95358
OC1COC2C1NC2=N,-455.119927
OC1COC2C1NC2=O,-475.026391
OC1COC2C1OC2=N,-475.003778
OC1COC2C1OC2=O,-494.907202
CC1CCC2C3CC12C3,-351.097258
CC1CCC2C3CC12O3,-387.004363
CC1COC2C3CC12C3,-387.017371
CC1COC2C3CC12O3,-422.920353
CC1OCC2C3CC12C3,-387.017293
CC1OCC2C3CC12O3,-422.921072
CC1OCC2N3CC12C3,-403.03631
OC1CCC2C3CC12C3,-387.020103
OC1CCC2C3CC12O3,-422.926287
OC1COC2C3CC12C3,-422.938873
OC1COC2C3CC12N3,-438.969187
OC1COC2C3CC12O3,-458.842638
CC1CCC2C3CC1C23,-351.139819
CC1CCC2C3OC1C23,-387.060839
CC1COC2C3CC1C23,-387.055711
CC1COC2C3OC1C23,-422.973964
CC1OCC2C3C1CN23,-403.097597
CC1OCC2C3CC1C23,-387.063197
CC1OCC2C3CC1N23,-403.1053
CC1OCC2C3OC1C23,-422.977483
OC1CCC2C3C1CN23,-403.100993
OC1CCC2C3CC1C23,-387.065269
OC1CCC2C3CC1N23,-403.106457
OC1CCC2C3OC1C23,-422.986548
OC1CCN2C3CC1C23,-403.100933
OC1COC2C3CC1C23,-422.979589
OC1COC2C3OC1C23,-458.89567
CC1CCC2C3CC2C13,-351.121696
CC1CCC2C3OC2C13,-387.033446
CC1COC2C3CC2C13,-387.044009
CC1COC2C3CC2N13,-403.071453
CC1COC2C3OC2C13,-422.954085
CC1OCC2C3CC2C13,-387.043268
CC1OCC2C3CN2C13,-403.072766
CC1OCC2C3OC2C13,-422.953573
CN1CCC2C3OC2C13,-403.069432
CN1CCN2C3CC2C13,-383.184967
OC1CCC2C3CC2C13,-387.0472
OC1CCC2C3OC2C13,-422.95903
OC1COC2C3CC2C13,-422.969297
OC1COC2C3NC2C13,-439.001013
OC1COC2C3OC2C13,-458.877988
CC1CCC2C3CC3C12,-351.13174
CC1CCC2C3OC3C12,-387.059511
CC1COC2C3CC3C12,-387.055026
CC1COC2C3CN3C12,-403.09096
CC1COC2C3NC3C12,-403.095644
CC1COC2C3OC3C12,-422.980222
CC1OCC2C1C1CN21,-403.096976
CC1OCC2C3CC3C12,-387.0593
CC1OCC2C3CN3C12,-403.09647
CC1OCC2C3NC3C12,-403.091904
CC1OCC2C3OC3C12,-422.97701
OC1CCC2C1C1CN21,-403.094873
OC1CCC2C3CC3C12,-387.054598
OC1CCC2C3CN3C12,-403.090542
OC1CCC2C3NC3C12,-403.103588
OC1CCC2C3OC3C12,-422.984842
OC1COC2C3CC3C12,-422.976844
OC1COC2C3CN3C12,-439.016416
OC1COC2C3NC3C12,-439.022731
OC1COC2C3OC3C12,-458.905324
CC1CCC2C=CCC12,-351.18275
CC1CCC2N=COC12,-403.183145
CC1COC2C=CCC12,-387.105159
CC1OCC2C=CCC12,-387.106444
CC1OCC2N=COC12,-439.10525
OC1CCC2C=CCC12,-387.109059
OC1CCC2N=COC12,-439.108416
OC1COC2C=CCC12,-423.029964
CC1CCC2CC(=O)C12,-387.115325
CC1CCC2CC(=O)N12,-403.178834
CC1CCC2NC(=O)C12,-403.189293
CC1CCC2OC(=N)C12,-403.16823
CC1CCC2OC(=O)C12,-423.073063
CC1CCN2CC(=O)C12,-403.148034
CC1COC2CC(=O)C12,-423.035254
CC1OCC2CC(=O)C12,-423.038528
CC1OCC2NC(=O)C12,-439.110507
CC1OCC2OC(=N)C12,-439.088586
CC1OCC2OC(=O)C12,-458.992952
CN1CCC2NC(=O)C12,-419.221911
CN1CCC2OC(=N)C12,-419.194972
CN1CCC2OC(=O)C12,-439.099555
OC1CCC2CC(=O)C12,-423.036027
OC1CCC2NC(=O)C12,-439.108954
OC1CCC2OC(=N)C12,-439.087397
OC1CCC2OC(=O)C12,-458.997311
OC1CCN2CC(=O)C12,-439.067947
OC1COC2CC(=O)C12,-458.959341
CC1CC2CC(C2)CO1,-388.284469
CC1CC2CC(CO1)O2,-424.213685
CC1CCC2CC(C1)O2,-388.290616
CC1CCC2CC(C2)C1,-352.360267
CC1CCC2CC(C2)O1,-388.282951
CC1COC2CC(C2)C1,-388.278737
CC1COC2CC(C2)O1,-424.200526
CC1OCC2CC(C2)O1,-424.213141
OC1CCC2CC(C1)O2,-424.215725
OC1CCC2CC(C2)C1,-388.285475
OC1COC2CC(C2)C1,-424.20268
CC12CC(C1)CCC2O,-388.288426
CC12CC(C1)OCC2O,-424.205973
CC12CC(CCC1O)O2,-424.219046
CC1CCC2CC1(C)C2,-352.36134
CC1CCC2CC1(C)O2,-388.293033
CC1CCC2CC1(O)C2,-388.292119
CC1CCN2CC1(O)C2,-404.319077
CC1COC2CC1(C)C2,-388.279475
CC1COC2CC1(O)C2,-424.209392
CC1OCC2CC1(C)C2,-388.284723
CC1OCC2CC1(C)O2,-424.213977
CC1OCC2CC1(O)C2,-424.212635
OC1CCC2CC1(O)C2,-424.221502
OC1CCN2CC1(O)C2,-440.247671
OC1COC2CC1(O)C2,-460.136988
CC1CCC2CC12C#C,-349.926348
CC1CCC2CC12C#N,-366.035481
CC1CCC2NC12C#C,-365.969862
CC1CCC2NC12C#N,-382.076767
CC1CCC2OC12C#C,-385.852245
CC1CCC2OC12C#N,-401.957674
CC1CCN2CC12C#C,-365.96013
CC1CCN2CC12C#N,-382.067441
CC1COC2CC12C#C,-385.840633
CC1COC2CC12C#N,-401.948707
CC1NCC2NC12C#N,-398.111745
CC1NCC2OC12C#N,-417.992311
CC1OCC2CC12C#C,-385.849605
CC1OCC2CC12C#N,-401.957352
CC1OCC2NC12C#C,-401.888755
CC1OCC2NC12C#N,-417.994093
CC1OCC2OC12C#C,-421.770144
CC1OCC2OC12C#N,-437.873819
CN1CCC2CC12C#N,-382.057959
NC1CCC2NC12C#N,-398.121225
NC1CCC2OC12C#N,-418.001625
NC1CCN2CC12C#N,-398.109516
OC1CCC2CC12C#C,-385.848495
OC1CCC2CC12C#N,-401.957496
OC1CCC2NC12C#C,-401.891822
OC1CCC2NC12C#N,-418.000344
OC1CCC2OC12C#C,-421.775285
OC1CCC2OC12C#N,-437.879752
OC1CCN2CC12C#C,-401.880975
OC1CCN2CC12C#N,-417.988127
OC1COC2CC12C#C,-421.764605
OC1COC2CC12C#N,-437.872197
CC1CCC2CC12C=O,-387.107483
CC1CCC2NC12C=O,-403.152269
CC1CCC2OC12C=O,-423.033674
CC1CCN2CC12C=O,-403.142735
CC1COC2CC12C=O,-423.022575
CC1OCC2CC12C=O,-423.029396
CC1OCC2NC12C=O,-439.070223
CC1OCC2OC12C=O,-458.950506
OC1CCC2CC12C=O,-423.031016
OC1CCC2NC12C=O,-439.077296
OC1CCC2OC12C=O,-458.955216
OC1CCN2CC12C=O,-439.059845
OC1COC2CC12C=O,-458.945259
CC1CCC2CC1C2=O,-387.105302
CC1CCC2NC1C2=O,-403.143408
CC1CCC2OC1C2=O,-423.025374
CC1COC2CC1C2=O,-423.019724
CC1OCC2CC1C2=O,-423.027219
CC1OCC2NC1C2=O,-439.064458
CC1OCC2OC1C2=O,-458.947242
CN1CCC2CC1C2=O,-403.133118
OC1CCC2CC1C2=O,-423.033117
OC1CCC2NC1C2=O,-439.066788
OC1CCC2OC1C2=O,-458.949043
OC1COC2CC1C2=O,-458.942364
CC1CCC2CC1C=C2,-351.177482
CC1CCC2OC1C=C2,-387.101416
CC1COC2CC1C=C2,-387.09473
CC1COC2OC1C=C2,-423.023622
CC1OCC2CC1C=C2,-387.097542
CC1OCC2OC1C=C2,-423.019092
OC1CCC2CC1C=C2,-387.1032
OC1CCC2OC1C=C2,-423.02608
OC1COC2CC1C=C2,-423.019143
OC1COC2OC1C=C2,-458.947066
CC12CC(O)CCC1N2,-404.336975
CC12CC(O)CCC1O2,-424.225754
CC12CC1CCC(O)C2,-388.291123
CC12CC1OCC(O)C2,-424.209342
CC12CN1CCC(O)C2,-404.326848
CC1CC2(C)CC2CO1,-388.289405
CC1CC2(C)NC2CO1,-404.332876
CC1CC2(C)OC2CO1,-424.219741
CC1CC2(O)CC2CO1,-424.213761
CC1CCC2CC2(C)C1,-352.366072
CC1CCC2CC2(C)O1,-388.291169
CC1CCC2CC2(O)C1,-388.290583
CC1CCC2OC2(C)C1,-388.301126
CC1COC2CC2(C)C1,-388.280496
CC1COC2CC2(C)O1,-424.203893
CC1COC2CC2(O)C1,-424.204102
CC1OCC2CC2(C)O1,-424.219654
OC1CCC2CC2(O)C1,-424.215395
OC1COC2CC2(O)C1,-460.127471
CC1CCC2CC2C1=O,-387.108499
CC1CCC2CN2C1=O,-403.161796
CC1CCC2NC2C1=O,-403.155843
CC1CCC2OC2C1=O,-423.038132
CC1CCN2CC2C1=O,-403.14067
CC1COC2CC2C1=O,-423.026984
CC1NCC2CC2C1=O,-403.146086
CC1NCC2CN2C1=O,-419.198836
CC1NCC2NC2C1=O,-419.190073
CC1NCC2OC2C1=O,-439.07234
CC1OCC2CC2C1=O,-423.035792
CC1OCC2CN2C1=O,-439.077995
CC1OCC2NC2C1=O,-439.071073
CC1OCC2OC2C1=O,-458.952462
CN1CCC2CC2C1=O,-403.172845
CN1CCC2CN2C1=O,-419.218339
CN1CCC2NC2C1=O,-419.212209
CN1CCC2OC2C1=O,-439.0939
CN1CCN2CC2C1=O,-419.205995
OC1CCC2CC2C1=O,-423.032301
OC1CCC2CN2C1=O,-439.090513
OC1CCC2NC2C1=O,-439.079244
OC1CCC2OC2C1=O,-458.955343
OC1CCN2CC2C1=O,-439.067187
OC1CNC2CC2C1=O,-439.071955
OC1COC2CC2C1=O,-458.949271
CC1C(O)CCC2CN12,-404.323677
CC1C2CC2CCC1O,-388.288143
CC1C2CC2OCC1O,-424.206741
CC1C2CN2CCC1O,-404.321596
CC1C2OC2CCC1O,-424.223284
CC1CCC2CC2C1C,-352.358461
CC1CCC2CC2C1O,-388.287575
CC1CCC2NC2C1O,-404.33788
CC1CCC2OC2C1C,-388.290907
CC1CCC2OC2C1O,-424.220757
CC1CCN2CC2C1O,-404.320744
CC1COC2CC2C1C,-388.27542
CC1COC2CC2C1O,-424.201878
CC1OCC2CC2C1C,-388.282736
CC1OCC2CC2C1O,-424.211256
CC1OCC2CN2C1C,-404.316691
CC1OCC2NC2C1C,-404.325683
CC1OCC2NC2C1O,-440.257443
CC1OCC2OC2C1C,-424.210899
CC1OCC2OC2C1O,-460.139746
OC1CCC2CC2C1O,-424.2172
OC1CCC2NC2C1O,-440.267336
OC1CCC2OC2C1O,-460.150884
OC1CCN2CC2C1O,-440.249876
OC1COC2CC2C1O,-460.135048
CC1CCC2CC2C=C1,-351.150239
CC1CCC2NC2C=C1,-367.191488
CC1CCC2OC2C=C1,-387.074377
CC1COC2CC2C=C1,-387.068251
CC1OCC2CC2C=C1,-387.074897
CC1OCC2NC2C=C1,-403.10919
CC1OCC2OC2C=C1,-422.990813
OC1CCC2CC2C=C1,-387.074537
OC1CCC2NC2C=C1,-403.115608
OC1CCC2OC2C=C1,-422.998237
OC1CCN2CC2C=C1,-403.108266
OC1COC2CC2C=C1,-422.985359
CC1CCC2CC2CC1,-352.357978
CC1CCC2CC2CO1,-388.282784
CC1CCC2CC2OC1,-388.278312
CC1CCC2NC2CO1,-404.324618
CC1CCC2OC2CC1,-388.288753
CC1CCC2OC2CO1,-424.208544
CC1CCN2CC2CO1,-404.316687
CC1COC2CC2CO1,-424.197663
CC1COC2CC2OC1,-424.195858
CC1OCC2CC2CO1,-424.213482
CC1OCC2NC2CO1,-440.25091
CC1OCC2OC2CO1,-460.134273
OC1CCC2CC2CC1,-388.287014
OC1CCC2CC2OC1,-424.207329
OC1CCC2CN2CC1,-404.322983
OC1CCC2OC2CC1,-424.212924
OC1COC2CC2OC1,-460.123794
CC1CCC2CC3C2C13,-351.139677
CC1CCC2OC3C2C13,-387.060629
CC1COC2CC3C2C13,-387.058825
CC1COC2CC3C2N13,-403.095114
CC1COC2CN3C2C13,-403.094356
CC1OCC2CC3C1N23,-403.105354
CC1OCC2CC3C2C13,-387.063297
CC1OCC2CN3C2C13,-403.099263
CC1OCC2OC3C2C13,-422.977187
OC1CCC2CC3C1N23,-403.105134
OC1CCC2CC3C2C13,-387.063988
OC1CCC2CN3C2C13,-403.099024
OC1CCC2OC3C2C13,-422.986533
OC1COC2CC3C2C13,-422.981892
OC1COC2CN3C2C13,-439.016297
CC1CCC2CC=CC12,-351.183839
CC1CCC2OC=NC12,-403.182892
CC1COC2CC=CC12,-387.107538
CC1COC2OC=NC12,-439.110659
CC1OCC2CC=CC12,-387.105335
CC1OCC2OC=NC12,-439.105038
OC1CCC2CC=CC12,-387.108508
OC1CCC2OC=NC12,-439.101885
OC1COC2CC=CC12,-423.030231
OC1COC2OC=NC12,-475.03646
CC12CCC1CCC2O,-388.292367
CC12CCC1OCC2O,-424.212427
CC12COC1CCC2O,-424.217603
CC12OCC1CCC2O,-424.224718
CC12OCC1OCC2O,-460.135639
CC1CCC2CCC12C,-352.366714
CC1CCC2CCC12O,-388.294152
CC1CCC2COC12C,-388.297299
CC1CCC2OCC12C,-388.292539
CC1CCC2OCC12O,-424.219841
CC1COC2CCC12C,-388.288933
CC1COC2CCC12O,-424.214467
CC1COC2COC12C,-424.217897
CC1OCC2CCC12C,-388.291068
CC1OCC2CCC12O,-424.217031
CC1OCC2COC12C,-424.219647
CC1OCC2OCC12C,-424.214426
CC1OCC2OCC12O,-460.13789
OC1CCC2CCC12O,-424.219965
OC1CCC2OCC12O,-460.143684
OC1COC2CCC12O,-460.138338
CC1CCC2CC1CO2,-388.314317
CC1CCC2CCC1C2,-352.388323
CC1CCC2CCC1O2,-388.317393
CC1CCC2COC1C2,-388.312018
CC1CCC2COC1O2,-424.244107
CC1CCC2OCC1O2,-424.243842
CC1COC2CC1CO2,-424.240983
CC1COC2CCC1C2,-388.308533
CC1COC2CCC1O2,-424.243038
CC1COC2COC1C2,-424.230605
CC1OCC2CC1CO2,-424.234367
