smiles,E1-CAM
[H]OC([H])(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.26881029
[H]OC([H])(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])N([H])C1([H])[H],0.26753141
[H]OC([H])(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])OC1([H])[H],0.28807061
[H]C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.27838716
[H]N1C([H])([H])C1([H])C([H])(OC([H])([H])C([H])([H])[H])C([H])([H])[H],0.27104097
[H]C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])OC1([H])[H],0.28345122
[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.2778249
[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C1([H])OC1([H])[H],0.27980201
[H]C([H])([H])OC([H])([H])C([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],0.272239
[H]OC([H])(C([H])([H])OC([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.27202953
[H]OC([H])(C([H])([H])OC([H])([H])[H])C1([H])N([H])C1([H])[H],0.27474163
[H]OC([H])(C([H])([H])OC([H])([H])[H])C1([H])OC1([H])[H],0.28166153
[H]OC([H])([H])C([H])([H])C([H])(O[H])C1([H])C([H])([H])C1([H])[H],0.2626805
[H]OC([H])([H])C([H])([H])C([H])(O[H])C1([H])N([H])C1([H])[H],0.26393365
[H]OC([H])([H])C([H])([H])C([H])(O[H])C1([H])OC1([H])[H],0.26370213
[H]C#CC1([H])C(=O)C([H])([H])C1([H])C([H])([H])[H],0.15888938
[H]C([H])([H])C1([H])C([H])([H])C(=O)C1([H])C#N,0.16033731
[H]C#CC1([H])C(=O)N([H])C1([H])C([H])([H])[H],0.21808152
[H]C#CC1([H])C(=N[H])OC1([H])C([H])([H])[H],0.23520303
[H]N=C1OC([H])(C([H])([H])[H])C1([H])C#N,0.24306739
[H]C#CC1([H])C(=O)OC1([H])C([H])([H])[H],0.21689084
[H]C([H])([H])C1([H])OC(=O)C1([H])C#N,0.21848209
[H]C#CC1([H])C(=O)C([H])([H])N1C([H])([H])[H],0.16154636
[H]C([H])([H])N1C([H])([H])C(=O)C1([H])C#N,0.16348305
[H]C#CC1([H])C(=O)C([H])([H])C1([H])O[H],0.16035201
[H]OC1([H])C([H])([H])C(=O)C1([H])C#N,0.16196898
[H]N=C1N(C([H])=O)C([H])(C([H])([H])[H])C1([H])[H],0.18188344
[H]N=C([H])N1C(=O)C([H])([H])C1([H])C([H])([H])[H],0.18456614
[H]C(=O)N1C(=O)C([H])([H])C1([H])C([H])([H])[H],0.16974513
[H]C(=O)C1([H])C(=O)N([H])C1([H])C([H])([H])[H],0.15691962
[H]N=C1OC([H])(C([H])([H])[H])C1([H])C([H])=O,0.15673587
[H]C(=O)C1([H])C(=O)OC1([H])C([H])([H])[H],0.15711439
[H]C#CC1([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],0.23617689
[H]C([H])([H])C1([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C#N,0.2722537
[H]C#CC1([H])C([H])(O[H])C([H])([H])C1([H])C([H])([H])[H],0.2367318
[H]OC1([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C#N,0.27031701
[H]C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C1([H])C#N,0.22791932
[H]C#CC1([H])C([H])(C([H])([H])[H])OC1([H])C([H])([H])[H],0.23583145
[H]C([H])([H])C1([H])OC([H])(C([H])([H])[H])C1([H])C#N,0.27142317
[H]N([H])C1([H])C([H])([H])N(C([H])([H])[H])C1([H])C#N,0.23067552
[H]C#CC1([H])N(C([H])([H])[H])C([H])([H])C1([H])O[H],0.23215284
[H]OC1([H])C([H])([H])N(C([H])([H])[H])C1([H])C#N,0.23189927
[H]C#CC1([H])C([H])(O[H])C([H])([H])C1([H])O[H],0.23762114
[H]OC1([H])C([H])([H])C([H])(O[H])C1([H])C#N,0.2666825
[H]C(=O)C1([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],0.15350928
[H]C(=O)N1C([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],0.20112538
[H]OC1([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])=O,0.15493883
[H]C(=O)C1([H])N(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],0.14838275
[H]C(=O)C1([H])C([H])(C([H])([H])[H])OC1([H])C([H])([H])[H],0.1509405
[H]OC1([H])C([H])([H])N(C([H])([H])[H])C1([H])C([H])=O,0.14870247
[H]OC1([H])C([H])([H])C([H])(O[H])C1([H])C([H])=O,0.15751496
[H]OC([H])([H])C1([H])C(=O)C([H])([H])C1([H])C([H])([H])[H],0.1579486
[H]OC([H])([H])C1([H])C(=O)N([H])C1([H])C([H])([H])[H],0.21877976
[H]N=C1OC([H])(C([H])([H])[H])C1([H])C([H])([H])O[H],0.24807632
[H]OC([H])([H])C1([H])C(=O)OC1([H])C([H])([H])[H],0.21719586
[H]C([H])([H])C([H])([H])C1([H])C(=O)C([H])([H])C1([H])C([H])([H])[H],0.15678365
[H]N1C(=O)C([H])(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])[H],0.2164866
[H]N=C1OC([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[H],0.24556634
[H]C([H])([H])C([H])([H])C1([H])C(=O)OC1([H])C([H])([H])[H],0.21598314
[H]OC1([H])C([H])([H])C(=O)C1([H])C([H])([H])C([H])([H])[H],0.15741941
[H]C([H])([H])N1C([H])([H])C(=O)C1([H])C([H])([H])C([H])([H])[H],0.15944062
[H]C([H])([H])C([H])([H])N1C(=O)C([H])([H])C1([H])C([H])([H])[H],0.21960662
[H]OC([H])([H])C1([H])C(=O)C([H])([H])N1C([H])([H])[H],0.15966112
[H]N=C1OC([H])(C([H])([H])[H])C1([H])N([H])C([H])([H])[H],0.22316395
[H]N(C([H])([H])[H])C1([H])C(=O)OC1([H])C([H])([H])[H],0.20629234
[H]C([H])([H])OC1([H])C(=O)C([H])([H])C1([H])C([H])([H])[H],0.14764409
[H]N1C(=O)C([H])(OC([H])([H])[H])C1([H])C([H])([H])[H],0.20361331
[H]N=C1OC([H])(C([H])([H])[H])C1([H])OC([H])([H])[H],0.23132598
[H]C([H])([H])OC1([H])C(=O)OC1([H])C([H])([H])[H],0.20132383
[H]OC1([H])C([H])([H])C(=O)C1([H])OC([H])([H])[H],0.14092999
[H]OC([H])([H])C1([H])C(=O)C([H])([H])C1([H])O[H],0.15844839
[H]OC([H])([H])C1([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],0.26025505
[H]OC([H])([H])C1([H])C([H])(O[H])C([H])([H])C1([H])C([H])([H])[H],0.26522356
[H]OC([H])([H])C1([H])C([H])(C([H])([H])[H])OC1([H])C([H])([H])[H],0.26349634
[H]C([H])([H])C([H])([H])C1([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],0.29411955
[H]OC1([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[H],0.25709828
[H]C([H])([H])C([H])([H])C1([H])C([H])(C([H])([H])[H])OC1([H])C([H])([H])[H],0.2749805
[H]OC1([H])C([H])([H])C([H])(O[H])C1([H])C([H])([H])C([H])([H])[H],0.26216969
[H]OC([H])([H])C1([H])N(C([H])([H])[H])C([H])([H])C1([H])O[H],0.24525765
[H]C([H])([H])OC1([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],0.26640688
[H]OC1([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])OC([H])([H])[H],0.25927017
[H]C([H])([H])OC1([H])C([H])(C([H])([H])[H])OC1([H])C([H])([H])[H],0.2748335
[H]OC1([H])C([H])([H])C([H])(O[H])C1([H])OC([H])([H])[H],0.25877405
[H]OC([H])([H])C1([H])C([H])(O[H])C([H])([H])C1([H])O[H],0.2590166
[H]C#CC12C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H],0.2299001
[H]C#CC12OC([H])([H])C1([H])C([H])([H])C2([H])[H],0.22158006
[H]C#CC12C([H])([H])OC1([H])C([H])([H])C2([H])[H],0.22998463
[H]C#CC12N([H])C([H])([H])C1([H])N([H])C2([H])[H],0.22528071
[H]C#CC12OC([H])([H])C1([H])N([H])C2([H])[H],0.22091489
[H]C#CC12N([H])C([H])([H])C1([H])OC2([H])[H],0.22165723
[H]C#CC12OC([H])([H])C1([H])OC2([H])[H],0.22093327
[H]C1([H])C([H])([H])C2(C#N)C([H])([H])C([H])([H])C12[H],0.26220276
[H]N1C([H])([H])C2([H])C([H])([H])C([H])([H])C12C#N,0.22357922
[H]C1([H])OC2(C#N)C([H])([H])C([H])([H])C12[H],0.23887062
[H]N1C([H])([H])C2(C#N)C([H])([H])C([H])([H])C12[H],0.23496784
[H]C1([H])OC2([H])C([H])([H])C([H])([H])C12C#N,0.25160058
[H]C1([H])N2C([H])([H])C([H])([H])C2(C#N)C1([H])[H],0.21413464
[H]N1C([H])([H])C2(C#N)N([H])C([H])([H])C12[H],0.22417456
[H]N1C([H])([H])C2(C#N)OC([H])([H])C12[H],0.22901812
[H]N1C([H])([H])C2([H])OC([H])([H])C12C#N,0.22045185
[H]C1([H])OC2(C#N)C([H])([H])OC12[H],0.23369264
[H]C(=O)C12C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H],0.1537408
[H]C(=O)C12OC([H])([H])C1([H])C([H])([H])C2([H])[H],0.1469826
[H]C(=O)C12C([H])([H])OC1([H])C([H])([H])C2([H])[H],0.15223041
[H]C(=O)C12N(C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],0.15050319
[H]C(=O)C12N([H])C([H])([H])C1([H])N([H])C2([H])[H],0.14754119
[H]C(=O)C12OC([H])([H])C1([H])N([H])C2([H])[H],0.1468209
[H]C(=O)C12N([H])C([H])([H])C1([H])OC2([H])[H],0.14719207
[H]C(=O)C12OC([H])([H])C1([H])OC2([H])[H],0.14671801
[H]C([H])([H])C([H])([H])C12C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H],0.28273461
[H]C([H])([H])C([H])([H])C12OC([H])([H])C1([H])C([H])([H])C2([H])[H],0.26205576
[H]C([H])([H])C([H])([H])C12C([H])([H])OC1([H])C([H])([H])C2([H])[H],0.25998678
[H]C([H])([H])C([H])([H])C12OC([H])([H])C1([H])OC2([H])[H],0.25562831
[H]C([H])([H])OC12C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H],0.27022146
[H]C([H])([H])OC12C([H])([H])OC1([H])C([H])([H])C2([H])[H],0.25528286
[H]OC([H])([H])C12C([H])([H])C([H])([H])C1([H])C([H])([H])C2([H])[H],0.25957886
[H]OC([H])([H])C12OC([H])([H])C1([H])C([H])([H])C2([H])[H],0.25729673
[H]OC([H])([H])C12C([H])([H])OC1([H])C([H])([H])C2([H])[H],0.26045717
[H]OC([H])([H])C12OC([H])([H])C1([H])N([H])C2([H])[H],0.23379186
[H]OC([H])([H])C12N([H])C([H])([H])C1([H])OC2([H])[H],0.23652968
[H]OC([H])([H])C12OC([H])([H])C1([H])OC2([H])[H],0.25525346
[H]C#CC1([H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],0.2357359
[H]C#CC1([H])C([H])([H])C([H])([H])C12N([H])C2([H])[H],0.2344754
[H]C#CC1([H])C([H])([H])C([H])([H])C12OC2([H])[H],0.23555215
[H]C#CC1([H])C([H])([H])OC12C([H])([H])C2([H])[H],0.23623569
[H]C#CC1([H])N([H])C([H])([H])C12OC2([H])[H],0.22804794
[H]C#CC1([H])OC([H])([H])C12C([H])([H])C2([H])[H],0.2233036
[H]C#CC1([H])OC([H])([H])C12N([H])C2([H])[H],0.22081567
[H]C#CC1([H])OC([H])([H])C12OC2([H])[H],0.22133016
[H]C1([H])C([H])([H])C2(C([H])([H])C2([H])[H])C1([H])C#N,0.27185681
[H]N1C([H])([H])C12C([H])([H])C([H])([H])C2([H])C#N,0.25597743
[H]C1([H])OC12C([H])([H])C([H])([H])C2([H])C#N,0.26981722
[H]N1C([H])([H])C([H])(C#N)C12C([H])([H])C2([H])[H],0.2274379
[H]C1([H])OC2(C([H])([H])C2([H])[H])C1([H])C#N,0.25160058
[H]N1C([H])([H])C2(C1([H])C#N)C([H])([H])C2([H])[H],0.22803691
[H]N1C([H])([H])C2(N([H])C2([H])[H])C1([H])C#N,0.22940031
[H]N1C([H])([H])C2(OC2([H])[H])C1([H])C#N,0.23321122
[H]C1([H])OC([H])(C#N)C12C([H])([H])C2([H])[H],0.24060518
[H]N1C([H])([H])C12C([H])([H])OC2([H])C#N,0.23969012
[H]C1([H])OC([H])(C#N)C12OC2([H])[H],0.24316661
[H]C(=O)C1([H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],0.15371508
[H]C(=O)C1([H])C([H])([H])C([H])([H])C12N([H])C2([H])[H],0.15292864
[H]C(=O)C1([H])C([H])([H])C([H])([H])C12OC2([H])[H],0.15604131
[H]C(=O)C1([H])C([H])([H])OC12C([H])([H])C2([H])[H],0.15457869
[H]C(=O)C1([H])N([H])C([H])([H])C12N([H])C2([H])[H],0.15025329
[H]C(=O)C1([H])N([H])C([H])([H])C12OC2([H])[H],0.14984905
[H]C(=O)C1([H])OC([H])([H])C12C([H])([H])C2([H])[H],0.14980128
[H]C(=O)C1([H])OC([H])([H])C12N([H])C2([H])[H],0.15013569
[H]C(=O)C1([H])OC([H])([H])C12OC2([H])[H],0.15369303
[H]C(=O)N1C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],0.20416823
[H]N1C(=NC([H])([H])[H])C2(OC2([H])[H])C1([H])[H],0.21093745
[H]C([H])([H])N=C1OC([H])([H])C12C([H])([H])C2([H])[H],0.23030802
[H]N1C([H])([H])C12C(=NC([H])([H])[H])OC2([H])[H],0.22623252
[H]C([H])([H])N=C1OC([H])([H])C12OC2([H])[H],0.21697169
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],0.29478104
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C12OC2([H])[H],0.28481095
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])OC12C([H])([H])C2([H])[H],0.25904232
[H]C([H])([H])C([H])([H])C1([H])OC([H])([H])C12C([H])([H])C2([H])[H],0.26377931
[H]N1C([H])([H])C12C([H])([H])OC2([H])C([H])([H])C([H])([H])[H],0.2532249
[H]C([H])([H])C([H])([H])C1([H])OC([H])([H])C12OC2([H])[H],0.26944605
[H]C([H])([H])OC1([H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],0.27498418
[H]N1C([H])([H])C12C([H])([H])C([H])([H])C2([H])OC([H])([H])[H],0.26199329
[H]C([H])([H])OC1([H])C([H])([H])C([H])([H])C12OC2([H])[H],0.27842024
[H]C([H])([H])OC1([H])C([H])([H])OC12C([H])([H])C2([H])[H],0.25831468
[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],0.26186099
[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])C12N([H])C2([H])[H],0.25945391
[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])C12OC2([H])[H],0.26362864
[H]OC([H])([H])C1([H])C([H])([H])OC12C([H])([H])C2([H])[H],0.25978098
[H]OC([H])([H])C1([H])OC([H])([H])C12C([H])([H])C2([H])[H],0.25566873
[H]OC([H])([H])C1([H])OC([H])([H])C12N([H])C2([H])[H],0.25092072
[H]OC([H])([H])C1([H])OC([H])([H])C12OC2([H])[H],0.26151922
[H]C1=C([H])C([H])([H])C2(OC1([H])[H])C([H])([H])C2([H])[H],0.25299338
[H]C1=C([H])C([H])([H])C2(C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],0.25987653
[H]C1=NC([H])([H])C([H])([H])C2(O1)C([H])([H])C2([H])[H],0.21999249
[H]C1=NC([H])([H])C2(C([H])([H])O1)C([H])([H])C2([H])[H],0.22004026
[H]C1=NC([H])([H])C2(N([H])C2([H])[H])C([H])([H])O1,0.22227462
[H]C1=C([H])C([H])([H])C2(OC2([H])[H])C([H])([H])C1([H])[H],0.26207781
[H]C1=NC([H])([H])C2(OC2([H])[H])C([H])([H])O1,0.22145143
[H]C1=C([H])C2(C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],0.24334301
[H]C1=NC2(C([H])([H])C([H])([H])O1)C([H])([H])C2([H])[H],0.22142939
[H]C1=C([H])C2(C([H])([H])OC1([H])[H])C([H])([H])C2([H])[H],0.24297919
[H]C1=C([H])C2(OC([H])([H])C1([H])[H])C([H])([H])C2([H])[H],0.23471427
[H]C1=C([H])C2(N([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.23423285
[H]C1=C([H])C2(N([H])C2([H])[H])C([H])([H])OC1([H])[H],0.22707408
[H]C1=C([H])C2(OC2([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.24764268
[H]C1=C([H])C2(OC2([H])[H])C([H])([H])OC1([H])[H],0.2303264
[H]C1([H])C([H])([H])C([H])([H])C2(C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],0.28985295
[H]C1([H])OC2(C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],0.27733246
[H]C1([H])OC([H])([H])C2(C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],0.28131241
[H]C1([H])OC([H])([H])C([H])([H])C2(C1([H])[H])C([H])([H])C2([H])[H],0.27732511
[H]C1([H])OC([H])([H])C([H])([H])C2(O1)C([H])([H])C2([H])[H],0.28772884
[H]C1([H])OC([H])([H])C2(OC1([H])[H])C([H])([H])C2([H])[H],0.2777661
[H]C1([H])OC([H])([H])C2(C([H])([H])O1)C([H])([H])C2([H])[H],0.29754459
[H]N1C([H])([H])C12C([H])([H])OC([H])([H])C([H])([H])C2([H])[H],0.26228729
[H]N1C([H])([H])C12C([H])([H])OC([H])([H])OC2([H])[H],0.26329422
[H]C1([H])OC12C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],0.29332209
[H]C1([H])OC([H])([H])C2(OC2([H])[H])C([H])([H])C1([H])[H],0.27799027
[H]C1([H])OC([H])([H])C([H])([H])C2(OC2([H])[H])C1([H])[H],0.28294041
[H]C1([H])OC([H])([H])C2(OC2([H])[H])C([H])([H])O1,0.28464557
[H]C#CC12C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])[H],0.21710399
[H]C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C12C#N,0.24325481
[H]N1C([H])([H])C2([H])C1(C#N)C2([H])C([H])([H])[H],0.21291824
[H]C#CC12OC([H])([H])C1([H])C2([H])C([H])([H])[H],0.20173542
[H]C([H])([H])C1([H])C2(C#N)OC([H])([H])C21[H],0.21746781
[H]N1C([H])([H])C2(C#N)C1([H])C2([H])C([H])([H])[H],0.22894095
[H]C#CC12C([H])([H])OC1([H])C2([H])C([H])([H])[H],0.21690187
[H]C([H])([H])C1([H])C2([H])OC([H])([H])C21C#N,0.24248675
[H]C#CC12N(C([H])([H])C1([H])[H])C2([H])C([H])([H])[H],0.21000402
[H]C([H])([H])C1([H])N2C([H])([H])C([H])([H])C21C#N,0.22227462
[H]C#CC12N(C([H])([H])[H])C1([H])C([H])([H])C2([H])[H],0.2262656
[H]C([H])([H])N1C2([H])C([H])([H])C([H])([H])C12C#N,0.24423602
[H]N([H])C1([H])C2(C#N)N([H])C([H])([H])C12[H],0.20476357
[H]N([H])C1([H])C2(C#N)OC([H])([H])C21[H],0.20257331
[H]N([H])C1([H])C2([H])N([H])C([H])([H])C12C#N,0.22517414
[H]N([H])C1([H])C2([H])OC([H])([H])C21C#N,0.22800016
[H]C#CC12C([H])([H])C([H])([H])C1([H])C2([H])O[H],0.2193898
[H]OC1([H])C2([H])C([H])([H])C([H])([H])C12C#N,0.24658797
[H]OC1([H])C2(C#N)N([H])C([H])([H])C12[H],0.21407585
[H]C#CC12OC([H])([H])C1([H])C2([H])O[H],0.19914092
[H]OC1([H])C2(C#N)OC([H])([H])C12[H],0.21336658
[H]OC1([H])C2([H])N([H])C([H])([H])C12C#N,0.23256076
[H]C#CC12C([H])([H])OC1([H])C2([H])O[H],0.21413832
[H]OC1([H])C2([H])OC([H])([H])C12C#N,0.23600784
[H]C(=O)C12C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])[H],0.16100247
[H]C(=O)C12OC([H])([H])C1([H])C2([H])C([H])([H])[H],0.15792288
[H]C(=O)C12C([H])([H])OC1([H])C2([H])C([H])([H])[H],0.16041081
[H]C(=O)C12N(C([H])([H])C1([H])[H])C2([H])C([H])([H])[H],0.15449416
[H]C(=O)C12N(C([H])([H])[H])C1([H])C([H])([H])C2([H])[H],0.15630223
[H]OC1([H])C2([H])C([H])([H])C([H])([H])C12C([H])=O,0.15887101
[H]OC1([H])C2(C([H])=O)OC([H])([H])C12[H],0.1567028
[H]OC1([H])C2([H])OC([H])([H])C12C([H])=O,0.15872769
[H]OC([H])([H])C12C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])[H],0.25998678
[H]OC([H])([H])C12OC([H])([H])C1([H])C2([H])C([H])([H])[H],0.25744372
[H]OC([H])([H])C12C([H])([H])OC1([H])C2([H])C([H])([H])[H],0.25529756
[H]OC([H])([H])C12N(C([H])([H])C1([H])[H])C2([H])C([H])([H])[H],0.26083936
[H]C([H])([H])C([H])([H])C12C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])[H],0.26784378
[H]OC1([H])C2([H])C([H])([H])C([H])([H])C12C([H])([H])C([H])([H])[H],0.2559958
[H]C([H])([H])C([H])([H])C12C([H])([H])OC1([H])C2([H])C([H])([H])[H],0.25176228
[H]OC1([H])C2([H])OC([H])([H])C12C([H])([H])C([H])([H])[H],0.24006497
[H]C([H])([H])C([H])([H])C12OC([H])([H])C1([H])C2([H])C([H])([H])[H],0.25210772
[H]OC1([H])C2([H])C([H])([H])OC12C([H])([H])C([H])([H])[H],0.24420294
[H]OC([H])([H])C12N(C([H])([H])[H])C1([H])C([H])([H])C2([H])[H],0.27466078
[H]OC1([H])C2([H])OC([H])([H])C12N([H])C([H])([H])[H],0.2177912
[H]C([H])([H])OC12C([H])([H])C([H])([H])C1([H])C2([H])C([H])([H])[H],0.26944238
[H]OC1([H])C2([H])C([H])([H])C([H])([H])C12OC([H])([H])[H],0.25930324
[H]OC1([H])C2([H])N([H])C([H])([H])C12OC([H])([H])[H],0.23343171
[H]C([H])([H])OC12C([H])([H])OC1([H])C2([H])C([H])([H])[H],0.25023718
[H]OC1([H])C2([H])OC([H])([H])C12OC([H])([H])[H],0.23622834
[H]OC([H])([H])C12C([H])([H])C([H])([H])C1([H])C2([H])O[H],0.25970013
[H]OC([H])([H])C12C([H])([H])OC1([H])C2([H])O[H],0.24242795
[H]OC([H])([H])C12OC([H])([H])C1([H])C2([H])O[H],0.24430952
[H]C#CC12C([H])([H])C([H])=C([H])C1([H])C2([H])[H],0.22420763
[H]C#CC12N([H])C([H])=NC1([H])C2([H])[H],0.20791666
[H]C#CC12OC([H])=NC1([H])C2([H])[H],0.2108566
[H]C#CC12N([H])C1([H])C([H])=C([H])C2([H])[H],0.21797127
[H]C#CC12OC1([H])C([H])=C([H])C2([H])[H],0.22314925
[H]C#CC12N(C([H])=NC1([H])[H])C2([H])[H],0.20258801
[H]C1=C([H])C2([H])C([H])([H])C2(C#N)C1([H])[H],0.23763951
[H]C1=NC2([H])C([H])([H])C2(C#N)N1[H],0.2192134
[H]C1=NC2([H])C([H])([H])C2(C#N)O1,0.22750405
[H]C1=C([H])C2([H])N([H])C2(C#N)C1([H])[H],0.22477725
[H]C1=C([H])C2([H])OC2(C#N)C1([H])[H],0.23568445
[H]C1=NC([H])([H])C2(C#N)N1C2([H])[H],0.2044953
[H]C#CC12C([H])=C([H])C([H])([H])C1([H])C2([H])[H],0.21973157
[H]C#CC12N=C([H])N([H])C1([H])C2([H])[H],0.2163249
[H]C#CC12N=C([H])OC1([H])C2([H])[H],0.22081567
[H]C#CC12C([H])=C([H])C([H])([H])N1C2([H])[H],0.21073901
[H]C#CC12C([H])=C([H])C([H])([H])C1([H])N2[H],0.20906691
[H]C#CC12OC1([H])C([H])([H])C([H])=C2[H],0.21311669
[H]C1=C([H])C2(C#N)C([H])([H])C2([H])C1([H])[H],0.23293927
[H]C1=NC2(C#N)C([H])([H])C2([H])N1[H],0.22514474
[H]C1=NC2(C#N)C([H])([H])C2([H])O1,0.23278493
[H]C1=C([H])C2(C#N)N(C1([H])[H])C2([H])[H],0.21394355
[H]C1=C([H])C2(C#N)N([H])C2([H])C1([H])[H],0.2193163
[H]C1=C([H])C2(C#N)OC2([H])C1([H])[H],0.22579521
[H]C#CC12C([H])([H])C([H])([H])C([H])([H])C1([H])C2([H])[H],0.22808469
[H]C#CC12OC([H])([H])C([H])([H])C1([H])C2([H])[H],0.21618526
[H]C#CC12C([H])([H])OC([H])([H])C1([H])C2([H])[H],0.22764002
[H]C#CC12C([H])([H])C([H])([H])OC1([H])C2([H])[H],0.22505287
[H]C#CC12OC([H])([H])OC1([H])C2([H])[H],0.21257647
[H]C#CC12N([H])C1([H])C([H])([H])C([H])([H])C2([H])[H],0.23118633
[H]C#CC12OC1([H])C([H])([H])C([H])([H])C2([H])[H],0.22606348
[H]C#CC12N(C([H])([H])C([H])([H])C1([H])[H])C2([H])[H],0.22961713
[H]C#CC12N([H])C1([H])C([H])([H])OC2([H])[H],0.23052852
[H]C#CC12OC1([H])C([H])([H])OC2([H])[H],0.224961
[H]C1([H])C([H])([H])C2([H])C([H])([H])C2(C#N)C1([H])[H],0.25949066
[H]N1C([H])([H])C([H])([H])C2([H])C([H])([H])C12C#N,0.24346796
[H]C1([H])OC2(C#N)C([H])([H])C2([H])C1([H])[H],0.23772036
[H]C1([H])OC([H])([H])C2(C#N)C([H])([H])C12[H],0.25845433
[H]C1([H])OC2([H])C([H])([H])C2(C#N)C1([H])[H],0.25178433
[H]C1([H])OC2([H])C([H])([H])C2(C#N)O1,0.23188457
[H]N1C2([H])C([H])([H])C([H])([H])C([H])([H])C12C#N,0.25899087
[H]C1([H])C([H])([H])C2([H])OC2(C#N)C1([H])[H],0.25536739
[H]C1([H])N2C([H])([H])C2(C#N)C([H])([H])C1([H])[H],0.2507186
[H]N1C([H])([H])C2([H])N([H])C2(C#N)C1([H])[H],0.24021932
[H]N1C([H])([H])C2([H])OC2(C#N)C1([H])[H],0.23475837
[H]N1C2([H])C([H])([H])OC([H])([H])C12C#N,0.26047922
[H]C1([H])OC([H])([H])C2(C#N)OC12[H],0.25197542
[H]C(=O)C12C([H])([H])C([H])=C([H])C1([H])C2([H])[H],0.16417394
[H]C(=O)C12N([H])C([H])=NC1([H])C2([H])[H],0.16412616
[H]C(=O)C12OC([H])=NC1([H])C2([H])[H],0.16054678
[H]C(=O)C12N([H])C1([H])C([H])=C([H])C2([H])[H],0.15896656
[H]C(=O)C12OC1([H])C([H])=C([H])C2([H])[H],0.15055831
[H]C(=O)C12N(C([H])=NC1([H])[H])C2([H])[H],0.1579192
[H]C(=O)C12C([H])=C([H])C([H])([H])C1([H])C2([H])[H],0.16252757
[H]C(=O)C12N=C([H])N([H])C1([H])C2([H])[H],0.15665135
[H]C(=O)C12N=C([H])OC1([H])C2([H])[H],0.15744881
[H]C(=O)C12C([H])=C([H])C([H])([H])N1C2([H])[H],0.15716584
[H]C(=O)C12C([H])=C([H])C([H])([H])C1([H])N2[H],0.16007639
