smiles,isotropic_polarizability
c1c2cnncc2n[nH]1,72.34
c1cnc-2c[nH]nnc12,76.98
c1cc2c(c[nH]n2)nc1,77.94
c1cnc2c(n1)c[nH]n2,74.08
c1c-2ncnc2nn[nH]1,70.78
c1c2c(cncn2)n[nH]1,72.73
c1c[nH]nc-2nccc12,81.32
c1c[nH]nc-2cncc12,81.73
c1c[nH]nc-2ccnc12,80.61
c1c[nH]nc-2ncnc12,74.68
c1cnc-2n[nH]cnc12,76.2
c1c-2nc[nH]nc2cn1,76.59
c1cnc-2nc[nH]nc12,75.71
c1[nH]nc-2ncnc2n1,69.76
c1ccc2c(c1)n[nH]n2,77.4
c1cc2c(nc1)n[nH]n2,73.1
c1cncc2c1n[nH]n2,72.58
c1c2c(ncn1)n[nH]n2,67.92
c1c2c(cnn1)n[nH]n2,67.8
c1cnc2c(n1)n[nH]n2,69.19
c1ccc2c(c1)cn[nH]2,80.9
c1cc2c(cn[nH]2)nc1,76.86
c1cncc2c1[nH]nc2,75.93
c1cncc2c1cn[nH]2,76.21
c1c2c(cn[nH]2)ncn1,71.78
c1cc2cn[nH]c2nc1,76.63
c1cnc2c(n1)cn[nH]2,73.02
c1c2cn[nH]c2ncn1,71.31
c1c-2cn[nH]nc2cn1,76.98
c1cnc-2cn[nH]nc12,76.22
c1c-2ncnc2n[nH]n1,70.45
[N-]1[NH+]=CC=C2C=CN=C12,81.32
[N-]1[NH+]=CC=C2N=CC=C12,80.61
[N-]1[NH+]=CC=C2N=CN=C12,74.68
[N-]1[NH+]=CN=C2C=CN=C12,76.2
c1c-2[nH]ncnc2cn1,76.71
[N-]1[NH+]=CN=C2N=CN=C12,69.76
c1ccc2c(c1)[nH]nn2,76.82
c1cncc2c1[nH]nn2,71.99
c1cncc2c1nn[nH]2,72.1
c1cc2c([nH]nn2)nc1,72.47
c1c2c([nH]nn2)ncn1,67.3
c1cc-2n[nH]nnc2c1,78.56
c1cnc-2n[nH]nnc12,72.76
c1c-2n[nH]nnc2cn1,73.27
c1cnc-2nn[nH]nc12,72.43
c1nc-2n[nH]nnc2n1,66.44
c1cc-2cnn[nH]c2c1,81.82
c1cnc-2[nH]nncc12,76.17
c1c-2cnn[nH]c2cn1,76.1
c1cnc-2cnn[nH]c12,75.97
[N-]1[NH+]=NC=C2N=CN=C12,70.45
N=C1C=C(NN=N1)C#C,82.17
N=C1C=C(ON=N1)C#C,80.11
N=C1C=C(ON=N1)C#N,74.39
N=C1C=C(ON=N1)C=O,72.61
N=C1C=C2CCN2N=N1,79.85
N=C1C=CC(=O)NN=C1,78.08
N=C1C=CC(=O)NN=N1,73.44
N=C1C=CC(=O)ON=C1,73.44
N=C1C=CC(=O)ON=N1,69.12
N=C1C=CC=NN1C=O,75.35
N=C1C=CC=NNC1=O,78.11
N=C1C=CC=NOC1=O,71.83
N=C1C=CN(C=O)N=C1,81.43
N=C1C=CN(C=O)N=N1,76.93
N=C1C=CN=NN1C=O,70.84
N=C1C=CN=NNC1=O,73.58
N=C1C=CN=NOC1=O,70.89
N=C1C=CNN=C1C#C,84.08
N=C1C=CNN=C1C#N,76.93
N=C1C=CNN=C1C=O,76.09
N=C1C=CNN=CC1=N,83.66
N=C1C=CNN=CC1=O,78.6
N=C1C=CNN=NC1=N,79.07
N=C1C=CNN=NC1=O,72.91
N=C1C=CON=C1C#C,78.05
N=C1C=CON=C1C#N,71.38
N=C1C=CON=C1C=O,70.25
N=C1C=CON=CC1=N,76.88
N=C1C=CON=CC1=O,72.73
N=C1C=CON=NC1=N,73.82
N=C1C=CON=NC1=O,72.85
N=C1C=NC(=O)NN=N1,67.57
N=C1C=NC(=O)ON=N1,62.59
N=C1C=NC=NN1C=O,71.08
N=C1C=NC=NNC1=O,72.39
N=C1C=NC=NOC1=O,65.68
N=C1C=NN(C=O)C=N1,75.55
N=C1C=NN(C=O)N=C1,78.01
N=C1C=NN(C=O)N=N1,72.92
N=C1C=NN2CCC2=C1,84.61
N=C1C=NN2CCC2=N1,78.73
N=C1C=NNC(=C1)C#C,86.12
N=C1C=NNC(=C1)C#N,79.22
N=C1C=NNC(=N)N=C1,79.98
N=C1C=NNC(=N1)C#C,79.56
N=C1C=NNC(=O)C=N1,72.66
N=C1C=NNC(=O)N=C1,73.41
[NH2+]=C1C=N[N-]C(C=O)=C1,75.31
N=C1C=NNC=C1C#C,84.33
N=C1C=NNC=C1C#N,77.1
[NH2+]=C1C=N[N-]C=C1C=O,74.6
N=C1C=NNC=CC1=O,78.6
N=C1C=NNC=NC1=N,76.46
N=C1C=NNN=C1C#C,80.88
N=C1C=NNN=CC1=N,80.27
N=C1C=NNN=NC1=N,74.04
N=C1C=NOC(=C1)C#C,82.55
N=C1C=NOC(=C1)C#N,75.1
N=C1C=NOC(=N)N=C1,73.62
N=C1C=NOC(=N1)C#C,75.96
N=C1C=NOC(=N1)C#N,69.08
N=C1C=NOC(=O)C=N1,66.6
N=C1C=NOC(=O)N=C1,67.4
N=C1C=NOC(C=O)=C1,74.78
N=C1C=NOC(C=O)=N1,67.98
N=C1C=NOC=C1C#C,78.73
N=C1C=NOC=C1C#N,71.92
N=C1C=NOC=C1C=O,70.79
N=C1C=NOC=CC1=O,72.23
N=C1C=NOC=NC1=N,71.18
N=C1C=NOC=NC1=O,65.83
N=C1C=NON=C1C#C,75.15
N=C1C=NON=C1C#N,68.7
N=C1C=NON=C1C=O,67.32
N=C1C=NON=CC1=N,73.98
N=C1C=NON=CC1=O,69.6
N=C1C=NON=NC1=N,74.01
N=C1C=NON=NC1=O,57.39
N=C1CC2=C(N1)C=NN2,73.67
N=C1CC2=C(N1)C=NO2,69.96
N=C1CC2=C(N1)N=NN2,70.07
N=C1CC2=C(N1)N=NO2,66.95
N=C1CC2=C(N1)ON=C2,70.98
N=C1CC2=C(N1)ON=N2,74.83
N=C1CC2=C(NN=C2)O1,68.93
N=C1CC2=C(NN=N2)N1,70.47
N=C1CC2=C(O1)C=NN2,69.1
N=C1CC2=C(O1)C=NO2,65.63
N=C1CC2=C(O1)N=NN2,65.42
N=C1CC2=C(O1)N=NO2,62.67
N=C1CC2=C(ON=C2)O1,65.63
N=C1CC2=C(ON=N2)O1,69.55
N=C1CN2N=CC=C2N1,74.7
N=C1CN2N=CC=C2O1,69.77
N=C1CN2N=CN=C2N1,69.4
N=C1CN2N=CN=C2O1,64.64
N=C1CN2N=NC=C2N1,70.65
N=C1CN2N=NC=C2O1,65.8
N=C1N=CC(=O)NN=N1,66.89
N=C1N=CC(=O)ON=N1,65.21
N=C1N=CC=NN1C=O,71.3
N=C1N=CC=NNC1=O,71.47
N=C1N=CC=NOC1=O,65.54
N=C1N=CN(C=O)N=N1,70.85
N=C1N=CN=NN1C=O,66.27
N=C1N=CN=NNC1=O,66.88
N=C1N=CN=NOC1=O,62.75
N=C1N=CNN=C1C#C,79.04
N=C1N=CNN=NC1=N,71.64
N=C1N=CON=C1C#C,73.26
N=C1N=CON=C1C#N,67.01
N=C1N=CON=C1C=O,65.28
N=C1N=CON=CC1=O,66.6
N=C1N=CON=NC1=N,62.57
N=C1N=CON=NC1=O,56.55
N=C1N=NN(C=O)N=N1,66.98
N=C1N=NN2CCC2=N1,73.68
N=C1N=NNC(=N1)C#C,75.87
N=C1N=NNC=C1C#C,80.7
N=C1N=NNC=CC1=O,72.31
N=C1N=NNN=C1C#C,76.71
N=C1N=NNN=NC1=N,68.89
N=C1N=NOC(=N1)C#C,67.64
N=C1N=NOC(=N1)C#N,61.87
N=C1N=NOC(C=O)=N1,60.9
N=C1N=NOC=C1C#C,77.48
N=C1N=NOC=C1C#N,66.9
N=C1N=NOC=C1C=O,66.8
N=C1N=NOC=CC1=O,61.68
N=C1N=NOC=NC1=O,67.77
N=C1N=NON=C1C#C,72.14
N=C1N=NON=C1C#N,66.21
N=C1N=NON=C1C=O,64.97
N=C1N=NON=CC1=O,71.19
N=C1N=NON=NC1=N,60.53
N=C1N=NON=NC1=O,66.42
N=C1NC(=N)C=NN=C1,76.12
N=C1NC(=NO1)C1CC1,73.41
N=C1NC(=NO1)C1CN1,69.98
N=C1NC(=NO1)C1CO1,65.95
N=C1NC(CC#C)=NO1,70.91
N=C1NC(CC#N)=NO1,66.1
N=C1NC(CC=O)=NO1,66.28
N=C1NC(NC=O)=NO1,64.75
N=C1NC(OC=O)=NO1,60.45
N=C1NC2=C(N1)C=NO2,68.78
N=C1NC2=C(N1)N=NN2,68.53
N=C1NC2=C(N1)N=NO2,73.55
N=C1NC2=C(NN=C2)O1,67.04
N=C1NC2=C(O1)C=NN2,67.25
N=C1NC2=C(O1)C=NO2,64.6
N=C1NC2=C(O1)N=NN2,64.14
N=C1NC2=C(O1)N=NO2,69.57
N=C1NC2=C(ON=C2)O1,63.85
N=C1NC2=C(ON=N2)O1,68.74
N=C1NC=NN1CC#C,73.74
N=C1NC=NN1CC#N,68.8
N=C1NCC2=C1C=NO2,70.58
N=C1NCC2=C1N=NN2,71.02
N=C1NCC2=C1N=NO2,74.28
[NH2+]=C1NCC2=C1[N-]N=N2,72.88
N=C1NCC2=C1ON=C2,71.56
N=C1NCC2=C1ON=N2,68.38
N=C1NN=C(C=C1)C#C,86.59
N=C1NN=C(C=C1)C#N,79.53
N=C1NN=C(C=N1)C#C,82.94
N=C1NN=C(C=N1)C#N,75.81
N=C1NN=C(C=O)C=C1,79.74
N=C1NN=C(N1)OC=O,64.01
N=C1NN=C(N=C1)C#C,82.47
N=C1NN=C(N=C1)C#N,75.31
N=C1NN=C(NC=O)O1,65.53
N=C1NN=C2OCCN12,67.77
N=C1NN=CC(=C1)C#C,85.05
N=C1NN=CC(=C1)C#N,78
N=C1NN=CC(=N)C=C1,84.83
N=C1NN=CC(=N)N=C1,79.89
N=C1NN=CC(=N1)C#C,80.4
N=C1NN=CC(=N1)C#N,73.49
N=C1NN=CC(=O)C=C1,78.49
N=C1NN=CC(=O)C=N1,73.92
N=C1NN=CC(C=O)=C1,77.52
N=C1NN=CC(C=O)=N1,71.63
N=C1NN=CC=C1C#C,84.6
N=C1NN=CC=C1C#N,77.31
N=C1NN=CC=C1C=O,75.96
N=C1NN=CC=CC1=N,84.57
N=C1NN=CC=CC1=O,79.6
N=C1NN=CC=NC1=N,76.84
N=C1NN=CC=NC1=O,71.46
N=C1NN=CN1CC#N,68.61
N=C1NN=CN=C1C#C,80.34
N=C1NN=CN=C1C#N,73.27
N=C1NN=CN=C1C=O,71.68
N=C1NN=CN=CC1=N,77.46
N=C1NN=CN=CC1=O,73.65
N=C1NN=NC(=C1)C#C,81.38
N=C1NN=NC(=C1)C#N,74.05
N=C1NN=NC(=N)C=C1,80.89
N=C1NN=NC(=N)C=N1,76.06
N=C1NN=NC(=N)N=C1,73.24
N=C1NN=NC(=N1)C#C,76.13
N=C1NN=NC(=N1)C#N,68.94
N=C1NN=NC(=O)C=C1,72.7
N=C1NN=NC(=O)C=N1,67.7
N=C1NN=NC(=O)N=C1,66.63
N=C1NN=NC(C=O)=C1,73.45
N=C1NN=NC(C=O)=N1,66.7
N=C1NN=NC=C1C#C,80.52
N=C1NN=NC=C1C#N,73.04
N=C1NN=NC=C1C=O,71.3
N=C1NN=NC=CC1=N,79.8
N=C1NN=NC=CC1=O,74.96
N=C1NN=NC=NC1=N,72.02
N=C1NN=NN1C1CC1,73.36
N=C1NN=NN1CC#C,70.11
N=C1NN=NN1CC#N,65.3
N=C1NN=NN1CC=O,65.89
N=C1OC2=C(O1)C=NN2,62.6
N=C1OC2=C(O1)C=NO2,59.55
N=C1OC2=C(O1)N=NO2,64.64
N=C1OC=NN1C1CC1,72.94
N=C1OC=NN1CC#C,69.65
N=C1OC=NN1CC#N,64.78
N=C1OC=NN1CC=O,65.47
N=C1OCC2=C1C=NN2,70.63
N=C1OCC2=C1C=NO2,66.78
N=C1OCC2=C1N=NO2,70.58
N=C1OCC2=C1NN=C2,71.18
N=C1OCC2=C1ON=C2,67.77
N=C1OCC2=C1ON=N2,64.64
N=C1OCC2=CC=NN12,71.17
N=C1OCC2=CN=NN12,66.72
N=C1OCC2=NC=NN12,66.14
N=C1ON=C(C=C1)C#C,80.61
N=C1ON=C(C=C1)C#N,73.91
N=C1ON=C(C=N1)C#C,76.59
N=C1ON=C(C=N1)C#N,69.94
N=C1ON=C(C=O)C=C1,73.39
N=C1ON=C(C=O)C=N1,68.92
N=C1ON=C(C=O)N=C1,68.4
N=C1ON=C(CC#C)O1,66.92
N=C1ON=C(CC#N)O1,62.11
N=C1ON=C(CC=O)O1,62.37
N=C1ON=C(N=C1)C#C,76.34
N=C1ON=C(N=C1)C#N,69.52
N=C1ON=C(NC=O)O1,60.96
N=C1ON=C(O1)C1CC1,69.74
N=C1ON=C(O1)C1CN1,66.56
N=C1ON=C(O1)C1CO1,62.08
N=C1ON=C(O1)N1CC1,66.77
N=C1ON=C(OC=O)O1,56.7
N=C1ON=C2C3CC3N12,68.75
N=C1ON=C2C=CCN12,71.61
N=C1ON=C2CC=CN12,71.69
N=C1ON=C2CCCN12,71.7
N=C1ON=C2NCCN12,68.5
N=C1ON=C2OCCN12,64.37
N=C1ON=CC(=C1)C#C,81.44
N=C1ON=CC(=C1)C#N,74.23
N=C1ON=CC(=N)C=C1,80.16
N=C1ON=CC(=N)N=C1,73.3
N=C1ON=CC(=N1)C#C,76.92
N=C1ON=CC(=N1)C#N,69.82
N=C1ON=CC(=O)C=C1,73.82
N=C1ON=CC(=O)C=N1,67.52
N=C1ON=CC(=O)N=C1,66.46
N=C1ON=CC(C=O)=C1,73.74
N=C1ON=CC(C=O)=N1,67.95
N=C1ON=CC=C1C#C,80.3
N=C1ON=CC=C1C#N,72.95
N=C1ON=CC=C1C=O,71.11
N=C1ON=CC=CC1=N,76.15
N=C1ON=CC=CC1=O,71.07
N=C1ON=CC=NC1=N,71.02
N=C1ON=CC=NC1=O,65.58
N=C1ON=CN1C1CC1,70.93
N=C1ON=CN1CC#C,69.86
N=C1ON=CN1CC#N,65.09
N=C1ON=CN1CC=O,65.13
N=C1ON=CN=C1C#C,75.61
N=C1ON=CN=C1C#N,68.55
N=C1ON=CN=C1C=O,66.5
N=C1ON=CN=CC1=N,70.41
N=C1ON=CN=CC1=O,65.61
N=C1ON=NC(=C1)C#C,78.37
N=C1ON=NC(=C1)C#N,70.96
N=C1ON=NC(=N)C=C1,76.45
N=C1ON=NC(=N)C=N1,71.27
N=C1ON=NC(=N)N=C1,71.29
N=C1ON=NC(=N1)C#C,73.53
N=C1ON=NC(=N1)C#N,66.16
N=C1ON=NC(=O)C=C1,70.7
N=C1ON=NC(=O)C=N1,62.06
N=C1ON=NC(=O)N=C1,58.13
N=C1ON=NC(C=O)=C1,69.37
N=C1ON=NC(C=O)=N1,64.05
N=C1ON=NC=C1C#C,76.94
N=C1ON=NC=C1C#N,69.33
N=C1ON=NC=C1C=O,66.91
N=C1ON=NC=CC1=N,74.76
N=C1ON=NC=CC1=O,68.66
N=C1ON=NC=NC1=N,67.97
N=C1ON=NC=NC1=O,62.66
N=C1ON=NN1C1CC1,69.71
N=C1ON=NN1CC#C,66.65
N=C1ON=NN1CC#N,61.89
N=C1ON=NN1CC=O,62.43
c1c(nncn1)NC=N,76.18
c1c(ncnn1)NC=N,78.13
c1c(nnnn1)NC=N,74.57
c1cnnc(n1)NC=N,76.62
c1nc(nnn1)NC=N,71.88
N=C1[N-]N=C(NC=[NH2+])O1,102.94
N=C1[N-]C(NC=[NH2+])=NO1,76.64
N=CNC1=NOC(=N)O1,65.74
C(=N)Nc1noc(=O)o1,60.37
[NH2+]=CNCC1=N[N-]N=N1,72.82
N=COC1=CN=CN=N1,70.87
N=COC1=CN=NC=N1,70.85
N=COC1=CN=NN=N1,67.19
N=COC1=NC=CN=N1,71.15
N=COC1=NC=NN=N1,66.7
N=COC1=NNC(=N)N1,68.94
N=COC1=NNC(=O)N1,63.35
N=COC1=NOC(=N)O1,61.61
N=COC1=NOC(=O)N1,59.91
N=COC1=NOC(=O)O1,56.39
N=COCC1=CC=NN1,72.63
N=COCC1=CC=NO1,69.09
N=COCC1=CN=NN1,68.9
N=COCC1=CN=NO1,65.84
N=COCC1=CNN=C1,72.12
N=COCC1=CNN=N1,69.63
N=COCC1=CON=C1,68.33
N=COCC1=CON=N1,66.14
N=COCC1=NC=NN1,69.18
N=COCC1=NC=NO1,65.2
N=COCC1=NNC=C1,74.18
N=COCC1=NNC=N1,68.75
N=COCC1=NNN=C1,69.6
N=COCC1=NOC=C1,70.01
N=COCC1=NOC=N1,64.95
N=COCC1=NON=C1,66.03
N=COCC1=NON=N1,62.1
c1c(c(on1)C(=N)N)N,73.43
c1(c(nno1)N)C(=N)N,70.03
c1(c([nH]nn1)N)C(=N)N,71.9
c1(c(onn1)N)C(=N)N,69.58
NC(=[NH2+])C1=C([O-])C=NN1,76.51
NC(=[NH2+])C1=C(O)N=N[N-]1,70.63
NC(=[NH2+])C1=C([O-])ON=C1,69.96
c1c(onc1N)C(=N)N,71.92
c1c(onc1O)C(=N)N,68.28
c1c(nncn1)C(=N)N,72.83
c1c(ncnn1)C(=N)N,72.75
c1c(nnnn1)C(=N)N,68.72
c1c(c(no1)N)C(=N)N,69.64
c1c(c(no1)O)C(=N)N,66.68
c1(nc(no1)N)C(=N)N,67.77
NC(=[NH2+])C1=NC(O)=N[N-]1,73.84
c1(nc(no1)O)C(=N)N,63.42
c1cnnc(n1)C(=N)N,73.36
c1nc(nnn1)C(=N)N,68.71
NC(=[NH2+])C1=N[N-]C(=N)O1,84.39
c1(nc([nH]n1)N)C(=N)N,70.24
c1(nc([nH]n1)O)C(=N)N,66.26
c1c(c(n[nH]1)C(=N)N)N,74.58
c1(c(n[nH]n1)N)C(=N)N,70.41
c1(c(n[nH]n1)O)C(=N)N,67.07
NC(=[NH2+])C1=NOC(=N)[N-]1,72.52
NC(=N)C1=NOC(=N)O1,64.81
c1(noc(=O)o1)C(=N)N,59.15
c1c(noc1N)C(=N)N,71.21
c1(nc(on1)N)C(=N)N,66.83
c1c(c(no1)C(=N)N)N,70.14
c1(c(non1)N)C(=N)N,67.16
NC(=[NH2+])CC1=N[N-]N=N1,67.27
NC(=[NH2+])N1C=C([O-])C=N1,85.55
c1n[nH]c(=O)n1C(=N)N,64.78
c1noc(=O)n1C(=N)N,61.14
c1[nH]c(=O)n(n1)C(=N)N,66.36
c1nn(c(=O)o1)C(=N)N,62.2
NC(=[NH2+])N1N=NC=C1[O-],68.66
c1(=O)[nH]nnn1C(=N)N,62.91
NC(=N)N1N=NOC1=N,63.79
c1(=O)n(nno1)C(=N)N,59.2
NC(=[NH2+])NC1=CN=N[N-]1,73.86
NC(=N)NC1=CN=NO1,75.95
NC(=[NH2+])NC1=NC=N[N-]1,72.91
c1nc(on1)NC(=N)N,67.21
c1(n[nH]nn1)NC(=N)N,67.96
c1nc(no1)NC(=N)N,67.31
c1(nnon1)NC(=N)N,63.95
NC(=[NH2+])OC1=CN=N[N-]1,65.86
c1c(onn1)OC(=N)N,61.93
NC(=[NH2+])OC1=NC=N[N-]1,64.92
c1nc(on1)OC(=N)N,60.51
c1[nH]nc(n1)OC(=N)N,63.89
c1(n[nH]nn1)OC(=N)N,60.33
c1nc(no1)OC(=N)N,60.37
c1(nnon1)OC(=N)N,58.22
c1c(c([nH]n1)C(=O)N)N,72.06
c1c(c(on1)C(=O)N)N,68.26
c1(c(nn[nH]1)N)C(=O)N,68.17
c1(c(nno1)N)C(=O)N,64.87
c1c(c([nH]n1)N)C(=O)N,70.27
c1c(c(on1)N)C(=O)N,66.97
c1(c(onn1)N)C(=O)N,64.86
c1c([nH]nc1N)C(=O)N,71.29
c1c(onc1N)C(=O)N,67.28
c1c([nH]nc1O)C(=O)N,66.65
c1c(onc1O)C(=O)N,62.94
c1c(nncn1)C(=O)N,66.81
c1c(ncnn1)C(=O)N,66.67
c1c(nnnn1)C(=O)N,62.89
c1c(c(n[nH]1)N)C(=O)N,70.3
c1c(c(n[nH]1)O)C(=O)N,65.98
c1c(c(no1)N)C(=O)N,65.6
c1c(c(no1)O)C(=O)N,61.57
c1([nH]nc(n1)N)C(=O)N,66.56
c1(nc(no1)N)C(=O)N,62.3
c1(nc(no1)O)C(=O)N,58.04
c1cnnc(n1)C(=O)N,67.2
c1nc(nnn1)C(=O)N,62.62
c1([nH]c(=O)[nH]n1)C(=O)N,62.33
c1c(n[nH]c1N)C(=O)N,70.12
c1c(c(n[nH]1)C(=O)N)N,70.5
c1(c(n[nH]n1)N)C(=O)N,66.37
c1(c(n[nH]n1)O)C(=O)N,62
NC(=O)C1=NOC(=N)O1,59.45
c1([nH]c(=O)on1)C(=O)N,57.82
c1(noc(=O)o1)C(=O)N,54.27
c1c(noc1N)C(=O)N,66.56
c1(nc(on1)N)C(=O)N,61.68
c1c(c(no1)C(=O)N)N,66.04
c1(c(non1)N)C(=O)N,62.03
c1cn[nH]c1CC(=O)N,71.1
c1cnoc1CC(=O)N,68.31
c1c([nH]nn1)CC(=O)N,67.13
c1c(onn1)CC(=O)N,63.97
c1c(cn[nH]1)CC(=O)N,70.77
c1c(nn[nH]1)CC(=O)N,66.88
c1c(con1)CC(=O)N,66.97
c1c(nno1)CC(=O)N,63.22
c1nc([nH]n1)CC(=O)N,66.45
c1nc(on1)CC(=O)N,63.95
c1c[nH]nc1CC(=O)N,71.11
c1[nH]nc(n1)CC(=O)N,67.15
c1c(n[nH]n1)CC(=O)N,66.92
c1conc1CC(=O)N,67.35
c1nc(no1)CC(=O)N,63.57
c1c(non1)CC(=O)N,63.27
C(c1nnon1)C(=O)N,60.66
c1cnn(c1)CC(=O)N,71.57
c1cn(nn1)CC(=O)N,67.46
c1ncn(n1)CC(=O)N,66.98
c1nncn1CC(=O)N,66.51
c1nnnn1CC(=O)N,63.17
c1cnn(n1)CC(=O)N,67.71
c1nnn(n1)CC(=O)N,64.01
C(C(=O)N)n1nnnn1,59.81
c1c(cn(n1)C(=O)N)N,71.41
c1c(nnn1C(=O)N)N,66.93
c1c(nnn1C(=O)N)O,62.31
c1cn(nc1N)C(=O)N,71.56
c1cn(nc1O)C(=O)N,66.64
c1nc(nn1C(=O)N)N,66.53
c1nc(nn1C(=O)N)O,61.71
NC(=O)N1C=NNC1=N,65.15
c1n[nH]c(=O)n1C(=O)N,60.63
NC(=O)N1C=NOC1=N,61.52
c1noc(=O)n1C(=O)N,56.98
c1c(nn(n1)C(=O)N)N,68.09
c1c(nn(n1)C(=O)N)O,63.27
c1cnn(c1N)C(=O)N,70.17
c1nc(n(n1)C(=O)N)N,65.15
c1nc(n(n1)C(=O)N)O,60.8
NC(=O)N1N=CNC1=N,66.83
c1[nH]c(=O)n(n1)C(=O)N,61.32
NC(=O)N1N=COC1=N,62.67
c1nn(c(=O)o1)C(=O)N,57.31
c1(nnn(n1)C(=O)N)N,63.28
c1(nnn(n1)C(=O)N)O,58.59
c1c(n(nn1)C(=O)N)N,66.07
NC(=O)N1N=NNC1=N,63.21
c1(=O)[nH]nnn1C(=O)N,57.81
NC(=O)N1N=NOC1=N,59.4
c1(=O)n(nno1)C(=O)N,54.17
c1cn[nH]c1NC(=O)N,69.88
c1cnoc1NC(=O)N,66.83
c1c(onn1)NC(=O)N,64.33
c1c(cn[nH]1)NC(=O)N,69.65
c1c(nn[nH]1)NC(=O)N,65.67
c1c(con1)NC(=O)N,65.21
c1c(nno1)NC(=O)N,61.93
c1nc(on1)NC(=O)N,62.65
c1c[nH]nc1NC(=O)N,69.79
c1[nH]nc(n1)NC(=O)N,65.48
c1c(n[nH]n1)NC(=O)N,65.52
c1(n[nH]nn1)NC(=O)N,61.63
c1conc1NC(=O)N,65.8
c1nc(no1)NC(=O)N,61.68
c1c(non1)NC(=O)N,62
c1(nnon1)NC(=O)N,58.58
c1cn[nH]c1OC(=O)N,65.13
c1cnoc1OC(=O)N,60.81
c1c(onn1)OC(=O)N,57.8
c1c(cn[nH]1)OC(=O)N,64.65
c1c(nn[nH]1)OC(=O)N,60.67
c1c(con1)OC(=O)N,60.92
c1c(nno1)OC(=O)N,57.16
c1nc(on1)OC(=O)N,56.57
c1c[nH]nc1OC(=O)N,64.65
c1[nH]nc(n1)OC(=O)N,59.44
c1c(n[nH]n1)OC(=O)N,60.47
c1conc1OC(=O)N,60.91
c1nc(no1)OC(=O)N,56.07
c1c(non1)OC(=O)N,57.22
c1(nnon1)OC(=O)N,53.33
NC(C#C)C1=CC=NO1,73.24
NC(C#C)C1=CN=NO1,69.9
NC(C#C)C1=CNN=N1,72.59
NC(C#C)C1=CON=N1,68.13
NC(C#C)C1=NC=NN1,71.18
NC(C#C)C1=NC=NO1,68.05
NC(C#C)C1=NNC=N1,71.38
NC(C#C)C1=NNN=C1,72.01
NC(C#C)C1=NOC=C1,72.23
NC(C#C)C1=NOC=N1,67.53
NC(C#C)C1=NON=C1,67.63
NC(C#C)C1=NON=N1,64.92
NC(C#N)C1=CC=NN1,71.3
NC(C#N)C1=CC=NO1,68.22
NC(C#N)C1=CN=NN1,67.49
NC(C#N)C1=CN=NO1,64.74
NC(C#N)C1=CNN=C1,70.99
NC(C#N)C1=CNN=N1,67.55
NC(C#N)C1=CON=C1,66.74
NC(C#N)C1=CON=N1,64.08
NC(C#N)C1=NC=NN1,66.83
NC(C#N)C1=NC=NO1,63.49
NC(C#N)C1=NNC=C1,71.23
NC(C#N)C1=NNC=N1,66.75
NC(C#N)C1=NNN=C1,67.06
NC(C#N)C1=NOC=C1,67.25
NC(C#N)C1=NOC=N1,62.9
NC(C#N)C1=NON=C1,62.74
NC(C#N)C1=NON=N1,59.52
NC(CO)C1=CN=NO1,67.29
NC(CO)C1=NC=NO1,66.74
NC(CO)C1=NNC=N1,69.6
NC(CO)C1=NOC=N1,65.8
NC(CO)C1=NON=N1,62.83
NC(N)=[NH+]C1=CC=N[N-]1,74.92
NC(N)=[NH+]C1=CN=N[N-]1,73.86
NC(N)=[NH+]C1=NC=N[N-]1,72.91
c1nc(on1)N=C(N)N,71.69
NC(N)=[NH+]C1=N[N-]N=N1,68.06
c1(nnon1)N=C(N)N,66.78
[NH3+]C1(CC1)C1=CN=N[N-]1,74.31
c1nc(on1)C2(CC2)N,71.06
[NH3+]C1(CC1)C1=N[N-]N=N1,70.03
C1CC1(c2nnon2)N,66.97
NC12CC1N1N=CN=C21,70.01
C#Cc1c([nH]nc1O)N,74.03
C#Cc1c(onc1O)N,70.39
C(#N)c1c([nH]nc1O)N,67.9
C(#N)c1c(onc1O)N,64.49
c1c(c([nH]n1)N)C2CC2,78.19
NC1=C(C=NN1)C1CN1,74.65
NC1=C(C=NN1)C1CO1,72.04
c1c(c([nH]n1)N)N2CC2,76.25
c1c(c(on1)N)C2CC2,74.91
NC1=C(C=NO1)C1CN1,71.35
NC1=C(C=NO1)C1CO1,69.07
c1c(c(on1)N)N2CC2,73.19
C(=O)c1c([nH]nc1N)N,72.77
C(=O)c1c(noc1N)N,68.85
C(=O)c1c([nH]nc1O)N,68.35
C(=O)c1c(onc1O)N,64.82
C#CCc1cn[nH]c1N,76.31
C#CCc1cnoc1N,72.94
C#CCc1c([nH]nn1)N,72.8
C#CCc1c(onn1)N,70
C#CCc1c(cn[nH]1)N,76.67
C#CCc1c(nn[nH]1)N,73.16
C#CCc1c(cno1)N,73.16
C#CCc1c(nno1)N,69.65
c1c(c([nH]n1)N)CC#N,71.34
c1c(c(on1)N)CC#N,68.03
C(C#N)c1c([nH]nn1)N,67.83
C(C#N)c1c(onn1)N,65.05
c1c(c([nH]n1)CC#N)N,71.81
C(C#N)c1c(nn[nH]1)N,68.59
c1c(c(on1)CC#N)N,68.27
C(C#N)c1c(nno1)N,64.84
c1c(c([nH]n1)N)CC=O,72.83
c1c(c(on1)N)CC=O,69.85
