smiles,f1-CAM
[H]C([H])([H])N1C([H])([H])C1([H])C1([H])OC1([H])C([H])([H])[H],0.0258
[H]C([H])([H])C1([H])OC1([H])C1([H])OC1([H])C([H])([H])[H],0.0394
[H]OC1([H])C([H])([H])C1([H])C1([H])N(C([H])([H])[H])C1([H])[H],0.0048
[H]C([H])([H])N1C([H])([H])C1([H])C1([H])N(C([H])([H])[H])C1([H])[H],0
[H]OC1([H])C([H])([H])C1([H])C1([H])C([H])([H])C1([H])O[H],0.0062
[H]C([H])([H])C(=O)C1([H])C([H])([H])C2([H])C([H])([H])C12[H],0.0007
[H]C([H])([H])C(=O)C1([H])N2C([H])([H])C2([H])C1([H])[H],0.0006
[H]N1C2([H])C([H])([H])C([H])(C(=O)C([H])([H])[H])C12[H],0.0002
[H]C([H])([H])C(=O)C1([H])C([H])([H])C2([H])OC21[H],0.0001
[H]C([H])([H])C(=O)C1([H])C([H])([H])N2C([H])([H])C21[H],0.0006
[H]C([H])([H])C(=O)C1([H])OC2([H])C([H])([H])C12[H],0.0007
[H]C([H])([H])C(=O)N1C([H])([H])C2([H])C([H])([H])C12[H],0.0042
[H]N([H])C(=O)C1([H])C([H])([H])C2([H])C([H])([H])C12[H],0.0008
[H]N([H])C(=O)C1([H])N2C([H])([H])C2([H])C1([H])[H],0.0009
[H]N([H])C(=O)C1([H])C([H])([H])C2([H])N([H])C12[H],0.0004
[H]N([H])C(=O)C1([H])C([H])([H])C2([H])OC21[H],0.0004
[H]N([H])C(=O)C1([H])OC2([H])C([H])([H])C12[H],0.0005
[H]N([H])C(=O)N1C([H])([H])C2([H])C([H])([H])C12[H],0.009
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C2([H])C([H])([H])C21[H],0.0018
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C2([H])OC21[H],0.0133
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])OC2([H])C([H])([H])C21[H],0.0038
[H]OC([H])(C([H])([H])[H])C1([H])C([H])([H])C2([H])C([H])([H])C21[H],0.0047
[H]OC([H])(C([H])([H])[H])C1([H])N2C([H])([H])C2([H])C1([H])[H],0.0048
[H]OC([H])(C([H])([H])[H])C1([H])C([H])([H])C2([H])N([H])C21[H],0.0068
[H]OC([H])(C([H])([H])[H])C1([H])C([H])([H])C2([H])OC21[H],0.0051
[H]OC([H])(C([H])([H])[H])C1([H])C([H])([H])N2C([H])([H])C21[H],0.0018
[H]OC([H])(C([H])([H])[H])C1([H])OC2([H])C([H])([H])C21[H],0.0071
[H]C1([H])C([H])([H])C2(C1([H])[H])C([H])([H])C1([H])C([H])([H])C12[H],0.0055
[H]C1([H])OC2(C1([H])[H])C([H])([H])C1([H])C([H])([H])C12[H],0.0002
[H]C1([H])OC([H])([H])C12C([H])([H])C1([H])C([H])([H])C12[H],0.0004
[H]C1([H])OC([H])([H])C12N1C([H])([H])C1([H])C2([H])[H],0.0001
[H]C1([H])N2C([H])([H])C3(C([H])([H])C([H])([H])C3([H])[H])C21[H],0.0129
[H]C1([H])OC2(C([H])([H])N3C([H])([H])C32[H])C1([H])[H],0.0083
[H]C1([H])OC([H])([H])C12C([H])([H])N1C([H])([H])C12[H],0.0108
[H]C1([H])C([H])([H])C2(OC3([H])C([H])([H])C32[H])C1([H])[H],0.0017
[H]C1([H])OC([H])([H])C12OC1([H])C([H])([H])C12[H],0
[H]N1C2([H])C([H])([H])C3(C([H])([H])C([H])([H])C3([H])[H])C12[H],0.0058
[H]C1([H])C([H])([H])C2(C1([H])[H])C([H])([H])C1([H])OC12[H],0.0097
[H]N1C2([H])C([H])([H])C3(OC([H])([H])C3([H])[H])C12[H],0.0041
[H]C1([H])OC2(C1([H])[H])C([H])([H])C1([H])OC12[H],0.0008
[H]N1C2([H])C([H])([H])C3(C([H])([H])OC3([H])[H])C12[H],0.0055
[H]C1([H])OC([H])([H])C12C([H])([H])C1([H])OC12[H],0.0005
[H]C([H])([H])C1([H])C([H])([H])C12C([H])([H])C1([H])C([H])([H])C12[H],0.0066
[H]N1C2([H])C([H])([H])C3(C([H])([H])C3([H])C([H])([H])[H])C12[H],0.0032
[H]C([H])([H])C1([H])C([H])([H])C12C([H])([H])C1([H])OC12[H],0.0106
[H]C([H])([H])C1([H])C([H])([H])C12C([H])([H])N1C([H])([H])C12[H],0.0174
[H]C([H])([H])C1([H])C([H])([H])C12OC1([H])C([H])([H])C12[H],0.0056
[H]N1C2([H])C([H])([H])C3(N([H])C3([H])C([H])([H])[H])C12[H],0.0031
[H]N1C([H])(C([H])([H])[H])C12C([H])([H])C1([H])OC12[H],0.0099
[H]N1C([H])(C([H])([H])[H])C12C([H])([H])N1C([H])([H])C12[H],0.0093
[H]C([H])([H])C1([H])OC12C([H])([H])C1([H])C([H])([H])C12[H],0.009
[H]N1C2([H])C([H])([H])C3(OC3([H])C([H])([H])[H])C12[H],0.0032
[H]C([H])([H])C1([H])OC12C([H])([H])C1([H])OC12[H],0.0107
[H]C([H])([H])C1([H])OC12C([H])([H])N1C([H])([H])C12[H],0.0171
[H]N1C2([H])C([H])([H])C3(N(C([H])([H])[H])C3([H])[H])C12[H],0.0038
[H]C([H])([H])N1C([H])([H])C12C([H])([H])C1([H])OC12[H],0.0146
[H]OC1([H])C([H])([H])C12C([H])([H])C1([H])C([H])([H])C12[H],0.0018
[H]OC1([H])C([H])([H])C12N1C([H])([H])C1([H])C2([H])[H],0.0083
[H]OC1([H])C([H])([H])C12C([H])([H])C1([H])N([H])C12[H],0.0033
[H]OC1([H])C([H])([H])C12C([H])([H])C1([H])OC12[H],0.0007
[H]OC1([H])C([H])([H])C12C([H])([H])N1C([H])([H])C12[H],0.0179
[H]OC1([H])C([H])([H])C12OC1([H])C([H])([H])C12[H],0.0028
[H]C([H])([H])C12C(=O)C3([H])C([H])(C1([H])[H])C32[H],0.0005
[H]C([H])([H])C12C(=O)C3([H])N1C3([H])C2([H])[H],0.0009
[H]C([H])([H])C12C(=O)N3C([H])(C1([H])[H])C32[H],0.0011
[H]C([H])([H])C12C(=O)C3([H])N(C1([H])[H])C32[H],0.0013
[H]C([H])([H])C12OC3([H])C([H])(C1=O)C32[H],0.0008
[H]OC12C(=O)C3([H])C([H])(C1([H])[H])C32[H],0.0003
[H]N=C1N2C3([H])C([H])([H])C1(O[H])C23[H],0.006
[H]OC12C(=O)N3C([H])(C1([H])[H])C32[H],0.0007
[H]OC12C(=O)C3([H])N(C1([H])[H])C32[H],0.0017
[H]OC1([H])C2([H])C3([H])C([H])([H])C1(C([H])([H])[H])C32[H],0.0034
[H]OC1([H])C2([H])N3C2([H])C([H])([H])C31C([H])([H])[H],0.0069
[H]OC1([H])C2([H])N3C([H])([H])C1(C([H])([H])[H])C32[H],0.0059
[H]OC1([H])C2([H])C3([H])OC1(C([H])([H])[H])C32[H],0.0011
[H]C([H])([H])C1([H])C2([H])C3([H])C([H])([H])C1(C([H])([H])[H])C32[H],0.0141
[H]C([H])([H])C1([H])C2([H])N3C2([H])C([H])([H])C31C([H])([H])[H],0.0152
[H]OC12C([H])([H])C3([H])C([H])(C1([H])C([H])([H])[H])C32[H],0.0045
[H]C([H])([H])C1([H])C2([H])N3C([H])([H])C1(C([H])([H])[H])C32[H],0.0063
[H]OC12C([H])([H])N3C([H])(C31[H])C2([H])C([H])([H])[H],0.0056
[H]C([H])([H])C1([H])C2([H])C3([H])OC1(C([H])([H])[H])C32[H],0.0026
[H]C([H])([H])C1([H])N2C3([H])C([H])([H])C1(C([H])([H])[H])C23[H],0.0052
[H]OC12C([H])([H])C3([H])N(C1([H])C([H])([H])[H])C32[H],0.0039
[H]OC1([H])C2([H])C3([H])C([H])([H])C1(O[H])C32[H],0.0041
[H]OC1([H])C2([H])N3C([H])([H])C1(O[H])C32[H],0.0003
[H]OC1([H])C2([H])C3([H])C([H])([H])C3(C([H])([H])[H])C12[H],0.0067
[H]OC1([H])C2([H])N3C([H])([H])C3(C([H])([H])[H])C12[H],0.0111
[H]OC1([H])C2([H])C3([H])N([H])C3(C([H])([H])[H])C12[H],0.007
[H]OC1([H])C2([H])C3([H])OC3(C([H])([H])[H])C12[H],0.0007
[H]C([H])([H])C1([H])C2([H])N3C([H])([H])C3(C([H])([H])[H])C21[H],0.0094
[H]C([H])([H])C1([H])C2([H])C3([H])C([H])([H])C3(C([H])([H])[H])C12[H],0.0146
[H]C([H])([H])C1([H])N2C1([H])C1([H])C([H])([H])C21C([H])([H])[H],0.01
[H]OC12C([H])([H])C1([H])C1([H])C([H])(C([H])([H])[H])C12[H],0.0016
[H]N1C2([H])C3([H])C([H])(C([H])([H])[H])C3([H])C12C([H])([H])[H],0.0096
[H]C([H])([H])C1([H])C2([H])C3([H])OC3(C([H])([H])[H])C12[H],0.0173
[H]C([H])([H])C1([H])N2C3([H])C([H])([H])C3(C([H])([H])[H])C21[H],0.0122
[H]OC12C([H])([H])C1([H])N1C([H])(C([H])([H])[H])C12[H],0.0247
[H]C([H])([H])N1C2([H])C1([H])C1(C([H])([H])[H])C([H])([H])C21[H],0.0059
[H]OC12C([H])([H])C1([H])C1([H])N(C([H])([H])[H])C12[H],0.0058
[H]N1C2([H])C3([H])N(C([H])([H])[H])C3([H])C12C([H])([H])[H],0.0041
[H]C([H])([H])N1C2([H])C3([H])OC3(C([H])([H])[H])C12[H],0.008
[H]OC1([H])C2([H])C3([H])C([H])([H])C3(O[H])C12[H],0.0046
[H]C([H])([H])C12C([H])([H])C3([H])C([H])([H])C3([H])C1([H])C2([H])[H],0.0026
[H]C([H])([H])C12OC3([H])C([H])([H])C3([H])C1([H])C2([H])[H],0.0031
[H]C([H])([H])C12C([H])([H])N3C([H])([H])C3([H])C1([H])C2([H])[H],0.0173
[H]C([H])([H])C12C([H])([H])C3([H])OC3([H])C1([H])C2([H])[H],0.019
[H]C([H])([H])C12C([H])([H])C3([H])N(C3([H])[H])C1([H])C2([H])[H],0.0085
[H]C([H])([H])C12OC1([H])C1([H])C([H])([H])C1([H])C2([H])[H],0.0021
[H]N1C2([H])C([H])([H])C3(C([H])([H])[H])N([H])C3([H])C12[H],0.0004
[H]N1C2([H])C([H])([H])C3(C([H])([H])[H])OC3([H])C12[H],0.0031
[H]N1C2([H])C3([H])OC3([H])C([H])([H])C12C([H])([H])[H],0.0389
[H]C([H])([H])C12OC1([H])C1([H])OC1([H])C2([H])[H],0.0038
[H]N1C2([H])C3([H])N(C3([H])[H])C([H])([H])C12C([H])([H])[H],0.0232
[H]C([H])([H])C12OC1([H])C1([H])N(C1([H])[H])C2([H])[H],0.0155
[H]OC12C([H])([H])C3([H])C([H])([H])C3([H])C1([H])C2([H])[H],0.0045
[H]OC12C([H])([H])N3C([H])([H])C3([H])C1([H])C2([H])[H],0.0237
[H]OC12C([H])([H])C3([H])N([H])C3([H])C1([H])C2([H])[H],0.002
[H]OC12C([H])([H])C3([H])OC3([H])C1([H])C2([H])[H],0.0026
[H]OC12C([H])([H])C3([H])N(C3([H])[H])C1([H])C2([H])[H],0.0066
[H]C1=C([H])C2(C([H])([H])[H])C([H])([H])C3([H])C1([H])C32[H],0.081
[H]C1=C([H])C2(C([H])([H])[H])N3C1([H])C3([H])C2([H])[H],0.0315
[H]C1=C([H])C2(C([H])([H])[H])C([H])([H])N3C1([H])C32[H],0.0496
[H]C1=C([H])C2(C([H])([H])[H])OC3([H])C1([H])C32[H],0.0388
[H]OC12C([H])=C([H])C3([H])C([H])(C1([H])[H])C32[H],0.0787
[H]OC12C([H])=C([H])C3([H])N(C1([H])[H])C32[H],0.041
[H]C([H])([H])C12C([H])([H])C([H])([H])C3([H])C([H])(C1([H])[H])C32[H],0.0206
[H]C([H])([H])C12OC([H])([H])C3([H])C([H])(C1([H])[H])C32[H],0.0019
[H]C([H])([H])C12C([H])([H])OC3([H])C([H])(C1([H])[H])C32[H],0.0133
[H]C([H])([H])C12C([H])([H])C([H])([H])N3C([H])(C1([H])[H])C32[H],0.0168
[H]C([H])([H])C12OC3([H])C([H])(C([H])([H])C1([H])[H])C32[H],0.0026
[H]C([H])([H])C12C([H])([H])N3C([H])(C([H])([H])C1([H])[H])C32[H],0.0217
[H]C([H])([H])C12OC([H])([H])C3([H])N(C1([H])[H])C32[H],0.0119
[H]C([H])([H])C12OC3([H])C([H])(OC1([H])[H])C32[H],0.0049
[H]OC12C([H])([H])C([H])([H])C3([H])C([H])(C1([H])[H])C32[H],0.0083
[H]OC12C([H])([H])OC3([H])C([H])(C1([H])[H])C32[H],0.0102
[H]OC12C([H])([H])C([H])([H])N3C([H])(C1([H])[H])C32[H],0.0071
[H]OC12C([H])([H])N3C([H])(C([H])([H])C1([H])[H])C32[H],0.0151
[H]C([H])([H])C12C([H])([H])C1([H])C1([H])C([H])([H])C12C([H])([H])[H],0.0028
[H]OC12C([H])([H])C1([H])C1([H])C([H])([H])C12C([H])([H])[H],0.0099
[H]N1C2([H])C3([H])C([H])([H])C3(C([H])([H])[H])C12C([H])([H])[H],0.0026
[H]C([H])([H])C12OC1([H])C1([H])C([H])([H])C12C([H])([H])[H],0.001
[H]C([H])([H])C12N(C1([H])[H])C1([H])C([H])([H])C12C([H])([H])[H],0.0054
[H]OC12C([H])([H])C1([H])N1C([H])([H])C12C([H])([H])[H],0.0074
[H]OC12C([H])([H])C1([H])C1([H])N([H])C12C([H])([H])[H],0.0028
[H]N1C2([H])C3([H])N([H])C3(C([H])([H])[H])C12C([H])([H])[H],0.0027
[H]N1C2([H])C3([H])OC3(C([H])([H])[H])C12C([H])([H])[H],0.0049
[H]OC12C([H])([H])C1([H])C1([H])OC12C([H])([H])[H],0.0087
[H]C([H])([H])C12OC1([H])C1([H])OC12C([H])([H])[H],0.0235
[H]OC12C([H])([H])C1([H])C1([H])C([H])([H])C12O[H],0.005
[H]C#CC12C([H])([H])C3([H])C([H])(C1([H])[H])C32[H],0.0006
[H]C#CC12N3C([H])(C1([H])[H])C3([H])C2([H])[H],0.0004
[H]C#CC12OC3([H])C([H])(C1([H])[H])C32[H],0.0027
[H]C#CC12C([H])([H])N3C([H])(C1([H])[H])C32[H],0.0004
[H]C1([H])C2([H])C3([H])C([H])([H])C1(C#N)C23[H],0.0012
[H]C1([H])C2([H])N3C2([H])C([H])([H])C31C#N,0.016
[H]N1C2([H])C3([H])C([H])([H])C1(C#N)C23[H],0.0051
[H]C1([H])C2(C#N)OC3([H])C1([H])C32[H],0.0009
[H]C1([H])N2C3([H])C([H])([H])C1(C#N)C23[H],0.0005
[H]C(=O)C12C([H])([H])C3([H])C([H])(C1([H])[H])C32[H],0.0003
[H]C(=O)C12N3C([H])(C1([H])[H])C3([H])C2([H])[H],0.0002
[H]C(=O)C12OC3([H])C([H])(C1([H])[H])C32[H],0.0002
[H]C(=O)C12C([H])([H])N3C([H])(C1([H])[H])C32[H],0.0005
[H]C([H])([H])C([H])([H])C12C([H])([H])C3([H])C([H])(C1([H])[H])C32[H],0.0165
[H]C([H])([H])C([H])([H])C12N3C([H])(C1([H])[H])C3([H])C2([H])[H],0.0105
[H]C([H])([H])C([H])([H])C12OC3([H])C([H])(C1([H])[H])C32[H],0.0029
[H]C([H])([H])C([H])([H])C12C([H])([H])N3C([H])(C1([H])[H])C32[H],0.0052
[H]C([H])([H])OC12C([H])([H])C3([H])C([H])(C1([H])[H])C32[H],0.0001
[H]C([H])([H])OC12C([H])([H])N3C([H])(C1([H])[H])C32[H],0.0013
[H]OC([H])([H])C12C([H])([H])C3([H])C([H])(C1([H])[H])C32[H],0.0003
[H]OC([H])([H])C12N3C([H])(C1([H])[H])C3([H])C2([H])[H],0
[H]OC([H])([H])C12OC3([H])C([H])(C1([H])[H])C32[H],0.0009
[H]OC([H])([H])C12C([H])([H])N3C([H])(C1([H])[H])C32[H],0.001
[H]C([H])([H])C1([H])C2([H])C([H])([H])C3(C([H])([H])C3([H])[H])C12[H],0.0145
[H]C([H])([H])C1([H])C2([H])C([H])([H])C3(OC3([H])[H])C12[H],0.0015
[H]C([H])([H])C1([H])N2C([H])([H])C3(C([H])([H])C3([H])[H])C21[H],0.0273
[H]N1C([H])([H])C12C([H])([H])N1C([H])(C([H])([H])[H])C12[H],0.0177
[H]C([H])([H])C1([H])N2C([H])([H])C3(OC3([H])[H])C21[H],0.0378
[H]C([H])([H])C1([H])C2([H])OC3(C([H])([H])C3([H])[H])C21[H],0.004
[H]C([H])([H])N1C2([H])C([H])([H])C3(C([H])([H])C3([H])[H])C12[H],0.0134
[H]N1C([H])([H])C12C([H])([H])C1([H])N(C([H])([H])[H])C12[H],0.0083
[H]C([H])([H])N1C2([H])C([H])([H])C3(OC3([H])[H])C12[H],0.0082
[H]OC1([H])C2([H])C([H])([H])C3(C([H])([H])C3([H])[H])C12[H],0.005
[H]OC1([H])C2([H])C([H])([H])C3(N([H])C3([H])[H])C12[H],0.0096
[H]OC1([H])C2([H])C([H])([H])C3(OC3([H])[H])C12[H],0.0255
[H]OC1([H])C2([H])OC3(C([H])([H])C3([H])[H])C12[H],0.0112
[H]C1([H])OC12C([H])([H])C1([H])C([H])([H])C1([H])C2([H])[H],0.0005
[H]C1([H])C2([H])C([H])([H])C3(C([H])([H])C3([H])[H])C([H])([H])C12[H],0.0279
[H]C1([H])C2([H])OC3(C([H])([H])C3([H])[H])C([H])([H])C12[H],0.0106
[H]C1([H])N2C([H])([H])C3(C([H])([H])C3([H])[H])C([H])([H])C21[H],0.0009
[H]C1([H])C([H])([H])C12C([H])([H])C1([H])OC1([H])C2([H])[H],0.0401
[H]N1C([H])([H])C12C([H])([H])N1C([H])([H])C1([H])C2([H])[H],0.0121
[H]C1([H])OC12C([H])([H])N1C([H])([H])C1([H])C2([H])[H],0.0006
[H]N1C2([H])C([H])([H])C3(OC3([H])[H])C([H])([H])C12[H],0.0052
[H]C1([H])OC12C([H])([H])C1([H])OC1([H])C2([H])[H],0.0012
[H]C([H])([H])C12C([H])([H])C1([H])C([H])([H])C21C([H])([H])C1([H])[H],0.0005
[H]C([H])([H])C12C([H])([H])C1([H])C([H])([H])C21OC1([H])[H],0.0076
[H]C([H])([H])C12C([H])([H])C1([H])OC21C([H])([H])C1([H])[H],0.0017
[H]C([H])([H])C12N(C1([H])[H])C([H])([H])C21C([H])([H])C1([H])[H],0.0121
[H]N1C([H])([H])C12C([H])([H])N1C([H])([H])C12C([H])([H])[H],0.0088
[H]C([H])([H])C12N(C([H])([H])C13OC3([H])[H])C2([H])[H],0.0147
[H]N1C2([H])C([H])([H])C3(C([H])([H])C3([H])[H])C12C([H])([H])[H],0.0082
[H]N1C([H])([H])C12C([H])([H])C1([H])N([H])C12C([H])([H])[H],0.0078
[H]N1C2([H])C([H])([H])C3(OC3([H])[H])C12C([H])([H])[H],0.0075
[H]C([H])([H])C12OC1([H])C([H])([H])C21C([H])([H])C1([H])[H],0.0016
[H]N1C([H])([H])C12C([H])([H])C1([H])OC12C([H])([H])[H],0.0049
[H]C([H])([H])C12OC1([H])C([H])([H])C21OC1([H])[H],0.0158
[H]OC12C([H])([H])C1([H])C([H])([H])C21C([H])([H])C1([H])[H],0.0015
[H]OC12C([H])([H])C1([H])C([H])([H])C21N([H])C1([H])[H],0.0043
[H]OC12C([H])([H])C1([H])C([H])([H])C21OC1([H])[H],0.0015
[H]OC12C([H])([H])C1([H])OC21C([H])([H])C1([H])[H],0.0009
[H]C([H])([H])C12C([H])([H])C([H])(C1([H])[H])C1([H])C([H])([H])C12[H],0.0091
[H]C([H])([H])C12N3C([H])([H])C3([H])C([H])(C1([H])[H])C2([H])[H],0.0099
[H]N1C2([H])C1([H])C1(C([H])([H])[H])C([H])([H])C2([H])C1([H])[H],0.0024
[H]C([H])([H])C12C([H])([H])C([H])(C1([H])[H])C1([H])OC12[H],0.012
[H]C([H])([H])C12C([H])([H])C([H])(N3C([H])([H])C31[H])C2([H])[H],0.004
[H]C([H])([H])C12OC([H])(C1([H])[H])C1([H])C([H])([H])C12[H],0.0034
[H]N1C2([H])C3([H])OC(C([H])([H])[H])(C3([H])[H])C12[H],0.0036
[H]C([H])([H])C12OC([H])(C1([H])[H])C1([H])OC12[H],0.0019
[H]OC12C([H])([H])C([H])(C1([H])[H])C1([H])C([H])([H])C12[H],0.0034
[H]OC12C([H])([H])C([H])(C1([H])[H])C1([H])N([H])C12[H],0.0027
[H]OC12C([H])([H])C([H])(C1([H])[H])C1([H])OC12[H],0.0039
[H]OC12C([H])([H])C([H])(N3C([H])([H])C31[H])C2([H])[H],0.0012
[H]C([H])([H])C12C([H])([H])C1(C([H])([H])[H])C1([H])C([H])([H])C12[H],0.0151
[H]N1C2([H])C1([H])C1(C([H])([H])[H])C([H])([H])C21C([H])([H])[H],0.0042
[H]C([H])([H])C12C([H])([H])C1(C([H])([H])[H])C1([H])OC12[H],0.0099
[H]C([H])([H])C12N3C([H])([H])C3([H])C1(C([H])([H])[H])C2([H])[H],0.004
[H]OC12C([H])([H])C1(C([H])([H])[H])C1([H])C([H])([H])C12[H],0.0104
[H]OC12C([H])([H])C1(C([H])([H])[H])N1C([H])([H])C12[H],0.033
[H]OC12C([H])([H])C1(C([H])([H])[H])C1([H])N([H])C12[H],0
[H]OC12C([H])([H])C1(C([H])([H])[H])C1([H])OC12[H],0.007
[H]N1C2(C([H])([H])[H])C3([H])C([H])([H])C3([H])C12C([H])([H])[H],0.0098
[H]N1C2([H])C1([H])C1(C([H])([H])[H])N([H])C21C([H])([H])[H],0.0049
[H]N1C2(C([H])([H])[H])C3([H])OC3([H])C12C([H])([H])[H],0.0272
[H]C([H])([H])C12OC1(C([H])([H])[H])C1([H])C([H])([H])C12[H],0.013
[H]N1C2([H])C1([H])C1(C([H])([H])[H])OC21C([H])([H])[H],0.0051
[H]C([H])([H])C12OC1(C([H])([H])[H])C1([H])OC12[H],0.0018
[H]OC12C([H])([H])C1(O[H])C1([H])C([H])([H])C12[H],0.0043
[H]OC12C([H])([H])C1(O[H])C1([H])N([H])C12[H],0.0048
[H]OC12C([H])([H])C1(O[H])C1([H])OC12[H],0.0076
[H]N=C(C(=O)C([H])([H])[H])N1C([H])([H])C1([H])[H],0.0002
[H]C([H])([H])C(=O)C(=O)C1([H])C([H])([H])C1([H])[H],0.0001
[H]N1C([H])([H])C1([H])C(=O)C(=O)C([H])([H])[H],0.0001
[H]C([H])([H])C(=O)C(=O)C1([H])OC1([H])[H],0
[H]C([H])([H])C(=O)C(=O)N1C([H])([H])C1([H])[H],0.0004
[H]N=C(C(=O)N([H])[H])N1C([H])([H])C1([H])[H],0.0011
[H]N([H])C(=O)C(=O)C1([H])C([H])([H])C1([H])[H],0
[H]N([H])C(=O)C(=O)C1([H])N([H])C1([H])[H],0
[H]N([H])C(=O)C(=O)C1([H])OC1([H])[H],0.0001
[H]N([H])C(=O)C(=O)N1C([H])([H])C1([H])[H],0.0008
[H]C([H])([H])C([H])(C(=O)C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.0002
[H]N1C([H])([H])C1([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],0.0003
[H]C([H])([H])C([H])(C(=O)C1([H])OC1([H])[H])C([H])([H])[H],0.0005
[H]C([H])([H])C([H])(C(=O)N1C([H])([H])C1([H])[H])C([H])([H])[H],0.0064
[H]OC([H])(C(=O)C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.0002
[H]OC([H])(C(=O)C1([H])N([H])C1([H])[H])C([H])([H])[H],0.0003
[H]OC([H])(C(=O)C1([H])OC1([H])[H])C([H])([H])[H],0.0004
[H]OC([H])(C(=O)N1C([H])([H])C1([H])[H])C([H])([H])[H],0.0077
[H]C([H])([H])N(C(=O)C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.0004
[H]N1C([H])([H])C1([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],0.0013
[H]C([H])([H])N(C(=O)C1([H])OC1([H])[H])C([H])([H])[H],0.0006
[H]C([H])([H])N(C(=O)N1C([H])([H])C1([H])[H])C([H])([H])[H],0.0098
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0006
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])OC1([H])[H],0.0089
[H]OC([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0081
[H]OC([H])(C1([H])N([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.0122
[H]OC([H])(C1([H])OC1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.0038
[H]OC([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0105
[H]OC([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])OC1([H])[H],0.0072
[H]OC([H])(C([H])([H])[H])C([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],0.0304
[H]OC([H])(C([H])([H])[H])C([H])(O[H])C1([H])C([H])([H])C1([H])[H],0.0118
[H]OC([H])(C([H])([H])[H])C([H])(O[H])C1([H])N([H])C1([H])[H],0.0095
[H]OC([H])(C([H])([H])[H])C([H])(O[H])C1([H])OC1([H])[H],0.009
[H]OC([H])(C(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0005
[H]OC([H])(C(=O)C([H])([H])[H])C1([H])N([H])C1([H])[H],0.0001
[H]OC([H])(C(=O)C([H])([H])[H])C1([H])OC1([H])[H],0.0002
[H]C([H])([H])C(=O)C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0009
[H]N([H])C(=O)C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0024
[H]N1C([H])([H])C1([H])C([H])(C(=O)C([H])([H])[H])C([H])([H])[H],0.0012
[H]N([H])C(=O)C([H])(C([H])([H])[H])C1([H])N([H])C1([H])[H],0.0031
[H]C([H])([H])C(=O)C([H])(C([H])([H])[H])C1([H])OC1([H])[H],0.0003
[H]N([H])C(=O)C([H])(C([H])([H])[H])C1([H])OC1([H])[H],0.0018
[H]C([H])([H])C(=O)C([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],0.002
[H]N([H])C(=O)C([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],0.0057
[H]C([H])([H])C(=O)N(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0012
[H]N([H])C(=O)N(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0098
[H]OC([H])(C(=O)N([H])[H])C1([H])C([H])([H])C1([H])[H],0.0007
[H]OC([H])(C(=O)N([H])[H])C1([H])N([H])C1([H])[H],0.0015
[H]OC([H])(C(=O)N([H])[H])C1([H])OC1([H])[H],0.0018
[H]C([H])([H])C1(C2([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.0032
[H]C([H])([H])C1(C2([H])OC2([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.0114
[H]C([H])([H])C1(N2C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.0013
[H]C([H])([H])C1(C2([H])C([H])([H])C2([H])[H])OC([H])([H])C1([H])[H],0.0009
[H]N1C([H])([H])C1([H])C1(C([H])([H])[H])OC([H])([H])C1([H])[H],0.0129
[H]C([H])([H])C1(C2([H])OC2([H])[H])OC([H])([H])C1([H])[H],0.0017
[H]C([H])([H])C1(C2([H])C([H])([H])C2([H])[H])C([H])([H])OC1([H])[H],0.0001
[H]C([H])([H])C1(C2([H])OC2([H])[H])C([H])([H])OC1([H])[H],0.0011
[H]C([H])([H])C1(N2C([H])([H])C2([H])[H])C([H])([H])OC1([H])[H],0.0006
