smiles,band_gap
OC12CC3OC1C3C2=O,0.2083
CCC1CC11CN=CO1,0.258
COc1c(non1)C#C,0.2054
CC1CCC(=O)C1C#N,0.2171
N#CC1C2CC1C1OC21,0.303
COc1c[nH]c(c1N)O,0.2453
CC12C3C1C1(C)CC3C21,0.3239
O=C1C2OC3C4C(C23)N14,0.2139
CC1(C)CN2CC2C1O,0.2921
O=C1CC2COC2C=C1,0.1845
CC1(CCC(=O)C1)C=O,0.2151
CC1(CC(=O)C1)C#C,0.2198
C1CC1(CCC=O)C#N,0.2277
CC12CC=CC1(O2)C=O,0.2151
CC(CO)COC=O,0.2866
OC1C2CC11COC1C2,0.3078
CC12OC3CC1(C#C)C23,0.2571
CC(=O)C1NC2CC12O,0.2076
OC1(CC2NC12)C1CO1,0.3127
OC1C2CC11CC=CC21,0.256
N#CC12CC(CO1)CO2,0.2902
C1C(=O)NC(=O)CO1,0.2333
c1c(noc1C#N)CO,0.214
CC1=CC(O)C(O)C1O,0.2549
CC1C2COC(C2)C1=O,0.2086
CC1N2CC1(O)C2C=O,0.2156
CC1C2OCC(=O)C12O,0.2071
CCn1nc(nn1)C,0.2583
CCC1C2CC(C2)C1O,0.3183
CCCNc1nc[nH]n1,0.2245
C#CC1C2C3CC1CC23,0.3055
O=CC1(CC2CN12)C#C,0.2064
CN1C(C#C)C1C1CC1,0.2546
C#CC1CC=CCC=C1,0.2503
OCC1OC1C#CC=O,0.2007
N#CC1NC2CC3C2C13,0.2781
Cc1cc[nH]c1O,0.2353
N=C1N2CC2CNC1=O,0.2079
CCC#CC1NC1(C)C,0.2743
Cc1c(cnnc1F)O,0.1958
CCCC1CNC1C#N,0.2652
C1C(COCO1)CO,0.3236
OC12C=CC3C1C1C2N31,0.2231
N#CC12CCC1CCO2,0.2909
OC1C(O)C11CNC1=O,0.2688
c1cn[nH]c1NC(=O)N,0.23
O=CC1OC1(C#C)C#C,0.2064
CC12CC(C)(O1)C2CO,0.3009
OC1COC(=N)C1O,0.2863
c1cnoc1OCCO,0.2378
Cn1cnc(c1C#N)O,0.2026
O=CN1C=NCC1C#C,0.2247
CC(=O)C1(C)CNC1=O,0.2215
C#CC12CC3C4C1C2N34,0.2639
CC1C2CC3CC1C2C3,0.3476
CCC1COC(C)OC1,0.3291
C1OC23COC4C2NC134,0.2623
O=CC(CC1CO1)C#N,0.2262
OC1C(O)C1(O)C#N,0.2688
Cc1coc2c1CCO2,0.2242
CC1CC2C3C2C2C3C12,0.2872
O=CCNC1C2COC12,0.2025
Cc1c([nH]nn1)CC#C,0.2476
N=C1NC(=N)N=CO1,0.2041
C(C(=O)CO)C(=O)CO,0.2171
CCC1C2C3C4C3N2C14,0.2927
OC12CC1NCCC2=O,0.1995
N=COC(C=O)C1CO1,0.2118
COCCC(C)C#C,0.3102
CCc1ccn[nH]c1=O,0.1777
CCC1(C)C=CCC1=O,0.2211
C1CC(=O)NC(=O)OC1,0.2439
FC1=COC(=N)C(=N)O1,0.1796
CC#CC(=O)C(C)CO,0.2054
N=C(OC(=O)C#C)C#N,0.2188
Cc1c([nH]c(n1)C#N)N,0.1854
CCOC(=N)C(N)=O,0.2331
c1cn2c(n1)C(=O)CC2,0.1928
O=C1CNCC(C1)C#C,0.1962
CCC(=O)OCC=O,0.2289
CC12C3CC1(C)C(=O)N23,0.2477
C1CNc2c1n[nH]n2,0.2085
CC(C)C1(C)CC1O,0.3302
C#CC(=O)c1cc[nH]n1,0.1963
OCC1OC(=N)C11CO1,0.2666
CC12C3C4C3C1(C#C)C24,0.2451
CC1COC2CC2C1C,0.3155
CC12CC1N(C=O)C2=N,0.2332
CC1C2CC1C(C2)=NO,0.2573
C1C2CC3OCCC13O2,0.3138
CC#CC1CC1OC=O,0.2478
CCC#CCC,0.2979
CC1=CC2CC1(C)O2,0.2342
c1coc(c1N)N2CC2,0.2091
COC12CC1(O)C(O)C2,0.289
c1c(c(nc(n1)N)O)N,0.1775
C1CC(C1)N(C=N)C=O,0.2266
C1C2OC2C=CC2OC12,0.2521
C1CC23OC2COCC13,0.3205
CC#CC1(C)OC1C#N,0.2565
c1cc([nH]c1CC#N)N,0.219
CC1(CC=O)CC1C#N,0.2225
CC(CO)OC(=O)C#C,0.2298
CC1C(O)C=CCC1=O,0.2229
C#CC(CCC#N)C#C,0.2885
c1c[nH]c2c1NC=NC2,0.2053
CCc1nc(no1)C=O,0.1923
CCC12CC1CN1CC21,0.2969
c1cc(n(c1)C=O)C#N,0.182
CC1(N)C(N)C1(N)C#N,0.2525
N=C1N=COC=C1C#N,0.1903
COCc1cc(no1)O,0.2469
CC1(CN(C1)C=O)C,0.2673
CC1OC=NC1(C)C,0.2709
OC1=NNC(=N)N1,0.2431
N#CC1CN1C1CC1,0.2708
CC1CCC(C#C)C1C,0.3079
CC1CCCCOC1=N,0.2848
NC(CO)(CC#N)C#N,0.2801
C1C2N1CC13CC21CC3,0.2732
CCCc1nc[nH]n1,0.2682
c1cc(ncc1O)CO,0.2045
CC1C2C3CC1(O)C2O3,0.3039
CC1(CO)OCC1C=O,0.2169
C1C=C(C(=O)CN1)C=O,0.1544
CCc1ccoc1C=O,0.188
NC1=NC2C3OC1C23O,0.2233
C#CC1CCOCOC1,0.3063
CC1(O)CN2C(C#C)C12,0.2556
O=CN1C2CC3(CO3)C12,0.2442
CC12NC3C1OC(=N)C23,0.256
CCC1C2CC1(CO)C2,0.3374
OC12CC(C=C1)C2C#N,0.2362
CC1C2C=CCC(=O)C12,0.2153
CC1OC(=N)CC1CO,0.2857
COCC(=O)NC=O,0.2221
c1cnc2c(n1)non2,0.1555
CCCOCC(O)C#N,0.2829
COC(=O)C1(CO)CN1,0.2563
CC1(CN1)C1=NON=N1,0.1983
C1COC(O1)CCC=O,0.2297
CC1CC(C#N)C1CO,0.2859
CC12CCC1C2NC=O,0.2686
CC(=O)CC1NCC1=O,0.2145
C#CCc1nc(no1)N,0.227
C#Cc1coccc1=O,0.1959
CC(=N)OCC(O)C#N,0.2769
CN1CC1C12CC1OC2,0.2929
CC1COC(=O)OC=N1,0.2556
CC1C2CC1(O)C2(C)O,0.3139
CC12CCC3C(C1O)N23,0.2943
CC12CC(C=O)=CC1N2,0.1777
OC12CC3CC1C23,0.3205
CC1N=COCC1=O,0.2027
CC12OCC1NC2C=O,0.2107
CC1C(C)(C)C1(N)C#N,0.296
COC1OCCC1O,0.3418
C1CC11OC2CCOC12,0.3122
C1CC1NCC(=O)C#N,0.1425
O=C1CC2C(C1)C2C#C,0.2241
CCC1(O)CC(=O)C=C1,0.1867
C1C2OC3=C(ON=N3)C12,0.1855
OC1C=CC(=O)C1C#N,0.1907
CN1CC12CC(=O)C2,0.2112
OC1CC2(NCC12)C#N,0.264
OCC12OC3C1C(=O)C23,0.2289
CCC1(CC1)C(O)C#C,0.2989
CNc1c(cc[nH]1)CO,0.221
c1c[nH]c2c1[nH]c(=O)[nH]2,0.2133
CC(CC#N)(C#C)C#C,0.2858
O=CC1OC1(C#N)C#N,0.2069
CC(C)OC(C)CC=O,0.2218
CC1N2C(C)C(=O)C12C,0.2111
CC(NCC#N)C1CC1,0.268
C1C2CC3OC=NC3C12,0.2723
CCC(O)C1CCCO1,0.3279
CC(O)C(C)=O,0.2371
CC12CC1OC(=O)C2O,0.2638
CN1C=NC(=N1)C1CN1,0.234
O=C1C2CC1C(=O)CN2,0.185
C(c1c(non1)C#N)O,0.222
CC1N2CC2C2CC12C,0.299
COC12CC1(O)C1OC21,0.3054
OC(CC#C)C1CCC1,0.3045
CC12CN1C(CO)C2=O,0.2175
CC(CCC1CO1)=NO,0.2553
C(CC(=O)C#N)CO,0.1939
CN(C)c1ccn[nH]1,0.2344
CC1(CC1O)C1CC1O,0.3133
NC(=O)OC1CC1C=O,0.2296
CC1CC2(C1)NC2C#N,0.2819
COCC(=O)C(C)C=O,0.2055
CCC1N2CC3C2C13O,0.2857
CC1C2(C)C3CC1(O)C23,0.3055
Cc1c([nH]c(n1)C#N)O,0.1907
CC12CC3OC1C=CC23,0.2444
OC1CCCNC(=O)C1,0.2687
Cn1c(ccn1)O,0.2546
CC#CCCC1CO1,0.3051
CN1C2CC2C1C#N,0.2417
OC1(CC1N1CC1)C#C,0.2663
CNC(=O)C(C)N1CC1,0.2746
CC#CC1NC2CC12O,0.2548
CCC1CC(C1)C=O,0.2264
COC1CC1CC(C)=O,0.2333
COCCC1CC=CC1,0.2649
CC(C)(CC#C)OC,0.303
CCN1C2C3C2C(=O)C13,0.215
CC1=CC2OC2C(O)C1,0.236
CC1C2CN2C(=O)C1=O,0.1527
CCC1=NC(C)C(=O)O1,0.2476
O=CC12CC3CC1C23,0.2215
OC(CNC=O)C1CC1,0.2823
CCC1(CCOC1)OC,0.3148
OC1COC11CC1C#N,0.2747
OC1CC2OC(=O)NC12,0.3052
CCCC1CC2(C)CC12,0.3286
N#CCC1C2COCC12,0.3036
COC1CC11CCC=C1,0.247
CC1OCC1(O)C#C,0.2734
CC1(CN1)C1=CN=CO1,0.2347
O=CC1C=C2CC3C1C23,0.171
COC1C2CC(N2)C1=O,0.198
CN1C2C(O)C2C1C#C,0.2375
C#CC(C#C)C1CN1,0.2712
COC1CC2(CO)CC12,0.3202
CC1CN2C=CC(O)=C12,0.2317
OC12COC(C1)C1CC21,0.3087
CC1C2C3C2C1(C)C3=O,0.2421
C1OC2OC1C1NC21,0.3148
CCCC(C)CNC=O,0.2829
C1C2CC3C4C3C2C14,0.33
c1cnc([nH]1)NC=O,0.1994
O=CCC1OCC1C#N,0.2215
CCCC(C)(C)COC,0.3293
CC1(O)COC(=N)C=C1,0.2087
CC12C3CC1C3C21CO1,0.3475
CC1CC(O)C=CC1O,0.2596
C1Cn2c1c(nn2)N,0.2198
C#CC1C2CC3OC2C13,0.285
C1CC2CC(C1)OCO2,0.3095
CCC1COCOC=N1,0.2573
CC12CC1C1OCC1O2,0.3024
C#CC1C2CC1(C2)C#C,0.2749
CC12C3OC(C13)C2CO,0.2886
O=CCC1OCCC1=O,0.2074
CCCC1CC1(C)CO,0.3339
C1CN1C1CC11CCC1,0.3087
CC(C#N)N1N=CC=N1,0.2564
COC(=O)c1c[nH]nc1,0.2391
N=C1C2NC2CN1C=O,0.2232
C[NH2+]CCC([O-])=O,0.2763
c1c[nH]c(cc1=NO)O,0.1691
OC12CCC1OC21CC1,0.2983
C1CN=C(NC1=O)CO,0.2389
CC1NC1(C)CC#N,0.2817
COC(CC#N)C(C)O,0.2981
CN(CC#N)C(=N)C#N,0.2054
COC1(C)CC1OC=N,0.2797
C1Cc2c(non2)NC1,0.2043
CC1C2CC1C2O,0.3244
O=C1NC2CC12N1CC1,0.2296
OCCC1CCC11CC1,0.3406
c1c([nH]nn1)CCO,0.2531
CC1C(=N)OCC1(C)O,0.2847
Cc1c2c([nH]n1)CCN2,0.2203
C(CC(=O)C(=O)N)C#N,0.1779
CC(O)C12CC1(O)CO2,0.2954
CC1CC2=C(NN=N2)N1,0.2174
CC12CC3C(N13)C21CN1,0.3022
Cc1nc(c(o1)N)O,0.2162
CC(C)C1CC1C(N)=O,0.2676
COC1CN(C)CC1=O,0.1759
CC1(O)CC2(O)CC12,0.3191
C1OC2C3C=CC(=C1)C23,0.1778
c1c[nH]c(c1O)OC=O,0.1946
O=CC(C#N)C1COC1,0.205
CC1(CO)C2OC1C2O,0.2888
CC1CN2C(C3CO3)C12,0.3052
C(c1c(non1)CO)O,0.2308
O=C1C2CN2C11CC1,0.2221
[NH3+]CCCC([O-])=O,0.2737
CC1OCCCC1C#N,0.2981
CC1CC11OC2CC1C2,0.3077
N=C1OC2CC3CNC123,0.2489
CC(=O)NC(=O)C1CN1,0.2207
CC1CC(C)(O)C11CO1,0.3168
CCc1c[nH]nc1CC,0.256
CC12CC=CC1NC2=O,0.2454
CC1CCC2=CN=NN12,0.2566
CC1(O)C2CC1OC2,0.3203
COC1C2NC2C11CO1,0.2981
C1OC11CC=CC2NC12,0.242
OC1C2OC1C=C2,0.2448
CC12CCOC1C(=N)N2,0.2613
CN=C(c1nnon1)N,0.1703
OCC#CC1(CN1)C#C,0.2478
OCC1CC11CC(O)C1,0.2945
CCC12CCC(CC1)O2,0.3236
C1OC2C3OC4C1C2C34,0.2893
C1C2OC2C11CC2OC12,0.3331
NC(C#N)C(CO)CO,0.2818
OC1=NOC(=N)C(F)=N1,0.1648
Cc1ccoc1C(=O)C,0.1896
CCC1CC=CCCO1,0.2527
Cc1c(ncc(n1)O)F,0.1875
COC1CC1(C#N)C#N,0.2672
Cc1nc(on1)NC=N,0.2221
Cn1c(nnc1O)O,0.2706
CCC1C2N3CC2(O)C13,0.3126
c1cc(=O)c(=O)[nH]nc1,0.1567
C(C(=O)N)NC(=O)C=O,0.1775
CC(OC=N)C#N,0.2832
CCC#CC#CC#N,0.1932
CC1(CO)OC1C1CN1,0.3187
CN1CC2CC12C(N)=O,0.2449
OC1C=CC2CCC12,0.253
CC1NC(=N)C(=O)C1C,0.1779
COCC1(CO1)COC,0.3232
CC1(CCC1)C=O,0.2247
c1cnn(n1)C(=O)N,0.2408
OC1C2CC3CCC1C23,0.3146
NC12CN(C1)C2C#N,0.2582
CC1C2CC(O)(C#N)C12,0.2882
CCCCC1COC1=N,0.2895
OC12CC1NC2C#C,0.253
CCOc1c(nno1)C,0.2115
CC12OC34CCN(C13)C24,0.2838
CCC12NC1CC=C2,0.2455
CC(C1CC1)C(=O)C#N,0.2006
CNc1cc[nH]n1,0.2246
C1CC=C(C1)C(=O)N,0.2194
CCC(=O)OC1COC1,0.2623
CNC1(C#N)C2CC1C2,0.2737
CC(=O)C12OC3C1OC23,0.2034
OC1CN2CC2C2OC12,0.2876
Cc1ccoc1CC#C,0.2338
CCC1(O)C(C)CC1O,0.2985
CC(=O)N1CC(C1)C#C,0.267
CC1(CO1)C(C=O)C=O,0.2112
C#CC(=O)CCN1CC1,0.1799
CN=C1OC(=O)C2OC12,0.2336
CC1C2CC1(N2)C#N,0.2677
COc1ncnc(n1)O,0.2348
C1C2C=CCOCCN12,0.21
CC1OC(=O)C(=O)C1O,0.1704
CC1CC2(CC2C#N)O1,0.2764
OC1COC(=N)C2NC12,0.2593
C1CC1C1C2C3CC1N23,0.3245
O=C1CC2(CC2)C11CO1,0.203
CC1CC1C(=O)N(C)C,0.2607
OCC12COC1C=CC2,0.252
OCCC12NC1CC=C2,0.2456
[NH3+]CCC1=N[N-]C(=N)O1,0.1593
CC1CCC2=C1C=CN2,0.2379
CC1=CC(O)CC1C#C,0.2556
CC1C2CC1(C)CCO2,0.311
c1c(c(n[nH]1)N)NC=O,0.2171
CC1=C(OC(=N)O1)C#C,0.1886
CC1=CC2C(O)C2C1=O,0.1848
C1OC11COC2CC12,0.3126
CC1(COC1)C#CCO,0.2758
C1CC23COC2C=CC13,0.2453
[NH3+]C1CCCC1C([O-])=O,0.2741
O=CC1=CC2CC3C1N23,0.164
Cc1coc(c1N)N,0.22
COC1C(C)NC1C=O,0.2034
OCCC1CC2CN12,0.3095
O=CNC12CC(C1)C2=O,0.2561
N#CCC12CC3C1CN23,0.2764
CC1C2CC2C1CC#C,0.3075
c1c(c([nH]n1)N)N,0.2386
C1C2COCC3NC3C12,0.2977
COC(C)(CC#C)C=O,0.2089
COc1c(c[nH]c1O)N,0.2324
C#CC12CC3NC1C3O2,0.2487
C1C2CNC3=C2N1C=C3,0.1857
c1c(c(ncn1)N)O,0.2053
OCCC1C2OC(=O)C12,0.2662
CC(=O)C1CC2C(O)C12,0.2108
CC(C)(C)C12CCC1O2,0.3228
OC12CC1(CC=C2)C#N,0.2393
CC12CC1CC1CC1O2,0.3279
CCC#CC(C)(O)C#N,0.2743
CN1C2C=CNC(=O)C12,0.2069
CC1(C)CC2COC1O2,0.3312
Cc1ccnc(=O)nc1,0.1637
C1CNC(=O)NCC1=O,0.2111
C1OC1C1=NCCN1,0.2323
CC1C(=O)CCNC1=O,0.2219
C(=O)C#CC(=O)C=O,0.153
CNc1[nH]nc(n1)O,0.2492
c1c(=O)c(con1)C=O,0.1674
CCNc1nc([nH]n1)C,0.2262
CC(=N)OC(=O)C(N)=O,0.2011
Cc1[nH]c(c(n1)N)C#C,0.1843
Cc1c(coc(=O)n1)F,0.176
N=C1CC2NC2CO1,0.2832
CC(CCCO)N1CC1,0.3077
COC1C2CC1OCC2,0.3151
CC1OCC(=O)C=C1N,0.1913
COC1CCC1C=O,0.2264
C(CC1CCO1)C1CO1,0.3308
C1CC2(C1)CN=CO2,0.2696
CC1CC2(CO2)C1=NO,0.2319
CC1CN2CC(=O)C12,0.2022
COCC12CC1C(C)O2,0.3055
CCC1=C(CCC1)CC,0.2498
C(=O)C(=O)C=O,0.1151
C1CC(C1)CC(=O)C#N,0.2016
C[NH2+]CC1=CC=C([O-])O1,0.1548
CCC12COC1CC2=O,0.2155
COC1C2OC(=N)OC12,0.2944
COC1C2C3OC1C23C,0.3032
CC12CC3CC4C1C2C34,0.3263
OC1C2C=CC1C2=O,0.2405
C#CC1C2COCC1O2,0.2729
C#CC(=O)CCC(=O)N,0.196
C(C#CC=O)C(=O)CO,0.2013
CC12CN1C(=O)C2,0.2375
CC12C3C4OC1(C)C4N23,0.3076
CC12CN(C1)C2C1CN1,0.3027
CN=C1NC2(C)COC12,0.2402
Cn1cc(c(c1)O)N,0.225
CCC1CN1C1CC1,0.2997
CNc1c(cc([nH]1)N)O,0.2243
CC12OC(CC1O)C2=O,0.229
C1C2COC3C=CC1C23,0.2556
CCC1(C)C2C3OC2C13,0.2976
OCCC12CC1OC2=N,0.2737
C#CC1CCC2(CC2)C1,0.3112
CNc1c(c(n[nH]1)N)O,0.239
CC1(CO1)C1OC1C=O,0.2245
CC(=NO)CC(=O)C=O,0.1423
C1C2CCCC12,0.3524
C1CN1C2(COC2)C#N,0.2764
O=CNC1CCN2CC12,0.2636
C#CCCCNC(=O)N,0.2964
OC1CC=CCOC1=O,0.2574
CC1CC=CC1CC#N,0.2622
C1OCC2CCCCC12,0.3217
CCCc1cc([nH]n1)C,0.257
N=C1CNC(CO1)C#N,0.2513
CC1=CC2(C)COC2C1,0.2578
C#Cc1ccnc(n1)F,0.1985
N#CC1CC2CCN12,0.2395
NC(=O)C12CC3CC1N23,0.2602
CC(C#N)N1C=NN=N1,0.263
OC1C2CCC12C=O,0.2227
O=CC1C2CC(=O)OC12,0.2203
CC1(CC=O)OCC1O,0.223
CC1NCCOCC1=O,0.1998
CC1(C)CCC(=N)O1,0.2848
CC1CC2C3C4C1C2N34,0.3143
CC1C(C)C1C(C)=O,0.2276
CC1NC(=O)C1(C)CO,0.2757
Cn1cnn(c1=O)C=O,0.21
CCC1(C)CC11COC1,0.3045
CC1C2CC1(CC2)C#N,0.3231
CC1C=CC2C3CC12C3,0.2543
C#CC1CN2N=NC=C12,0.2598
CC1=NNC(=N)C=C1N,0.1596
CC1C(O)C1CN1CC1,0.2904
C1C2OC3CC=CC1C23,0.2566
CCCN(C=O)C=O,0.2155
CC1(CC=O)C2CC1C2,0.2246
CCC1CC(=O)C1C=O,0.2095
CC12CC1CC(=O)OC2,0.2757
CC(=NO)C1NCC1O,0.2426
c1c(cnc(c1N)O)F,0.1884
OC12CC3C4C(CC13)C24,0.3246
NC(=O)C(CO)OC=N,0.2544
CCC1=CCC(=O)N1,0.2145
CC1C(CC#N)CC1=O,0.2202
CC1(O)CC(O)C1C=O,0.2213
CC(=O)N1CC=CC1=N,0.2016
CC1C2CC1NC(=O)C2,0.2669
NC1(CC2COC12)C#N,0.2618
CCNc1cnon1,0.2034
CC1OC11CC2CN2C1,0.3113
C#CC(C#N)(C#N)O,0.2672
CC1(CC1O)C(F)(F)F,0.3407
CC12CC(CC1N2)=NO,0.2454
CC1CC11OCC11CN1,0.2919
CC1NC1(C)C=O,0.2229
CN(C)c1cnoc1,0.2015
CC1(COC1)CN2CC2,0.3158
OCCCC1OCC1O,0.3061
COC1(CC1)C(C)O,0.3125
N=COC1=CNC=C1,0.2359
COCC1CCCOC1,0.3271
C1C2C3C4C3N3C4C1C23,0.2927
C1CC1(COC=O)O,0.2805
OC1CN=C2OC3C1C23,0.2044
CCN=C(C(=O)NC)N,0.2137
OC1C=CC2CC2C1O,0.234
CC(C)(O)C1CN1,0.2944
c1c(c(c(o1)O)N)C=O,0.1587
CC(C=O)C(C)=NO,0.2064
CC1CC2OC(=N)C=C12,0.2068
OC1CC=CCC(O)C1,0.2552
CC1C2OC2(C)C1O,0.3276
CC1CC=CC1(C)O,0.2656
CC(CO)C1=CN=CN1,0.2501
CC1CC1C(=O)CC#N,0.2273
[O-]C(=O)C[NH2+]CC1CO1,0.2698
Cn1cnc(=O)nc1O,0.2131
C1OC1C1CCCC1,0.3432
OC1C(=N)OCCC1=O,0.2168
COCCCC(C)OC,0.3318
CC1CN(CC1C)C=O,0.266
N=C1NCCCOC1=O,0.1998
CC1OC(CO)C2NC12,0.3036
COC1(CO)C2CC1C2,0.3297
CC(=NC)OCC=O,0.2255
CC(=O)C1C2CC1C2=O,0.2172
CC1CC(N2CC2)C1=O,0.19
CC(O)C(C)OC(C)=N,0.2855
C(CNC(=O)N)C(=O)N,0.2756
CC(O)C1(C)OCC=C1,0.2456
CCN1CC1CN1CC1,0.3077
C#CCC(C#N)C1CC1,0.3037
Cn1ncc(n1)N=CN,0.1973
OCC1(CN1C=O)C#C,0.2479
OCC1C(=O)CC11CC1,0.2175
O=C1CC2CC3OC3C12,0.2213
CC1CN=C2C(O)CN12,0.2404
CN=c1c(=O)onno1,0.2084
COC1(C)CNC1C=O,0.2089
Cc1c(oc(n1)OC)N,0.2385
CC12OC1CCCC2=O,0.2179
O=CC1=CC(=O)NN=N1,0.1551
N=C1OC=C2C3CC3N12,0.2054
CC1=NOC(OC=N)=N1,0.2406
COC1CC=CCC1O,0.2627
COC1CC1(C)C#N,0.292
CC1(CO1)C1(CN1)C=O,0.2233
CC1CC(C)(C)C=C1C,0.2586
CC1C2C=C(C)C(O)C12,0.2374
COC1CC=CC=CC1,0.1931
OC1C=CC2OC1C=C2,0.2162
CC(C)C(C)C(=O)C#C,0.2028
CC1COC(C)O1,0.3423
COC(C=O)C1(C)CC1,0.2087
O=CCC1(CO1)C=O,0.2049
CCC1NC11COC1=O,0.2659
c1([nH]c(nc(=O)n1)N)N,0.229
C[NH2+]C1CC(C1)C([O-])=O,0.1248
CC1=CC=C(F)OC1=N,0.1715
CC([NH3+])C([O-])=O,0.2683
CC1(O)CCCN2CC12,0.2807
OCC(O)(C#N)C1CN1,0.2708
CCN1C(C#C)C1(C)C,0.2555
Cc1cnnn1C(C)C,0.2499
O=C1CNC2CCC=C12,0.1751
COC1C2CC1(O)CO2,0.2984
CC1=NC(CO1)C#C,0.2708
CCOCC12CCC1O2,0.3301
CCC1=CC(=O)C2NC12,0.1798
CCC1CC(C)C1=O,0.2177
CCC1(CC2CC12)OC,0.3321
CCN=CN(C)C=O,0.2364
C1C2NC2C2=C1N=NN2,0.2341
CN1C(=O)COC1=O,0.2566
CN1C=CC(=N)NC1=O,0.1965
CCC(C)CCC(C)=O,0.2344
CC1(NC=O)C2CC1O2,0.2699
CC(CO)(CO)C#N,0.3005
CC12C3NC3C3C1CN23,0.2977
CC1C2CC1C(=O)O2,0.2753
C1CC2(OCC=C2)C=C1,0.235
c1cc2ncncn2c1,0.161
CC1(CCOCO1)C=O,0.2133
CC1CC2CC(C)OC12,0.3206
C1CC2(CC3COC23)O1,0.2854
OC1C2COC1C1CC21,0.3326
COC1(C)C2C3NC3C12,0.2632
CC(C=O)C(C)(C)C#N,0.2196
O=C1NC23CC4C2CC134,0.2475
O=C1OC2CNC2C1=O,0.1605
Cc1cn[nH]c1CC#N,0.253
CC1(CC1(O)C#C)C#N,0.2652
CN1CC1C1OC1C=O,0.1978
C#CCC12CC1C1OC21,0.2766
c1cc(c(nc1)N)CO,0.2034
NC1=NC2CC1(O)C=C2,0.2123
O=C1CC2C3C1N=CN23,0.2063
OC12CC=CC1OC2=O,0.2528
C1OCC11C2C=CCN12,0.2283
CC#CC1=NCC(=N)N1,0.1934
C1C2C3C4COC4C3N12,0.2676
COCC1=CCC(=O)N1,0.2125
CC12CC1C1(C)COC21,0.3058
C#CC#CC12CC1OC2,0.2039
C1OC2CN3CC=CC123,0.2144
CC#CC(=O)N(C)C,0.2235
CCC1NC1C(C)=O,0.2226
CC([NH3+])C1=CN=C([O-])O1,0.1686
CC1CC=CCO1,0.2671
CCn1cc(nc1O)C,0.2485
CC1(C)C2OC(CO)C12,0.3052
C1C2OC3CC1CC23,0.3198
CCC1(C)NC(=O)C1C,0.2781
CCC(O)C1NC1CO,0.3136
COC1OCC2CC1O2,0.3213
c1c[nH]c(c1C#N)CO,0.2197
c1c([nH]c(n1)O)N2CC2,0.2384
C#CC1CC2CC2C=C1,0.2491
CCC1CN1C(=O)CC,0.2554
CCOc1cnn(n1)C,0.2283
O=C1CCC2C3OC1C23,0.2111
CCC1C(=O)NC1(C)C,0.2774
CC1C2CC=C(C)CC12,0.2627
CC1(CN=CO1)C=O,0.2129
OCC1C2C3CC1N23,0.31
C1OC2OC1CC=C2,0.2495
CCC1OC2CC12C,0.311
CCCC(=O)OCC,0.286
CC12NCC1OC2C#C,0.2487
c1c(ncc(n1)O)CO,0.1936
CC12CN=C3OCC1N23,0.2264
OC12CC(C1)C2CC#N,0.3151
CC1CCOC(C)CO1,0.3197
CC1(C#C)C(O)C1CO,0.2708
CN1CC1C1(O)CCC1,0.2783
CC(C)(C)C(C)(C)C#N,0.3511
CCNC(=O)C(C)C,0.2771
CN=c1ccnc[nH]1,0.175
CC1C2N3C(=O)C1C23C,0.2492
OC12CCCC1CC=C2,0.2597
OC1CC2CCCC12O,0.2953
CC(CC=O)C(C)C#N,0.2281
NC1=NON=C(N)C1=N,0.1555
COC1C2C3OC3C12O,0.2778
C1CC1(C#N)C(F)(F)F,0.3239
c1cncc(c1O)CO,0.2384
CC(C)(C)C(=O)CC#C,0.2279
NC1=NCC2OC12CO,0.2445
O=C(C#CC#C)C1CN1,0.1745
CC1N2CC1(C)C2C#N,0.255
CC1CN(C)CC(=O)C1,0.2056
C1OC1C12CC1CC2,0.3278
N#CC12CC3(CO3)C1N2,0.2814
CNC(=O)C1(COC1)O,0.2719
CC1=NOC(=O)C(=N)N1,0.1966
CC1C2CC11OCC1O2,0.2926
C#CCC1=NCCO1,0.2659
CNC1=CC(=N)OC1,0.2109
CC(CO)C1NC1CO,0.3141
Cc1cn2cn[nH]c2n1,0.2108
CC1=C(C(CC1)(C)C)C,0.2537
Cc1c(cnc(=O)[nH]1)O,0.1552
c1c(c(c([nH]1)O)C=O)N,0.1628
O=CC1OC1CCC#N,0.2186
CCC(C#N)C#N,0.3284
[O-]C(=O)C[NH2+]CC1CC1,0.2692
COc1cccc(n1)N,0.1996
N=C1C=NC=COC1=O,0.1658
C(#N)C(C#N)(C(=N)N)N,0.2377
CC1CCCCC=C1C,0.2509
C(c1c(nc([nH]1)O)O)O,0.2296
CC(O)C1OCC(C)O1,0.331
C1C2CC1C1=C2COC1,0.2286
OC1C2COCC1N2,0.2885
COC1(C)CC(O)C=C1,0.2506
C(#N)c1c(c(no1)N)N,0.1869
C#Cc1conc1C#N,0.2014
OC1CC(O)C1NC=O,0.2723
CC1C(CC1=O)C=O,0.222
Cn1ccc(c1OC)O,0.2266
C1C(=O)COC12COC2,0.2165
CC1NC11COC(=O)C1,0.2672
Cc1c[nH]c(n1)CCO,0.245
CCC1CC2CC(O)C12,0.3134
O=CCOC1CCC=C1,0.2271
CC1OC(=N)C1(O)C=O,0.214
CCC12CC3C(CC1)C23,0.3338
NC1=NCC(=O)C1C#C,0.2061
CC1=CCC2OC(=O)C12,0.2436
NC1(CC1(O)CO)C#N,0.2645
