smiles,heat_capacity
CCC1(C)CN1CCO,39.963
CCC1(C)NC1COC,39.875
CCC1(C)OC1CCO,39.774
CCC1(C)OC1COC,39.301
CCC1(O)CC1CCO,40.085
CCC1(O)CC1COC,39.607
CCCC1CC1(C)CC,42.516
CCCC1CC1(C)CO,41.244
CCCC1CC1(C)OC,41.066
CCCC1CC1(O)CC,41.392
CCCC1CC1(O)CO,39.799
CCCC1NC1(C)CO,40.375
CCCC1OC1(C)CC,41.108
CCCC1OC1(C)CO,39.391
CCCN1CC1(C)CO,40.296
CCOC1CC1(C)CC,40.852
CCOC1CC1(C)CO,39.597
CCOC1CC1(C)OC,39.46
CCOC1CC1(O)CC,39.483
CCOC1CC1(O)CO,38.002
COC1(C)CC1CCO,39.722
COCC1CC1(C)CO,39.466
COCC1CC1(C)OC,39.255
COCC1CC1(O)CO,37.95
COCC1NC1(C)CO,38.641
COCC1OC1(C)CO,37.674
OCCC1CC1(O)CO,38.537
CCCC1CC11CCC1,37.837
CCCC1CC11CCO1,36.271
CCCC1CC11COC1,35.968
CCCC1NC11COC1,35.158
CCCC1OC11CCC1,36.251
CCCC1OC11COC1,34.47
CCCN1CC12COC2,35.093
CCOC1CC11CCC1,36.209
CCOC1CC11CCO1,34.703
CCOC1CC11COC1,34.368
COCC1CC11CCC1,36.007
COCC1CC11CCO1,34.429
COCC1CC11COC1,34.159
COCC1NC11CCC1,35.107
COCC1NC11COC1,33.334
COCC1OC11CCC1,34.525
COCC1OC11COC1,32.715
OCCC1CC11CCC1,36.539
OCCC1CC11CCO1,34.977
OCCC1CC11COC1,34.685
OCCC1NC11CCC1,35.642
OCCC1NC11COC1,33.854
OCCC1OC11CCC1,34.998
OCCC1OC11COC1,33.222
C1CC2(C1)CN2CCO,34.93
C1C2(N1CCO)COC2,33.185
CC#CC1CC1CCO,37.712
CC#CC1CN1CCO,36.484
CC#CC1NC1CCO,36.745
CC#CC1OC1CCO,36.018
CCCC1CC1C#CC,38.981
CCCC1NC1C#CC,38.07
CCCC1OC1C#CC,37.339
CCCN1CC1C#CC,38.003
CCOC1CC1C#CC,37.44
COCC1CC1C#CC,37.174
COCC1NC1C#CC,36.297
COCC1OC1C#CC,35.603
CC(=O)C1CC1CCO,36.921
CC(=O)C1CN1CCO,35.923
CC(=O)C1NC1CCO,36.134
CC(=O)C1OC1CCO,35.429
CC(=O)N1CC1CCO,35.09
CCCC1CC1C(C)=O,38.278
CCCC1CC1C(N)=O,37.931
CCCC1CN1C(C)=O,37.383
CCCC1CN1C(N)=O,36.589
CCCC1NC1C(C)=O,37.489
CCCC1NC1C(N)=O,37.253
CCCC1OC1C(C)=O,36.89
CCCC1OC1C(N)=O,36.089
CCCN1CC1C(C)=O,37.402
CCCN1CC1C(N)=O,37.081
CC[NH2+]C1CC1C([O-])=O,34.067
CCOC1CC1C(C)=O,36.803
CCOC1CC1C(N)=O,36.38
C[NH2+]CC1CC1C([O-])=O,33.736
C[NH2+]CC1NC1C([O-])=O,32.787
C[NH2+]CC1OC1C([O-])=O,32.114
COCC1CC1C(C)=O,36.502
COCC1CC1C(N)=O,36.298
COCC1CN1C(C)=O,35.728
COCC1CN1C(N)=O,34.965
COCC1NC1C(C)=O,35.7
COCC1NC1C(N)=O,34.62
COCC1OC1C(C)=O,35.174
COCC1OC1C(N)=O,34.422
NC(=O)C1CC1CCO,36.581
NC(=O)C1CN1CCO,35.623
NC(=O)C1NC1CCO,35.947
NC(=O)C1OC1CCO,34.741
NC(=O)N1CC1CCO,34.398
[NH3+]CCC1CC1C([O-])=O,40.299
[NH3+]CCC1NC1C([O-])=O,32.858
[NH3+]CCC1OC1C([O-])=O,32.171
[NH3+]CCN1CC1C([O-])=O,32.878
CC(C)C1CC1CCO,40.854
CC(C)C1CN1CCO,39.292
CC(C)C1OC1CCO,39.254
CC(C)N1CC1CCO,40.057
CC(O)C1CC1CCO,39.711
CC(O)C1CN1CCO,38.364
CC(O)C1NC1CCO,38.877
CC(O)C1OC1CCO,38.13
CCCC1CC1C(C)C,42.086
CCCC1CC1C(C)O,40.657
CCCC1NC1C(C)O,39.107
CCCC1OC1C(C)C,40.509
CCCC1OC1C(C)O,38.665
CCCN1CC1C(C)O,39.776
CCOC1CC1C(C)C,40.581
CCOC1CC1C(C)O,39.349
COCC1CC1C(C)C,40.305
COCC1CC1C(C)O,38.9
COCC1CN1C(C)C,39.426
COCC1NC1C(C)C,39.462
COCC1NC1C(C)O,37.45
COCC1OC1C(C)C,38.819
COCC1OC1C(C)O,36.94
CCCC1CC1C1CC1,38.375
CCCC1CC1C1CO1,36.347
CCCC1CC1N1CC1,37.323
CCCC1CN1C1CC1,37.428
CCCC1NC1C1CN1,36.079
CCCC1NC1C1CO1,35.743
CCCC1OC1C1CC1,36.689
CCCC1OC1C1CN1,35.343
CCCC1OC1C1CO1,34.727
CCCN1CC1C1CN1,36.389
CCCN1CC1C1CO1,35.451
CCOC1CC1C1CC1,36.774
CCOC1CC1C1CO1,35.021
CCOC1CC1N1CC1,35.676
COCC1CC1C1CC1,36.575
COCC1CC1C1CO1,34.569
COCC1CC1N1CC1,35.511
COCC1CN1C1CC1,35.579
COCC1NC1C1CC1,35.655
COCC1NC1C1CN1,34.267
COCC1NC1C1CO1,33.966
COCC1OC1C1CC1,35
COCC1OC1C1CN1,33.605
COCC1OC1C1CO1,32.983
OCCC1CC1C1CC1,37.098
OCCC1CC1C1CO1,34.995
OCCC1CC1N1CC1,36.034
OCCC1CN1C1CC1,36.169
OCCC1NC1C1CN1,34.732
OCCC1NC1C1CO1,34.42
OCCC1OC1C1CC1,35.412
OCCC1OC1C1CN1,34.037
OCCC1OC1C1CO1,33.38
OCCN1CC1C1CC1,35.429
OCCN1CC1C1CN1,34.447
OCCN1CC1C1CO1,33.518
CCCC1CC1CC#C,38.897
CCCC1CC1CC#N,36.748
CCCC1CN1CC#C,37.958
CCCC1CN1CC#N,35.844
CCCC1NC1CC#N,35.882
CCCC1OC1CC#C,37.29
CCCC1OC1CC#N,35.178
CCCN1CC1CC#C,37.951
CCCN1CC1CC#N,35.845
CCOC1CC1CC#C,37.302
CCOC1CC1CC#N,35.138
COCC1CC1CC#C,37.132
COCC1CC1CC#N,34.993
COCC1CN1CC#C,36.069
COCC1CN1CC#N,33.955
COCC1NC1CC#C,36.274
COCC1NC1CC#N,34.146
COCC1OC1CC#C,35.584
COCC1OC1CC#N,33.483
OCCC1CC1CC#C,37.622
OCCC1CC1CC#N,35.471
OCCC1CN1CC#C,36.649
OCCC1CN1CC#N,34.577
OCCC1NC1CC#C,36.772
OCCC1NC1CC#N,34.627
OCCC1OC1CC#C,36.011
OCCC1OC1CC#N,33.901
OCCN1CC1CC#C,35.965
OCCN1CC1CC#N,33.942
CCCC1CC1CC=O,37.652
CCCC1CC1NC=O,36.812
CCCC1CC1OC=O,35.789
CCCC1CN1CC=O,36.833
CCCC1NC1CC=O,36.807
CCCC1OC1CC=O,36.106
CCCN1CC1CC=O,36.771
CCOC1CC1CC=O,36.124
CCOC1CC1NC=O,35.277
CCOC1CC1OC=N,35.182
CCOC1CC1OC=O,34.208
COCC1CC1CC=O,35.889
COCC1CC1NC=O,35.028
COCC1CC1OC=N,34.994
COCC1CC1OC=O,34.018
COCC1CN1CC=O,35.024
COCC1NC1CC=O,35.043
COCC1OC1CC=O,34.402
OCCC1CC1CC=O,36.375
OCCC1CC1NC=O,35.592
OCCC1CC1OC=N,35.51
OCCC1CC1OC=O,34.531
OCCC1CN1CC=O,35.572
OCCC1NC1CC=O,35.542
OCCC1OC1CC=O,34.836
OCCN1CC1CC=O,34.837
CCCC1CC1CCC,41.447
CCCC1CC1CCO,40.179
CCCC1CC1COC,39.648
CCCC1CC1OCC,39.875
CCCC1CN1CCO,38.905
CCCC1NC1COC,38.813
CCCC1OC1CCC,39.805
CCCC1OC1CCO,38.535
CCCC1OC1COC,38.119
CCCN1CC1CCO,39.239
CCCN1CC1COC,38.669
CCOC1CC1CCO,38.615
CCOC1CC1COC,38.094
CCOC1CC1OCC,38.317
COCC1CC1CCO,38.381
COCC1CC1COC,37.873
COCC1CN1CCO,37.038
COCC1NC1CCO,37.532
COCC1NC1COC,37.021
COCC1OC1CCO,36.851
COCC1OC1COC,36.361
OCCC1CC1CCO,38.914
OCCC1CN1CCO,37.647
OCCC1NC1CCO,37.987
OCCC1OC1CCO,37.279
CC12CC(CCO)C1N2,36.111
CC12CC(CCO)C1O2,35.636
CC12CC1C(CCO)C2,37.006
CC12CC1C(CCO)O2,35.622
CC12CN1C(CCO)C2,36.201
CCCC1CC2(C)CC12,38.29
CCCC1CC2(C)OC12,36.909
CCCC1CC2(O)CC12,37.17
CCCC1OC2(C)CC12,36.917
CCCN1CC2(O)CC12,36.366
CCOC1CC2(C)CC12,36.675
CCOC1CC2(C)NC12,35.952
CCOC1CC2(C)OC12,35.325
CCOC1CC2(O)CC12,35.545
COCC1CC2(C)CC12,36.475
COCC1CC2(C)CN12,35.731
COCC1CC2(C)NC12,35.705
COCC1CC2(C)OC12,35.096
COCC1CC2(O)CC12,35.378
COCC1OC2(C)CC12,35.064
OCCC1CC2(O)CC12,35.886
OCCN1CC2(O)CC12,34.2
CCCC1CC2(C1)CC2,37.859
CCCC1CC2(CC2)O1,36.391
CCCC1CC2(CO2)C1,36.192
CCCN1CC2(C1)CO2,35.239
CCOC1CC2(C1)CC2,36.317
CCOC1CC2(CN2)C1,35.382
CCOC1CC2(CO2)C1,34.672
COCC1CC2(C1)CC2,36.03
COCC1CC2(CC2)O1,34.606
COCC1CC2(CO2)C1,34.384
C1CC12CC(C2)CCO,36.581
OCCC1CC2(CC2)O1,35.119
OCCC1CC2(CO2)C1,34.929
C1C2(N1)CN(C2)CCO,34.436
C1C2(CN1CCO)CO2,33.758
CC1C2C(CCO)CN12,35.743
CC1C2CC(CCO)C12,36.563
CC1C2CC(CCO)N12,35.679
CC1C2OC(CCO)C12,34.977
CCCC1CC2C(C)C12,37.85
CCCC1CC2C(O)C12,36.472
CCCC1OC2C(C)C12,36.266
CCCC1OC2C(O)C12,34.595
CCOC1CC2C(C)C12,36.255
CCOC1CC2C(O)C12,34.452
CCOC1CC2C1N2C,35.386
CCOC1CN2C(C)C12,35.359
CN1C2CC(CCO)C12,35.64
COCC1CC2C(C)C12,36.05
COCC1CC2C(C)N12,35.278
COCC1CC2C(O)C12,34.702
COCC1OC2C(C)C12,34.472
COCC1OC2C(O)C12,32.87
OCCC1CC2C(O)C12,34.463
OCCC1OC2C(O)C12,33.337
CC12CC1CC2CCO,37.05
CC12CC1OC2CCO,35.577
CC12CN1CC2CCO,36.116
CC12NC1CC2CCO,36.246
CC12OC1CC2CCO,35.634
CCCC1CC2CC12C,38.318
CCCC1CC2CC12O,37.203
CCCC1CC2OC12C,36.887
CCCC1OC2CC12C,36.856
CCCC1OC2CC12O,35.716
CCOC1CC2CC12C,36.731
CCOC1CC2CC12O,35.562
CCOC1CC2NC12C,35.992
CCOC1CC2OC12C,35.383
CCOC1CN2CC12C,35.834
COCC1CC2CC12C,36.509
COCC1CC2CC12O,35.414
COCC1CC2NC12C,35.732
COCC1CC2OC12C,35.104
COCC1OC2CC12C,35.055
COCC1OC2CC12O,33.874
OCCC1CC2CC12O,35.916
OCCC1OC2CC12O,34.454
CCCC1CC2CC1C2,35.06
CCCC1CC2CC1O2,33.785
CCCC1OC2CC1C2,33.801
CCOC1CC2CC1C2,33.529
CCOC1CC2CC1O2,32.299
CCOC1OC2CC1C2,32.087
COCC1CC2CC1C2,33.285
COCC1CC2CC1O2,31.985
COCC1OC2CC1C2,32.019
OCCC1CC2CC1C2,33.79
OCCC1CC2CC1O2,32.522
OCCC1OC2CC1C2,32.525
CCCC1CC2CC2C1,36.342
CCCC1CC2CC2O1,34.909
CCCC1CC2OC2C1,34.622
CCCC1OC2CC2O1,33.41
CCOC1CC2CC2C1,34.602
CCOC1CC2CC2O1,33.009
CCOC1CC2CN2C1,33.654
CCOC1CC2NC2C1,33.985
CCOC1CC2OC2C1,33.123
COCC1CC2CC2C1,34.474
COCC1CC2CC2O1,33.198
COCC1CC2OC2C1,32.78
COCC1OC2CC2O1,31.6
OCCC1CC2CC2C1,35.07
OCCC1CC2CC2O1,33.655
OCCC1CC2CN2C1,34.07
OCCC1CC2OC2C1,33.359
OCCC1OC2CC2O1,32.125
OCCN1CC2OC2C1,31.702
CCCC1CC2CCC12,36.304
CCCC1CC2COC12,34.501
CCCC1CC2OCC12,34.529
CCCC1OC2CCC12,34.673
CCCC1OC2COC12,32.901
CCCN1CC2OCC12,33.767
CCOC1CC2CCC12,34.663
CCOC1CC2COC12,32.916
CCOC1CC2OCC12,32.972
CCOC1CN2CCC12,33.615
COCC1CC2CCC12,34.501
COCC1CC2COC12,32.7
COCC1CC2OCC12,32.718
COCC1NC2COC12,32.122
COCC1OC2CCC12,32.905
COCC1OC2COC12,31.104
OCCC1CC2CCC12,35.017
OCCC1CC2COC12,33.225
OCCC1CC2OCC12,33.258
OCCC1NC2COC12,32.57
OCCC1OC2CCC12,33.406
OCCC1OC2CNC12,32.699
OCCC1OC2COC12,31.629
OCCN1CC2OCC12,32.491
CC1=CCC(CCO)C1,37.006
CC1=NCC(CCO)O1,34.359
CCCC1CC=C(C)C1,38.255
CCCC1CN=C(C)O1,35.617
CCOC1CC=C(C)C1,36.781
CCOC1CN=C(C)O1,33.946
CCOC1CN=C(N)O1,33.423
COCC1CC=C(C)C1,36.411
COCC1CN=C(C)O1,33.851
CCCC1CC=CC1=O,34.089
CCCN1CC=CC1=O,33.134
CCOC1CC=CC1=O,32.621
C[NH2+]C[C-]1NC=CC1=O,37.125
COCC1CC=CC1=O,32.224
OCCC1CC=CC1=O,32.823
C1C=CC(=O)N1CCO,31.724
CC1C=CCC1CCO,36.709
CC1N=COC1CCO,34.017
CCCC1CC=CC1C,37.988
CCCC1CC=CC1O,36.696
CCCC1OC=NC1C,35.28
CCOC1CC=CC1C,36.464
CCOC1CC=CC1O,34.781
CCOC1OC=NC1C,33.605
COCC1CC=CC1C,36.094
COCC1CC=CC1O,34.876
COCC1OC=NC1C,33.492
OCCC1CC=CC1O,35.418
CCCC1CC(=O)CO1,34.533
CCCC1CCC(=N)O1,34.873
CCCC1CCC(=O)C1,36.13
CCCC1CCC(=O)N1,35.271
CCCC1CCC(=O)O1,33.933
CCCC1CNC(=O)C1,35.197
CCCC1CNC(=O)N1,34.486
CCCC1CNC(=O)O1,33.241
CCCC1COC(=N)C1,34.856
CCCC1COC(=N)O1,33.035
CCCC1COC(=O)C1,33.902
CCCC1COC(=O)N1,33.236
CCCC1COC(=O)O1,31.924
CCCC1OCC(=N)O1,33.355
CCCC1OCC(=O)O1,32.414
CCCN1CCC(=O)C1,35.238
CCOC1CC(=O)CO1,32.763
CCOC1CCC(=N)O1,33.208
CCOC1CCC(=O)C1,34.644
CCOC1CCC(=O)O1,32.284
CCOC1CNC(=O)C1,33.703
CCOC1CNC(=O)O1,31.781
CCOC1COC(=N)C1,33.288
CCOC1COC(=N)O1,31.367
CCOC1COC(=O)C1,32.307
CCOC1COC(=O)O1,30.216
COCC1CC(=O)CN1,33.516
COCC1CC(=O)CO1,32.779
COCC1CCC(=N)O1,33.11
COCC1CCC(=O)C1,34.362
COCC1CCC(=O)N1,33.386
COCC1CCC(=O)O1,32.164
COCC1CNC(=O)C1,33.329
COCC1CNC(=O)N1,32.542
COCC1CNC(=O)O1,31.546
COCC1COC(=N)C1,32.958
COCC1COC(=N)O1,31.337
COCC1COC(=O)C1,32.032
COCC1COC(=O)N1,31.285
COCC1COC(=O)O1,30.131
COCC1OCC(=N)O1,31.407
COCC1OCC(=O)O1,30.528
OCCC1CC(=O)CO1,33.256
OCCC1CCC(=N)O1,33.626
OCCC1CCC(=O)C1,34.869
OCCC1CCC(=O)N1,34.026
OCCC1CCC(=O)O1,32.715
OCCC1CNC(=O)C1,33.928
OCCC1CNC(=O)N1,33.249
OCCC1CNC(=O)O1,31.995
OCCC1COC(=N)C1,33.579
OCCC1COC(=N)O1,31.784
OCCC1COC(=O)C1,32.623
OCCC1COC(=O)N1,31.99
OCCC1COC(=O)O1,30.681
OCCC1OCC(=N)O1,32.097
OCCC1OCC(=O)O1,31.176
C1CN(CC1=O)CCO,33.903
CC1=CC(CCO)CC1,37.109
CC1=CC(CCO)OC1,35.618
CC1=NC(CCO)CO1,34.38
CCCC1CCC(C)=C1,38.373
CCCC1COC(C)=N1,35.642
CCCC1OCC(C)=C1,36.904
CCOC1CCC(C)=C1,36.794
CCOC1OCC(C)=C1,35.126
COCC1CCC(C)=C1,36.524
COCC1COC(C)=N1,33.818
COCC1COC(N)=N1,33.37
COCC1OCC(C)=C1,35.052
NC1=NC(CCO)CO1,33.896
CC1CC(CCO)CO1,36.814
CC1CCC(CCO)C1,38.347
CC1CCC(CCO)O1,36.839
CC1COC(CCO)C1,36.849
CC1COC(CCO)O1,35.227
CC1OCC(CCO)O1,35.242
CCCC1CC(C)CO1,38.098
CCCC1CC(O)CO1,36.668
CCCC1CCC(C)C1,39.595
CCCC1CCC(C)O1,38.096
CCCC1CCC(O)C1,38.398
CCCC1COC(C)C1,38.084
CCCC1COC(C)O1,36.48
CCCC1OCC(C)O1,36.485
CCOC1CC(C)CO1,36.204
CCOC1CC(O)CO1,35.057
CCOC1CCC(C)C1,38.005
CCOC1CCC(C)O1,36.264
CCOC1CCC(O)C1,36.68
CCOC1COC(C)C1,36.374
COCC1CC(C)CO1,36.331
COCC1CC(O)CO1,34.853
COCC1CCC(C)C1,37.825
COCC1CCC(C)O1,36.316
COCC1CCC(O)C1,36.312
COCC1COC(C)C1,36.04
COCC1COC(C)O1,34.651
COCC1OCC(C)O1,34.508
OCCC1CC(O)CO1,35.439
OCCC1CCC(O)C1,36.914
CC1(C)CCC1CCO,40.286
CC1(C)COC1CCO,38.592
CC1(C)OCC1CCO,38.781
CC1(O)CCC1CCO,39.225
CC1(O)COC1CCO,37.516
CCCC1CCC1(C)C,41.554
CCCC1CCC1(C)O,40.496
CCCC1COC1(C)C,40.064
CCCC1OCC1(C)C,39.869
CCCC1OCC1(C)O,38.778
CCOC1CCC1(C)C,40.122
CCOC1CCC1(C)O,39.034
CCOC1COC1(C)C,38.632
COCC1CCC1(C)C,39.772
COCC1CCC1(C)O,38.698
COCC1COC1(C)C,38.264
COCC1OCC1(C)C,38.022
COCC1OCC1(C)O,37.021
CCCC1CCC11CC1,37.83
CCCC1CCC11CO1,36.168
CCCC1COC11CC1,36.346
CCCC1OCC11CC1,36.154
CCCC1OCC11CN1,35.226
CCCC1OCC11CO1,34.516
CCOC1CCC11CC1,36.278
CCOC1CCC11CN1,35.336
CCOC1CCC11CO1,34.648
CCOC1COC11CC1,34.805
COCC1CCC11CC1,36.033
COCC1CCC11CO1,34.376
COCC1COC11CC1,34.556
COCC1OCC11CC1,34.344
COCC1OCC11CN1,33.398
COCC1OCC11CO1,32.705
OCCC1CCC11CC1,36.537
OCCC1CCC11CO1,34.891
OCCC1COC11CC1,35.047
OCCC1OCC11CC1,34.889
OCCC1OCC11CN1,33.961
OCCC1OCC11CO1,33.255
CCCC1COC1=NC,36.328
CCNC1COC1=NC,35.606
CCOC1CNC1=NC,36.223
CCOC1COC1=NC,34.82
CN=C1OCC1CCO,35.086
COCC1COC1=NC,34.562
CCCC1CCC1C#C,37.895
CCCC1CCC1C#N,35.755
CCCC1CNC1C#N,34.95
CCCC1COC1C#C,36.099
CCCC1COC1C#N,34.088
CCCC1OCC1C#C,36.159
CCCC1OCC1C#N,34.051
CCCN1CCC1C#N,34.88
CCNC1CNC1C#N,34.409
CCNC1COC1C#N,33.51
CCOC1CCC1C#C,36.338
CCOC1CCC1C#N,34.193
CCOC1CNC1C#N,33.536
CCOC1COC1C#C,34.601
CCOC1COC1C#N,32.552
COCC1CCC1C#C,36.062
COCC1CCC1C#N,33.948
COCC1CNC1C#N,33.17
COCC1COC1C#C,34.269
COCC1COC1C#N,32.296
COCC1NCC1C#N,33.182
COCC1OCC1C#C,34.389
COCC1OCC1C#N,32.294
OCCC1CCC1C#C,36.598
OCCC1CCC1C#N,34.468
OCCC1CNC1C#N,33.701
OCCC1COC1C#C,34.817
OCCC1COC1C#N,32.83
OCCC1NCC1C#N,33.581
OCCC1OCC1C#C,34.896
OCCC1OCC1C#N,32.779
OCCN1CCC1C#N,33.545
CCCC1CCC1C=O,36.709
CCCC1CCN1C=O,35.463
CCCC1COC1C=O,34.826
CCCC1OCC1C=O,34.962
CCOC1CCC1C=O,35.198
CCOC1CNC1C=O,34.494
CCOC1COC1C=O,33.533
COCC1CCC1C=O,34.86
COCC1CCN1C=O,33.727
COCC1COC1C=O,33.318
COCC1OCC1C=O,33.203
OCCC1CCC1C=O,35.434
OCCC1CCN1C=O,34.22
OCCC1COC1C=O,33.573
OCCC1OCC1C=O,33.715
OCCN1CCC1C=O,34.525
CCC1CCC1CCO,39.171
CCC1CCC1COC,38.668
CCC1COC1CCO,37.494
CCC1COC1COC,36.948
CCC1OCC1CCO,37.475
CCC1OCC1COC,36.952
CCCC1CCC1CC,40.455
CCCC1CCC1CO,39.219
CCCC1CCC1OC,38.855
CCCC1COC1CC,38.73
CCCC1COC1CO,37.039
CCCC1OCC1CC,38.727
CCCC1OCC1CO,37.47
CCCC1OCC1OC,37.102
CCOC1CCC1CC,38.944
CCOC1CCC1CO,37.659
CCOC1CCC1OC,37.286
CCOC1COC1CC,37.219
CCOC1COC1CO,35.52
COC1CCC1CCO,37.56
COC1COC1CCO,35.839
COCC1CCC1CO,37.374
COCC1CCC1OC,37.004
COCC1COC1CO,35.251
COCC1OCC1CO,35.581
COCC1OCC1OC,35.352
OCCC1CCC1CO,37.932
OCCC1COC1CO,35.775
OCCC1OCC1CO,36.201
CCCC1CCC2CC12,36.237
CCCC1CCC2OC12,34.665
CCCC1COC2CC12,34.803
CCCC1OCC2CC12,34.657
CCCC1OCC2NC12,33.864
CCCC1OCC2OC12,33.094
CCOC1CCC2CC12,34.668
CCOC1CCC2NC12,33.895
CCOC1CCC2OC12,33.147
CCOC1CCN2CC12,33.767
CCOC1COC2CC12,33.265
CCOC1OCC2CC12,32.98
CCOC1OCC2NC12,32.239
CCOC1OCC2OC12,31.456
COCC1CCC2CC12,34.427
COCC1CCC2CN12,33.496
COCC1CCC2OC12,32.88
COCC1COC2CC12,33.02
COCC1OCC2CC12,32.839
COCC1OCC2NC12,32.069
COCC1OCC2OC12,31.312
OCCC1CCC2CC12,34.963
OCCC1CCC2CN12,34.067
OCCC1CCC2OC12,33.414
OCCC1CCN2CC12,34.01
OCCC1COC2CC12,33.52
OCCC1OCC2CC12,33.381
OCCC1OCC2NC12,32.557
OCCC1OCC2OC12,31.791
CC1=CCCC1CCO,36.934
CC1=CCOC1CCO,35.554
CCCC1CCC=C1C,38.173
CCCC1OCC=C1C,36.824
CCOC1CCC=C1C,36.787
CCOC1OCC=C1C,35.1
COCC1CCC=C1C,36.436
COCC1OCC=C1C,35.002
CCCC1CC=CCO1,35.558
CCCC1CCC=CC1,36.949
CCCC1CCN=CO1,34.304
CCCC1COC=NC1,34.244
CCOC1CC=CCO1,33.829
CCOC1CCC=CC1,35.464
CCOC1CCN=CO1,32.706
CCOC1COC=NC1,32.814
COCC1CC=CCO1,33.731
COCC1CCC=CC1,35.143
COCC1CCN=CO1,32.493
COCC1COC=NC1,32.44
OCCC1CC=CCO1,34.268
OCCC1CCC=CC1,35.693
OCCC1CCN=CO1,33.041
OCCC1COC=NC1,32.983
CCCC1CCCC1=O,36.002
CCCC1CCNC1=O,35.078
CCCC1CCOC1=N,34.748
CCCC1CCOC1=O,33.783
CCCC1COCC1=O,34.349
CCCC1OCCC1=O,34.434
CCCC1OCOC1=N,33.246
CCCC1OCOC1=O,32.315
CCCN1CCCC1=O,34.73
CCCN1CCNC1=O,34.023
CCCN1CCOC1=O,32.861
CCNC1CCOC1=O,33.035
CCOC1CCCC1=O,34.577
CCOC1CCNC1=O,33.556
CCOC1CCOC1=N,33.2
CCOC1CCOC1=O,32.292
CCOC1CNCC1=O,33.852
CCOC1COCC1=O,32.919
CCOC1OCCC1=O,32.782
COCC1CCCC1=O,34.329
COCC1CCNC1=O,33.267
COCC1CCOC1=N,33.088
COCC1CCOC1=O,32.132
COCC1COCC1=O,32.581
COCC1NCCC1=O,33.486
COCC1OCCC1=O,32.678
COCC1OCOC1=N,31.456
COCC1OCOC1=O,30.512
OCCC1CCCC1=O,34.759
OCCC1CCNC1=O,33.884
OCCC1CCOC1=N,33.509
OCCC1CCOC1=O,32.572
OCCC1COCC1=O,33.107
OCCC1OCCC1=O,33.194
OCCC1OCOC1=N,32.001
OCCC1OCOC1=O,31.071
C1CC(=O)N(C1)CCO,33.356
C1CN(C(=O)N1)CCO,32.663
C1COC(=O)N1CCO,31.452
CC1CCCC1CCO,38.263
CC1CCOC1CCO,36.722
CC1COCC1CCO,36.538
CC1OCCC1CCO,36.737
CC1OCOC1CCO,35.075
CCCC1CCCC1C,39.543
CCCC1CCCC1O,38.363
CCCC1CCOC1C,38
CCCC1COCC1C,37.778
CCCC1COCC1O,36.705
CCCC1OCCC1C,37.897
CCCC1OCCC1O,36.765
CCCC1OCOC1C,36.32
CCOC1CCCC1C,38.063
CCOC1CCCC1O,36.863
CCOC1CCOC1C,36.402
CCOC1COCC1C,36.411
CCOC1COCC1O,34.554
CCOC1OCCC1C,36.305
CCOC1OCCC1O,34.771
COCC1CCCC1C,37.791
COCC1CCCC1O,36.557
COCC1CCOC1C,36.219
COCC1COCC1C,36.068
COCC1COCC1O,34.923
COCC1OCCC1C,36.198
COCC1OCCC1O,35.012
COCC1OCOC1C,34.44
OCCC1CCCC1O,37.108
OCCC1COCC1O,35.455
OCCC1OCCC1O,35.532
CCCC1CCCC=C1,36.914
CCCC1CCOC=N1,34.252
CCCC1COCC=C1,35.38
CCCC1OCCC=C1,35.422
CCOC1CCCC=C1,35.43
CCOC1COCC=C1,33.922
CCOC1OCCC=C1,33.986
COCC1CCCC=C1,35.102
COCC1CCOC=N1,32.449
COCC1COCC=C1,33.576
COCC1OCCC=C1,33.65
OCCC1CCCC=C1,35.679
OCCC1CCOC=N1,32.979
OCCC1COCC=C1,34.138
OCCC1OCCC=C1,34.146
CCCC1CCCCC1,38.435
CCCC1CCCCO1,36.9
CCCC1CCCOC1,36.807
CCCC1CCOCC1,36.746
CCCC1CCOCO1,35.061
CCCC1COCCO1,35.287
CCCC1COCOC1,34.967
CCCC1OCCCO1,35.208
CCOC1CCCCC1,36.882
CCOC1CCCCO1,35.211
CCOC1CCCOC1,35.308
CCOC1CCOCC1,35.272
CCOC1COCCO1,33.666
CCOC1COCOC1,33.544
COCC1CCCCC1,36.58
COCC1CCCCO1,35.071
COCC1CCCOC1,34.975
COCC1CCOCC1,34.937
COCC1CCOCO1,33.285
COCC1COCCO1,33.509
COCC1COCOC1,33.184
COCC1OCCCO1,33.29
C1CCC(CC1)CCO,37.173
OCCC1CCCCO1,35.628
OCCC1CCCOC1,35.534
C1COCCC1CCO,35.483
OCCC1CCOCO1,33.791
OCCC1COCCO1,34.009
C1C(COCO1)CCO,33.688
C1COC(OC1)CCO,33.91
C1COCCN1CCO,33.739
CC(=O)C(=NCCO)N,37.05
CCCN=C(C(=O)C)N,38.753
CCCN=C(C(=O)N)N,38.12
C(CO)N=C(C(=O)N)N,36.427
NC(=NCC[NH3+])C([O-])=O,35.527
CC(=NCCO)NC=O,35.531
CC(=NCCO)OC=O,34.974
CCCN=C(C)NC=O,37.297
CCCN=C(C)OC=O,36.731
CCCN=C(N)NC=O,36.585
C(CO)N=C(N)NC=O,34.884
CCCN=C(C)OCC,40.636
CCOC(=NCCO)C,38.789
