smiles,u0_atom
[H]N([H])C12C([H])([H])OC([H])(C1([H])[H])C2([H])[H],-0.101906275
[H]N([H])C1([H])C2([H])OC1([H])C([H])([H])C2([H])[H],-0.143944909
[H]N([H])C1([H])C2([H])OC([H])([H])C([H])([H])C21[H],-0.158929866
[H]N([H])C1([H])C2([H])OC([H])([H])C1([H])C2([H])[H],-0.133222141
[H]N([H])C1([H])C2([H])C([H])([H])OC([H])([H])C12[H],-0.168800196
[H]C1=C([H])C2([H])OC1([H])C2([H])N([H])[H],0.600143404
[H]N([H])C([H])([H])C1(N([H])[H])C([H])([H])C1([H])C([H])([H])[H],-1.090778782
[H]C1OC2([H])C([H])(C=1[H])C2([H])N([H])[H],0.456933884
[H]N([H])C1([H])C2([H])OC([H])([H])OC21[H],0.772066613
[H]C1=NOC2([H])C1([H])C2([H])N([H])[H],1.115913031
[H]N([H])C1([H])C([H])([H])C1([H])C1([H])OC1([H])[H],-0.093785685
[H]N([H])C1(C([H])([H])C1([H])[H])C1([H])OC1([H])[H],-0.091183507
[H]OC([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])N([H])[H],-0.779324994
[H]O[N][C]([H])C1([H])C([H])([H])C1([H])N([H])[H],0.513194767
[H]N([H])C(=O)C1([H])C([H])([H])C1([H])N([H])[H],0.262084589
[H]OC(=O)C1([H])C([H])([H])C1([H])N([H])[H],0.594894183
[H]OC([H])([H])C1(N([H])[H])C([H])([H])C1([H])N([H])[H],-0.209986393
[H]N=C([H])N([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-0.514979601
[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-2.2426912
[H]C(=O)N([H])C1([H])C([H])([H])C1([H])N([H])[H],0.308609738
[H]C([H])=C([H])OC1([H])C([H])([H])C1([H])N([H])[H],-0.105450621
[H]OC([H])([H])C1(O[H])C([H])([H])C1([H])N([H])[H],0.098416566
[H]C(=O)OC1([H])C([H])([H])C1([H])N([H])[H],0.65084101
[H][C]([H])[N]OC1([H])C([H])([H])C1([H])N([H])[H],0.571384851
[H]N([H])C1([H])C([H])([H])C2([H])OC1([H])C2([H])[H],-0.139862182
[H]N([H])C1([H])C([H])([H])C2([H])OC2([H])C1([H])[H],-0.19275818
[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])N([H])[H],-0.761782725
[H]N([H])C1([H])C([H])([H])C([H])([H])C2([H])OC21[H],-0.176158079
[H]C1=C([H])C([H])(N([H])[H])C2([H])OC12[H],0.47025883
[H][C]([H])[N]N([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-0.356426203
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])N([H])[H],-0.87219583
[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])N([H])[H],-0.245743908
[H]OC1([H])C([H])=C([H])C([H])([H])C1([H])N([H])[H],-0.238475755
[H]ON1C([H])=C([H])C([H])=C1N([H])[H],1.016940536
[H]C1C([H])=C(OC=1N([H])[H])N([H])[H],0.871487759
[H]N([H])C1([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])[H],-0.849538935
[H]OC([H])([H])C1([H])C([H])([H])C([H])(N([H])[H])C1([H])[H],-0.763981117
[H]OC1([H])C([H])([H])C([H])([H])C([H])(N([H])[H])C1([H])[H],-0.871881774
[H]N=C1N([H])OC([H])([H])C([H])([H])C1([H])[H],0.438898098
[H]N=C1N([H])C(=O)C([H])([H])C1([H])[H],0.748781607
[H]N1C2([H])C([H])([H])C1([H])C([H])(C([H])([H])[H])C2([H])[H],-1.023346479
[H]OC1=C([H])C([H])=C(N([H])[H])N1[H],0.87332723
[H]OC1OC(=C([H])C=1[H])N([H])[H],1.19361945
[H][N]C1C(=O)N([H])[C]([H])C=1[H],1.422611114
[H]C1=C([H])C([H])(C(=O)N1[H])N([H])[H],0.833576717
[H]OC1([H])C([H])(N([H])[H])C([H])([H])C1([H])N([H])[H],-0.202942566
[H]N1C(=O)C([H])(N([H])[H])C([H])([H])C1([H])[H],0.184871687
[H]OC1=C(C([H])=C([H])N1[H])N([H])[H],0.878172665
[H]ON1C([H])=C([H])C(=C1[H])N([H])[H],1.042603395
[H]C1=NOC([H])([H])C(=C1[H])N([H])[H],1.041257441
[H]C([H])=C1OC([H])=C([H])C1([H])N([H])[H],0.409152512
[H]C([H])=C1C([H])([H])C2([H])N([H])C1([H])C2([H])[H],-0.367104106
[H]C([H])=C1OC([H])([H])C([H])([H])C1([H])N([H])[H],-0.222324306
[H]C1OC(=C(C=1[H])N([H])[H])N([H])[H],0.893292216
[H]OC1([H])C([H])([H])C([H])(N([H])[H])C1([H])N([H])[H],-0.161397448
[H]OC1OC([H])=C([H])C=1N([H])[H],1.219910421
[H]C1OC(=O)C([H])(C=1[H])N([H])[H],1.184825883
[H]OC1([H])C([H])([H])C([H])(N([H])[H])C1([H])O[H],0.110171232
[H]N([H])C1([H])C(=O)OC([H])([H])C1([H])[H],0.525398084
[H]N([H])C1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],-0.856941683
[H]C1C(=O)C([H])([H])C([H])([H])C=1N([H])[H],0.234716855
[H]C1C(=O)C([H])=C(C=1[H])N([H])[H],0.920076703
[H]C1=C(C([H])([H])[H])C2([H])N([H])C1([H])C2([H])[H],-0.327039538
[H]OC([H])([H])C([H])([H])C1(N([H])[H])C([H])([H])C1([H])[H],-0.778293096
[H]C1OC([H])=C([H])C([H])(C=1[H])N([H])[H],0.394930263
[H]OC1([H])C([H])=C([H])C([H])(N([H])[H])C1([H])[H],-0.232957343
[H]C1OC([H])([H])C([H])([H])C([H])(C=1[H])N([H])[H],-0.236322229
[H]N=C1N([H])C([H])([H])C(=O)C1([H])[H],0.833217796
[H]OC1C([H])=C(N([H])[H])N([H])C=1[H],0.855829826
[H]OC1=C([H])OC(=C1[H])N([H])[H],1.194202697
[H]C1C(=O)N([H])C([H])([H])C=1N([H])[H],0.765875224
[H]N1C([H])(C([H])([H])[H])C([H])([H])C2([H])C([H])([H])C12[H],-1.078844655
[H]C1=NOC([H])([H])C([H])([H])C1([H])N([H])[H],0.470617751
[H]C1C(=O)OC([H])([H])C=1N([H])[H],1.093794518
[H]OC([H])([H])C1([H])N([H])C([H])([H])C1([H])N([H])[H],-0.153052532
[H]OC([H])([H])C1([H])C([H])(N([H])[H])C1([H])N([H])[H],-0.205499879
[H]C(=O)N1C([H])([H])C([H])(N([H])[H])C1([H])[H],0.338489919
[H]OC1([H])C([H])([H])N([H])C([H])([H])C1([H])N([H])[H],-0.268984049
[H]N1C(=O)C([H])([H])C([H])(N([H])[H])C1([H])[H],0.186756023
[H]OC1C(=C([H])N([H])C=1[H])N([H])[H],0.87341696
[H]OC1=C([H])C(=C([H])N1[H])N([H])[H],0.853003322
[H]C([H])([H])C1([H])N2C([H])([H])C([H])(C2([H])[H])C1([H])[H],-1.00728476
[H]C([H])=C([H])C1(N([H])[H])C([H])([H])OC1([H])[H],-0.09549056
[H]C#CC1(N([H])[H])C([H])([H])OC1([H])[H],0.604226132
[H]OC1([H])C([H])(C([H])=C([H])[H])C1([H])N([H])[H],-0.122319913
[H]C#CC1([H])C([H])(O[H])C1([H])N([H])[H],0.565731843
[H]C([H])=C([H])C1([H])OC([H])([H])C1([H])N([H])[H],-0.102399792
[H]C#CC1([H])OC([H])([H])C1([H])N([H])[H],0.605302895
[H]OC([H])([H])C1([H])OC([H])([H])C1([H])N([H])[H],0.13399462
[H]OC([H])([H])C1([H])C([H])(O[H])C1([H])N([H])[H],0.115061532
[H]N([H])C1([H])C([H])([H])OC2([H])C([H])([H])C21[H],-0.160589876
[H]C([H])=C1C([H])([H])OC([H])([H])C1([H])N([H])[H],-0.191995472
[H]C([H])([H])C1([H])C([H])([H])N2C([H])([H])C2([H])C1([H])[H],-1.06080887
[H]C1OC([H])=C(C=1N([H])[H])N([H])[H],0.902040918
[H]N([H])C1([H])C([H])([H])OC([H])([H])C1([H])N([H])[H],-0.261626166
[H]OC1=C([H])OC([H])=C1N([H])[H],1.231754817
[H]OC1([H])C([H])([H])OC([H])([H])C1([H])N([H])[H],0.053102777
[H]OC([H])([H])C1(N([H])[H])C([H])([H])C1([H])O[H],0.119009664
[H]OC1([H])C([H])([H])C([H])(O[H])C1([H])N([H])[H],0.097429533
[H]OC([H])([H])C1(N([H])[H])C([H])([H])C([H])([H])C1([H])[H],-0.769589259
[H]C1OC([H])([H])C([H])(N([H])[H])C([H])([H])C=1[H],-0.235514656
[H]C([H])=C1OC([H])([H])C([H])(N([H])[H])C1([H])[H],-0.227573527
[H]C1=C([H])C([H])(N([H])[H])C([H])([H])OC1([H])[H],-0.197154963
[H]C([H])=C1C([H])([H])N2C([H])([H])C2([H])C1([H])[H],-0.420538485
[H][N][C]1N([H])C([H])([H])C([H])([H])OC1([H])[H],0.333644485
[H]N=C1N([H])C([H])=C([H])OC1([H])[H],0.91419937
[H]C1OC(=C([H])C=1N([H])[H])N([H])[H],0.876422924
[H]OC([H])([H])C1(N([H])[H])C([H])([H])N([H])C1([H])[H],-0.171985621
[H]OC1OC([H])=C(C=1[H])N([H])[H],1.201470849
[H]N([H])C1([H])C([H])([H])OC([H])([H])OC1([H])[H],0.067594216
[H]OC([H])([H])C1(N([H])[H])C([H])([H])OC1([H])[H],0.130988656
[H]N([H])C1([H])C([H])([H])OC(=O)C1([H])[H],0.526115927
[H]C1=NOC([H])([H])C([H])(N([H])[H])C1([H])[H],0.462631756
[H][N][C]1OC2([H])C([H])([H])C2([H])N1[H],0.943002789
[H]C1=C(C([H])([H])[H])C([H])([H])N2C([H])([H])C12[H],-0.443464571
[H]N=C1N([H])C([H])([H])C2([H])OC12[H],0.960769384
[H][N][C]1C(=O)C([H])=C([H])N1[H],1.438627968
[H][N][C]1C(=O)C([H])([H])C([H])([H])N1[H],0.830929674
[H][N][C]1OC([H])([H])C([H])([H])C([H])([H])N1[H],0.253605078
[H][N][C]1OC([H])([H])C([H])=C([H])N1[H],0.877409957
[H]N=C1C([H])=C([H])C(=O)N1[H],1.391160652
[H]OC1C([H])=C([H])N([H])C=1N([H])[H],0.861572563
[H]N=C1N([H])OC2([H])C([H])([H])C12[H],1.126052552
[H]N=C1C([H])=C([H])C([H])([H])ON1[H],1.075310081
[H]N1C2([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C12[H],-1.075210579
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C]C,-2.902118999
[H]C1([H])C([H])([H])C1([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-1.581648257
[H][N][C]1OC([H])([H])C2([H])N1C2([H])[H],0.968082401
[H]OC1C([H])=C([H])OC=1N([H])[H],1.20672007
[H]OC([H])([H])C1([H])C([H])([H])C1([H])C([H])([H])N([H])[H],-0.773582256
[H]OC1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])N([H])[H],-0.782420688
[H]C1OC(=C([H])C=1[H])C([H])([H])N([H])[H],0.329427162
[H]C1OC(C#N)=C([H])C=1[H],1.510905706
[H]N([H])C([H])([H])C1([H])OC([H])([H])C([H])([H])C1([H])[H],-0.843527006
[H]C1([H])OC([H])(C#N)C([H])([H])C1([H])[H],0.349706204
[H]C1=C(C#N)OC([H])([H])C1([H])[H],0.969607816
[H]C1OC([H])(C#N)C([H])([H])C=1[H],0.980510044
[H]C([H])=C1C([H])([H])C2([H])N([H])C2([H])C1([H])[H],-0.444092683
[H]C1=C(OC([H])([H])C1([H])[H])C([H])([H])N([H])[H],-0.222952417
[H]C1OC([H])(C([H])([H])C=1[H])C([H])([H])N([H])[H],-0.216985354
[H]C1=NOC(=C1[H])C([H])([H])N([H])[H],0.973780274
[H]C1=NOC(C#N)=C1[H],2.178319499
[H]C1=NOC([H])(C#N)C1([H])[H],1.647789242
[H]C1=NOC([H])(C1([H])[H])C([H])([H])N([H])[H],0.445089487
[H]C1OC([H])=C(C=1[H])C([H])([H])N([H])[H],0.339880739
[H]C1OC([H])=C(C#N)C=1[H],1.506688383
[H]N([H])C([H])([H])C1([H])C([H])([H])OC([H])([H])C1([H])[H],-0.835855068
[H]C1([H])OC([H])([H])C([H])(C#N)C1([H])[H],0.342303456
[H]C1=C(C([H])([H])[H])C([H])([H])C2([H])N([H])C12[H],-0.45795601
[H]C1=C(C#N)C([H])([H])OC1([H])[H],0.969787276
[H]C1=C(C([H])([H])OC1([H])[H])C([H])([H])N([H])[H],-0.199667411
[H]OC1([H])C([H])([H])C([H])(C([H])([H])N([H])[H])C1([H])[H],-0.773761717
[H]C1ON=C(C=1[H])C([H])([H])N([H])[H],0.980554909
[H]C1ON=C(C#N)C=1[H],2.178992476
[H]N([H])C([H])([H])C1([H])N([H])C(=O)C1([H])[H],0.279357668
[H]N([H])C([H])([H])C1([H])OC(=O)C1([H])[H],0.581883293
[H]C(=O)N1C([H])([H])C1([H])C([H])([H])N([H])[H],0.406146548
[H]OC1([H])C([H])(N([H])[H])C1([H])C([H])([H])N([H])[H],-0.187823014
[H]N([H])C([H])([H])C1([H])C(=O)N([H])C1([H])[H],0.283978777
[H]N([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-1.669897983
[H]N([H])C([H])([H])C1(OC1([H])[H])C([H])([H])N([H])[H],-0.181003513
[H]C1=NOC([H])=C1C([H])([H])N([H])[H],0.986566838
[H]C1=NOC([H])=C1C#N,2.168359438
[H]OC1([H])C([H])(O[H])C1([H])C([H])([H])N([H])[H],0.154542854
[H]N([H])C([H])([H])C1([H])C(=O)OC1([H])[H],0.592067679
[H]C1OC([H])([H])C([H])([H])C=1C#N,0.94493199
[H]C1OC([H])([H])C([H])(C#N)C=1[H],0.973331622
[H]C1OC([H])([H])C([H])([H])C=1C([H])([H])N([H])[H],-0.213441008
[H]N([H])C([H])([H])C1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-1.673218003
[H]OC([H])([H])C1(C([H])([H])N([H])[H])C([H])([H])C1([H])[H],-0.768557361
[H]C1OC([H])([H])C([H])(C=1[H])C([H])([H])N([H])[H],-0.209537741
[H]OC([H])([H])C1(N([H])C1([H])[H])C([H])([H])N([H])[H],-0.187778149
[H]N([H])C([H])([H])C1([H])OC([H])([H])OC1([H])[H],0.071856404
[H]C1OC([H])([H])OC=1C([H])([H])N([H])[H],0.710691104
[H]OC([H])([H])C1(OC1([H])[H])C([H])([H])N([H])[H],0.128745399
[H]C1=NOC([H])([H])C1([H])C#N,1.651423318
[H]C1=NOC([H])([H])C1=C([H])N([H])[H],1.043814754
[H]N([H])C1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-1.675012609
[H]C1=NOC([H])([H])C1([H])C([H])([H])N([H])[H],0.454241976
[H]OC([H])([H])C1([H])N([H])C1([H])C([H])([H])N([H])[H],-0.187194903
[H]OC1([H])C([H])([H])N([H])C1([H])C([H])([H])N([H])[H],-0.188765182
[H]OC1([H])C([H])([H])C1(N([H])[H])C([H])([H])N([H])[H],-0.196661447
[H]N([H])C([H])([H])C1(N([H])[H])C([H])([H])OC1([H])[H],-0.177593763
[H]C1([H])ON=C(C#N)C1([H])[H],1.636124306
[H]N([H])C([H])([H])C1=NOC([H])([H])C1([H])[H],0.440064592
[H]C([H])=C([H])C1([H])OC1([H])C([H])([H])N([H])[H],-0.096522459
[H]C([H])([H])C1(C#N)C([H])([H])C([H])([H])C1([H])[H],-0.496270838
[H]C#CC1([H])OC1([H])C([H])([H])N([H])[H],0.602700717
[H]N([H])C([H])([H])C1([H])OC1([H])C([H])([H])N([H])[H],-0.177279707
[H]OC([H])([H])C1([H])OC1([H])C([H])([H])N([H])[H],0.141262773
[H]N([H])C([H])([H])C1([H])OC([H])([H])C1([H])N([H])[H],-0.170505071
[H]OC1(C([H])([H])N([H])[H])C([H])([H])C1([H])N([H])[H],-0.203391217
[H]OC1([H])C([H])([H])OC1([H])C([H])([H])N([H])[H],0.136013552
[H]OC1([H])C([H])([H])C1(O[H])C([H])([H])N([H])[H],0.12421402
[H]C1=C([H])C([H])(C#N)OC1([H])[H],0.996571764
[H]OC1(C([H])([H])N([H])[H])C([H])([H])C([H])([H])C1([H])[H],-0.782241228
[H]C1=C([H])C([H])(OC1([H])[H])C([H])([H])N([H])[H],-0.202269589
[H]N([H])C([H])([H])C1([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],-1.66891095
[H]N([H])C([H])([H])C1([H])OC([H])([H])C([H])([H])O1,0.075266155
[H]C1OC([H])(OC=1[H])C([H])([H])N([H])[H],0.718318178
[H]OC1(C([H])([H])N([H])[H])C([H])([H])N([H])C1([H])[H],-0.166646669
[H]OC1(C([H])([H])OC1([H])[H])C([H])([H])N([H])[H],0.132424341
[H]OC1([H])C([H])([H])C1([H])C([H])([H])C([H])([H])N([H])[H],-0.754245382
[H]N([H])C([H])([H])C([H])([H])C1([H])OC([H])([H])C1([H])[H],-0.762276241
[H]C([H])(C#N)C1([H])OC([H])([H])C1([H])[H],0.409107647
[H]N([H])C([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],-0.749579407
[H]C([H])(C#N)C1([H])C([H])([H])OC1([H])[H],0.423060705
[H]OC1(C([H])([H])C([H])([H])N([H])[H])C([H])([H])C1([H])[H],-0.77317847
[H]N([H])C1(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],-1.667968782
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C1([H])OC1([H])[H],-0.746079927
[H]C([H])(C#N)C([H])([H])C1([H])OC1([H])[H],0.421669885
[H]C(C#N)=C([H])C1([H])OC1([H])[H],1.079661999
[H]C1([H])OC1([H])C#CC#N,1.824468155
[H]C([H])=C([H])C([H])(N([H])[H])C1([H])OC1([H])[H],-0.104912239
[H]C#CC([H])(N([H])[H])C1([H])OC1([H])[H],0.614769439
[H]C(=C([H])C1([H])OC1([H])[H])C([H])([H])N([H])[H],-0.094907314
[H]C([H])=C(C([H])([H])N([H])[H])C1([H])OC1([H])[H],-0.099214367
[H]N([H])C([H])([H])C#CC1([H])OC1([H])[H],0.595208239
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],-1.426863531
[H]C([H])([H])C1([H])C([H])(C#N)C1([H])C([H])([H])[H],-0.505513057
[H]C(=O)C(C([H])=C([H])[H])=C([H])N([H])[H],0.369760921
[H]C(=O)C([H])=C(C([H])=C([H])[H])N([H])[H],0.367293338
[H]OC([H])([H])C([H])([H])C([H])=C([H])C([H])([H])N([H])[H],-0.793861299
[H]OC([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])N([H])[H],-0.803327843
[H]OC([H])([H])C([H])([H])C#CC([H])([H])N([H])[H],-0.096163537
[H]OC([H])([H])C([H])=C([H])C([H])([H])C([H])([H])N([H])[H],-0.788118561
[H]OC([H])([H])C(=C([H])[H])C([H])([H])C([H])([H])N([H])[H],-0.798572138
[H]OC([H])([H])C#CC([H])([H])C([H])([H])N([H])[H],-0.095086774
[H]O[N][C]([H])C([H])(C([H])=C([H])[H])N([H])[H],0.508663388
[H]C([H])=C([H])C([H])(C(=O)N([H])[H])N([H])[H],0.262129455
[H]C([H])([H])C1([H])C([H])([H])C([H])(C#N)C1([H])[H],-0.500891947
[H][C]([H])C(C)(C)C([H])(C([H])([H])[H])C([H])([H])[H],-2.892517859
[H]C#CC([H])(C(=O)N([H])[H])N([H])[H],0.243914209
[H]O[N]C([H])=C([H])[C]([H])C([H])([H])N([H])[H],0.485198921
[H]C(C(=O)N([H])[H])=C([H])C([H])([H])N([H])[H],0.258495378
[H]O[N]C([H])=C([C]([H])[H])C([H])([H])N([H])[H],0.494037353
[H]C([H])=C(C(=O)N([H])[H])C([H])([H])N([H])[H],1.20165031
[H]ON=C(C([H])=C([H])[H])C([H])([H])N([H])[H],0.964448325
[H]O[N][C]([H])C#CC([H])([H])N([H])[H],-0.137977846
[H]N([H])C(=O)C#CC([H])([H])N([H])[H],-0.394651301
[H]O[N][C]([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],-1.661597933
[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])[H],0.583274112
[H]N([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],1.298514142
[H]OC(=O)C([H])(C([H])=C([H])[H])N([H])[H],0.586549268
[H]C#CC([H])(C(=O)O[H])N([H])[H],0.559450724
[H]OC(=O)C([H])=C([H])C([H])([H])N([H])[H],1.29770657
[H]OC(=O)C(=C([H])[H])C([H])([H])N([H])[H],-0.079204515
[H]OC(=O)C#CC([H])([H])N([H])[H],0.280210105
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])N([H])[H],0.285683652
[H]OC([H])([H])C([H])(C([H])([H])N([H])[H])C([H])([H])N([H])[H],-0.503538991
[H]OC([H])([H])C([H])(N([H])[H])C([H])([H])C([H])([H])N([H])[H],-0.354766193
[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])C#N,1.086750691
[H]C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],0.351814865
[H]C#CC(C([H])=O)=C([H])N([H])[H],1.073066824
[H]C([H])=C([H])C(=O)C([H])=C([H])N([H])[H],1.086526365
[H]C#CC(=O)C([H])=C([H])N([H])[H],-0.780446622
[H]C#CC(=C([H])C([H])=O)N([H])[H],-0.071263386
[H]OC([H])([H])C([H])([H])C([H])(C([H])=C([H])[H])N([H])[H],-0.132369704
[H]C#CC([H])(N([H])[H])C([H])([H])C([H])([H])O[H],-0.130889154
[H]C([H])=C([H])OC([H])=C([H])C([H])([H])N([H])[H],-0.791034795
[H]C([H])=C([H])OC(=C([H])[H])C([H])([H])N([H])[H],-1.055200727
[H]OC([H])([H])C([H])(C([H])=C([H])[H])C([H])([H])N([H])[H],-0.093067843
[H]C([H])([H])C1([H])N2C([H])([H])C2([H])C([H])([H])C1([H])[H],-0.800725665
[H]C#CC([H])(C([H])([H])O[H])C([H])([H])N([H])[H],-0.076108821
[H]OC([H])(C([H])=C([H])[H])C([H])([H])C([H])([H])N([H])[H],-0.770262236
[H]C#CC([H])(O[H])C([H])([H])C([H])([H])N([H])[H],1.495831019
[H]C([H])=C([H])OC([H])([H])C([H])([H])C([H])([H])N([H])[H],0.918147502
[H]C(=O)C(C#N)=C([H])N([H])[H],1.497401299
[H]OC([H])([H])C(C#N)=C([H])N([H])[H],1.51234139
[H]C(C(=O)C#N)=C([H])N([H])[H],-0.87246502
[H]C(=O)C([H])=C(C#N)N([H])[H],1.172084184
[H]OC([H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])N([H])[H],-0.43027422
[H]C(=O)C(C([H])=O)=C([H])N([H])[H],0.618762437
[H]C1=C([H])C2([H])N(C2([H])[H])C1([H])C([H])([H])[H],0.588074682
[H]OC([H])([H])C(C([H])=O)=C([H])N([H])[H],1.205374116
[H]OC([H])([H])C(=O)C([H])=C([H])N([H])[H],0.633298741
[H]C(=O)C(=O)C([H])=C([H])N([H])[H],0.646175036
[H]C(=O)OC([H])=C([H])C([H])([H])N([H])[H],-0.544590592
[H]C(=O)OC(=C([H])[H])C([H])([H])N([H])[H],-0.564555578
[H]OC([H])([H])C([H])(C([H])([H])O[H])C([H])([H])N([H])[H],-0.007240834
[H]OC([H])([H])C([H])(O[H])C([H])([H])C([H])([H])N([H])[H],-0.086966184
[H]C(=O)OC([H])([H])C([H])([H])C([H])([H])N([H])[H],-0.177279707
[H][C]([H])[N]OC([H])([H])C([H])([H])C([H])([H])N([H])[H],-1.070140818
[H]N([H])C([H])([H])C([H])(N([H])[H])C1([H])OC1([H])[H],-0.828900971
[H]N1C2([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C12[H],-0.873182863
[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])[H],1.237228364
[H]OC([H])([H])C([H])([H])C([H])(N([H])[H])C([H])([H])N([H])[H],1.210354146
[H]C#CC([H])([C]([H])[N]O[H])N([H])[H],-0.728268467
[H]C#CC(=NO[H])C([H])([H])N([H])[H],0.469810178
[H]N([H])C([H])([H])C([H])([H])OC1([H])C([H])([H])C1([H])[H],-0.78470881
[H]C([H])(C#N)OC1([H])C([H])([H])C1([H])[H],-0.794040759
[H]OC([H])([H])C([H])(N([H])[H])C1([H])C([H])([H])C1([H])[H],-0.191995472
[H]OC([H])(C([H])([H])N([H])[H])C1([H])C([H])([H])C1([H])[H],-0.193790078
[H]OC([H])([H])C([H])(N([H])[H])C1([H])N([H])C1([H])[H],-0.431530444
[H]OC([H])(C([H])([H])N([H])[H])C1([H])N([H])C1([H])[H],0.134263811
[H]C([H])=C1C([H])([H])C([H])([H])C2([H])N([H])C12[H],0.134488137
[H]OC([H])([H])C([H])(N([H])[H])C1([H])OC1([H])[H],-0.79745051
[H]OC([H])(C([H])([H])N([H])[H])C1([H])OC1([H])[H],-0.094503527
[H]OC([H])([H])C([H])(N([H])[H])C([H])([H])C([H])=C([H])[H],-0.80077053
[H]C#CC([H])([H])C([H])(N([H])[H])C([H])([H])O[H],-0.104239262
[H]OC([H])(C([H])([H])C([H])=C([H])[H])C([H])([H])N([H])[H],-0.743567479
[H]C#CC([H])([H])C([H])(O[H])C([H])([H])N([H])[H],-0.0336664
[H]C([H])=C([H])C([H])([H])OC([H])([H])C([H])([H])N([H])[H],-0.819210102
[H]C#CC([H])([H])OC([H])([H])C([H])([H])N([H])[H],1.485377442
[H]N([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])[H],0.180205713
[H]C(=O)C(=C([H])C#N)N([H])[H],0.897150618
[H]C([H])=C1C([H])=C([H])C2([H])N([H])C12[H],-0.507262797
[H]OC([H])([H])C(=C([H])C#N)N([H])[H],1.213808762
[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])[H],-0.543558694
[H]C(=O)C([H])=C(C([H])=O)N([H])[H],0.633792258
[H]OC([H])([H])C([H])([H])C([H])(N([H])[H])C([H])([H])O[H],-0.567965329
[H]OC([H])([H])C(=C([H])C([H])=O)N([H])[H],1.042827721
[H]OC([H])([H])C([H])([H])C([H])(O[H])C([H])([H])N([H])[H],0.393718904
[H][N][C](C([H])=O)N1C([H])([H])C1([H])[H],0.255668875
[H]N([H])C([H])([H])C(=O)N1C([H])([H])C1([H])[H],0.619076493
[H]C([H])=C([H])OC(=O)C([H])([H])N([H])[H],1.050320199
[H]C1=C(C([H])([H])[H])C2([H])N([H])C2([H])C1([H])[H],0.85219575
[H][N][C]([H])N1C([H])([H])C1([H])C([H])=O,0.471963705
[H][N][C]([H])N1C(=O)C([H])([H])C1([H])[H],0.964717516
[H][N][C]([H])N1OC([H])([H])C([H])([H])C1([H])[H],1.109048665
[H]N=C([H])N1C([H])([H])C(=O)C1([H])[H],0.346745105
[H][N][C]([H])N1OC([H])([H])C([H])=C1[H],0.360877623
[H]N=C(N([H])[H])C1([H])C([H])([H])C1([H])O[H],0.407627097
[H]N=C(N([H])[H])C1([H])OC([H])([H])C1([H])[H],0.375324198
[H]N=C([H])N([H])C1([H])C([H])([H])OC1([H])[H],0.396814599
[H]N=C([H])N([H])C([H])([H])C1([H])OC1([H])[H],0.36626144
[H]C1=C([H])C([H])(C([H])([H])[H])C2([H])N([H])C12[H],0.896657101
[H]N=C([H])N([H])C([H])([H])C([H])([H])C([H])=O,0.332926642
[H]N=C(N([H])[H])C([H])([H])C([H])([H])C([H])([H])O[H],0.908860419
[H]N=C(C(=C([H])[H])C([H])([H])O[H])N([H])[H],1.043455833
[H]N=C(C#CC([H])([H])O[H])N([H])[H],-1.761378
[H]N=C(C#CC([H])=O)N([H])[H],-2.903509818
